;IdSensore;Tipologia;Unità DiMisura;IdStazione;NomeStazione;Quota;Provincia;DataStart;DataStop;Storico;UTM_Nord;UTM_Est;lng;lat;location;Valore;DATE_TIME
181;14221;Temperatura;°C;1343;Lanzada Passo Marinelli;3032;SO;13/10/2012;;N;5133321;570414;9.915147774061634;46.349802050201205;(46.34980205020121, 9.915147774061634);6.7;2016-08-06 16:50:00
99;14242;Temperatura;°C;1345;Piazzatorre;966;BG;13/10/2012;;N;5093546;553689;9.693284786503217;45.993383586658275;(45.99338358665828, 9.693284786503215);24.3;2016-08-06 16:50:00
2;14257;Temperatura;°C;1346;Campodolcino Alpe Motta;1880;SO;17/10/2012;;N;5141127;528341;9.368831613649158;46.42312127327754;(46.42312127327754, 9.368831613649158);11.7;2016-08-06 16:50:00
114;14284;Temperatura;°C;1347;Barzio Piani di Bobbio;1713;LC;14/10/2012;;N;5089669;538832;9.50113070001856;45.95949319076256;(45.95949319076256, 9.50113070001856);15.5;2016-08-06 16:50:00
141;14317;Temperatura;°C;823;Piazza Brembana vivaio;510;BG;21/10/2012;;N;5088280;552145;9.672774505299234;45.94610999784736;(45.94610999784736, 9.672774505299234);26.2;2016-08-06 16:50:00
54;14348;Temperatura;°C;1359;Breno Lago Della Vacca;2410;BS;09/12/2012;;N;5090337;611798;10.442716428689312;45.957496834144656;(45.957496834144656, 10.442716428689312);10.0;2016-08-06 16:50:00
39;14367;Temperatura;°C;1360;Clusone SP 671;564;BG;14/11/2012;;N;5081243;572409;9.933128277592514;45.880943955869974;(45.88094395586997, 9.933128277592514);25.7;2016-08-06 16:50:00
73;14399;Temperatura;°C;1365;Bione;911;BS;18/11/2012;;N;5057931;603395;10.327362884611171;45.667218260274865;(45.667218260274865, 10.32736288461117);22.5;2016-08-06 16:50:00
179;14445;Temperatura;°C;1366;Porlezza torrente;291;CO;10/05/2013;;N;5098254;510895;9.140799377952805;46.037773169887096;(46.03777316988709, 9.140799377952803);28.6;2016-08-06 16:50:00
170;14478;Temperatura;°C;1367;Bagolino SP669;775;BS;12/12/2012;;N;5077140;612773;10.452195109199993;45.838595938116704;(45.8385959381167, 10.452195109199993);23.4;2016-08-06 16:50:00
88;14500;Temperatura;°C;1371;Brembilla;468;BG;19/03/2013;;N;5073646;547333;9.609252582119412;45.8147522883702;(45.8147522883702, 9.609252582119412);25.3;2016-08-06 16:50:00
79;14518;Temperatura;°C;1372;Garzeno;581;CO;25/07/2013;;N;5108761;519145;9.24783893889176;46.13215642760685;(46.132156427606844, 9.24783893889176);26.5;2016-08-06 16:50:00
25;14528;Temperatura;°C;1375;Varano Borghi;241;VA;27/03/2013;;N;5068133;477631;8.712323647148091;45.76639370741472;(45.766393707414714, 8.712323647148091);28.9;2016-08-06 16:50:00
120;14546;Temperatura;°C;1376;Puegnago sul Garda;291;BS;19/04/2013;;N;5048460;617051;10.500343116277602;45.579828598620395;(45.5798285986204, 10.500343116277602);27.2;2016-08-06 16:50:00
129;14568;Temperatura;°C;1378;Tignale Oldesio;374;BS;23/07/2013;;N;5065781;633895;10.720923575669387;45.732623757275036;(45.73262375727504, 10.720923575669387);24.5;2016-08-06 16:50:00
52;14587;Temperatura;°C;1379;Gargnano;984;BS;15/07/2015;;N;5065317;625847;10.61740677213208;45.72996009420703;(45.72996009420703, 10.61740677213208);22.7;2016-08-06 16:50:00
65;14606;Temperatura;°C;1380;Tremezzo;309;CO;18/04/2013;;N;5092705;516580;9.214075142242038;45.98771660100418;(45.98771660100418, 9.214075142242038);28.8;2016-08-06 16:50:00
62;14645;Temperatura;°C;1382;Veddasca Monte Cadrigna;1302;VA;19/07/2013;;N;5102054;482122;8.768815132883134;46.071827075892976;(46.07182707589298, 8.768815132883134);19.7;2016-08-06 16:50:00
21;14665;Temperatura;°C;1383;Sarezzo v.della Fonte;290;BS;02/11/2012;;N;5057824;592468;10.187096209540632;45.667798979109534;(45.66779897910953, 10.187096209540632);25.8;2016-08-06 16:50:00
107;14684;Temperatura;°C;1420;Gordona;1362;SO;20/03/2014;;N;5126494;526127;9.339203152913957;46.29151911107429;(46.29151911107429, 9.339203152913957);16.4;2016-08-06 16:50:00
112;14725;Temperatura;°C;1545;San Siro;1285;CO;30/12/2014;;N;5102069;518430;9.238323435918225;46.071947417956;(46.071947417956004, 9.238323435918229);19.0;2016-08-06 16:50:00
148;14742;Temperatura;°C;1546;Rho Scalo Fiorenza - Prato;143;MI;24/02/2015;;N;5040479;506867;9.087923300302434;45.51781084679457;(45.51781084679456, 9.087923300302434);28.1;2016-08-06 16:50:00
108;14766;Temperatura;°C;1553;Mozzanica v.Donizetti;104;BG;20/07/2015;;N;5036208;553342;9.682488661964785;45.477361929661036;(45.47736192966103, 9.682488661964785);29.1;2016-08-06 16:50:00
150;19307;Temperatura;°C;1518;Dubino;993;SO;21/11/2014;;N;5112733;535367;9.458129833044824;46.16725552938442;(46.16725552938442, 9.458129833044824);20.9;2016-08-06 16:50:00
128;19345;Temperatura;°C;1560;Padenghe sul Garda;187;BS;14/07/2016;;N;5041631;617629;10.50610692701177;45.518284134623386;(45.51828413462338, 10.50610692701177);27.4;2016-08-06 16:50:00
172;19363;Temperatura;°C;1559;Dervio;198;LC;05/07/2016;;N;5101755;523618;9.305394454627988;46.068961817245466;(46.06896181724546, 9.305394454627988);30.0;2016-08-06 16:50:00
91;19375;Temperatura;°C;1651;Morbegno eliporto;230;SO;28/07/2016;;N;5109394;545135;9.584336490055618;46.13662865966469;(46.136628659664694, 9.584336490055616);28.5;2016-08-06 16:50:00
