DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;
1;1;2015;67,33333333;79,33333333;45;28,33333333;53;88,33333333;4;;;0;1;2;3;4;5
2;1;2015;79,33333333;45;28,33333333;53;88,33333333;76,33333333;4;;;0,145852881;0,06378926;0,016769801;0,038190151;0,035097812;0,067626903
3;1;2015;45;28,33333333;53;88,33333333;76,33333333;83,33333333;0;;;;;;;;
4;1;2015;28,33333333;53;88,33333333;76,33333333;83,33333333;49,66666667;0;;;;;;;;
5;1;2015;53;88,33333333;76,33333333;83,33333333;49,66666667;64,66666667;0;;;;;;;;
6;1;2015;88,33333333;76,33333333;83,33333333;49,66666667;64,66666667;34,66666667;3;;;;;;;;
7;1;2015;76,33333333;83,33333333;49,66666667;64,66666667;34,66666667;70,66666667;1;;;;;;;;
8;1;2015;83,33333333;49,66666667;64,66666667;34,66666667;70,66666667;88,5;2;;;;;;;;
9;1;2015;49,66666667;64,66666667;34,66666667;70,66666667;88,5;73,66666667;3;;;;;;;;
10;1;2015;64,66666667;34,66666667;70,66666667;88,5;73,66666667;69,66666667;3;;;;;;;;
11;1;2015;34,66666667;70,66666667;88,5;73,66666667;69,66666667;30,66666667;1;;;;;;;;
12;1;2015;70,66666667;88,5;73,66666667;69,66666667;30,66666667;32,66666667;5;;;;;;;;
13;1;2015;88,5;73,66666667;69,66666667;30,66666667;32,66666667;55,66666667;2;;;;;;;;
14;1;2015;73,66666667;69,66666667;30,66666667;32,66666667;55,66666667;64;5;;;;;;;;
15;1;2015;69,66666667;30,66666667;32,66666667;55,66666667;64;40,66666667;4;;;;;;;;
16;1;2015;30,66666667;32,66666667;55,66666667;64;40,66666667;30;3;;;;;;;;
17;1;2015;32,66666667;55,66666667;64;40,66666667;30;45,33333333;4;;;;;;;;
18;1;2015;55,66666667;64;40,66666667;30;45,33333333;61,33333333;2;;;;;;;;
19;1;2015;64;40,66666667;30;45,33333333;61,33333333;16;2;;;;;;;;
20;1;2015;40,66666667;30;45,33333333;61,33333333;16;27,33333333;4;;;;;;;;
21;1;2015;30;45,33333333;61,33333333;16;27,33333333;73;1;;;;;;;;
22;1;2015;45,33333333;61,33333333;16;27,33333333;73;60,66666667;1;;;;;;;;
23;1;2015;61,33333333;16;27,33333333;73;60,66666667;64;2;;;;;;;;
24;1;2015;16;27,33333333;73;60,66666667;64;35,66666667;2;;;;;;;;
25;1;2015;27,33333333;73;60,66666667;64;35,66666667;42;4;;;;;;;;
26;1;2015;73;60,66666667;64;35,66666667;42;49,33333333;2;;;;;;;;
27;1;2015;60,66666667;64;35,66666667;42;49,33333333;45;4;;;;;;;;
28;1;2015;64;35,66666667;42;49,33333333;45;61;3;;;;;;;;
29;1;2015;35,66666667;42;49,33333333;45;61;55;2;;;;;;;;
30;1;2015;42;49,33333333;45;61;55;19,33333333;2;;;;;;;;
31;1;2015;49,33333333;45;61;55;19,33333333;20;5;;;;;;;;
1;2;2015;45;61;55;19,33333333;20;24,66666667;1;;;;;;;;
2;2;2015;61;55;19,33333333;20;24,66666667;37;2;;;;;;;;
3;2;2015;55;19,33333333;20;24,66666667;37;56;3;;;;;;;;
4;2;2015;19,33333333;20;24,66666667;37;56;92,33333333;3;;;;;;;;
5;2;2015;20;24,66666667;37;56;92,33333333;111,6666667;1;;;;;;;;
6;2;2015;24,66666667;37;56;92,33333333;111,6666667;131,3333333;3;;;;;;;;
7;2;2015;37;56;92,33333333;111,6666667;131,3333333;141,3333333;3;;;;;;;;
8;2;2015;56;92,33333333;111,6666667;131,3333333;141,3333333;60,33333333;2;;;;;;;;
9;2;2015;92,33333333;111,6666667;131,3333333;141,3333333;60,33333333;24;6;;;;;;;;
10;2;2015;111,6666667;131,3333333;141,3333333;60,33333333;24;36,33333333;1;;;;;;;;
11;2;2015;131,3333333;141,3333333;60,33333333;24;36,33333333;51,66666667;2;;;;;;;;
12;2;2015;141,3333333;60,33333333;24;36,33333333;51,66666667;58;2;;;;;;;;
13;2;2015;60,33333333;24;36,33333333;51,66666667;58;84;1;;;;;;;;
14;2;2015;24;36,33333333;51,66666667;58;84;76,33333333;1;;;;;;;;
15;2;2015;36,33333333;51,66666667;58;84;76,33333333;57;4;;;;;;;;
16;2;2015;51,66666667;58;84;76,33333333;57;14,66666667;2;;;;;;;;
17;2;2015;58;84;76,33333333;57;14,66666667;43,33333333;4;;;;;;;;
18;2;2015;84;76,33333333;57;14,66666667;43,33333333;27,5;3;;;;;;;;
19;2;2015;76,33333333;57;14,66666667;43,33333333;27,5;16,5;5;;;;;;;;
20;2;2015;57;14,66666667;43,33333333;27,5;16,5;27,66666667;3;;;;;;;;
21;2;2015;14,66666667;43,33333333;27,5;16,5;27,66666667;52;4;;;;;;;;
22;2;2015;43,33333333;27,5;16,5;27,66666667;52;64,66666667;6;;;;;;;;
23;2;2015;27,5;16,5;27,66666667;52;64,66666667;60,33333333;4;;;;;;;;
24;2;2015;16,5;27,66666667;52;64,66666667;60,33333333;39,33333333;4;;;;;;;;
25;2;2015;27,66666667;52;64,66666667;60,33333333;39,33333333;35,33333333;3;;;;;;;;
26;2;2015;52;64,66666667;60,33333333;39,33333333;35,33333333;53;2;;;;;;;;
27;2;2015;64,66666667;60,33333333;39,33333333;35,33333333;53;13,66666667;1;;;;;;;;
28;2;2015;60,33333333;39,33333333;35,33333333;53;13,66666667;26;10;;;;;;;;
1;3;2015;39,33333333;35,33333333;53;13,66666667;26;27,33333333;5;;;;;;;;
2;3;2015;35,33333333;53;13,66666667;26;27,33333333;47,66666667;4;;;;;;;;
3;3;2015;53;13,66666667;26;27,33333333;47,66666667;53,5;6;;;;;;;;
4;3;2015;13,66666667;26;27,33333333;47,66666667;53,5;81;5;;;;;;;;
5;3;2015;26;27,33333333;47,66666667;53,5;81;99,66666667;2;;;;;;;;
6;3;2015;27,33333333;47,66666667;53,5;81;99,66666667;46;3;;;;;;;;
7;3;2015;47,66666667;53,5;81;99,66666667;46;53,5;2;;;;;;;;
8;3;2015;53,5;81;99,66666667;46;53,5;43,33333333;3;;;;;;;;
9;3;2015;81;99,66666667;46;53,5;43,33333333;41,33333333;4;;;;;;;;
10;3;2015;99,66666667;46;53,5;43,33333333;41,33333333;35;5;;;;;;;;
11;3;2015;46;53,5;43,33333333;41,33333333;35;34;10;;;;;;;;
12;3;2015;53,5;43,33333333;41,33333333;35;34;56,66666667;3;;;;;;;;
13;3;2015;43,33333333;41,33333333;35;34;56,66666667;86,33333333;4;;;;;;;;
14;3;2015;41,33333333;35;34;56,66666667;86,33333333;59,66666667;4;;;;;;;;
15;3;2015;35;34;56,66666667;86,33333333;59,66666667;53,33333333;3;;;;;;;;
16;3;2015;34;56,66666667;86,33333333;59,66666667;53,33333333;33,66666667;4;;;;;;;;
17;3;2015;56,66666667;86,33333333;59,66666667;53,33333333;33,66666667;49,5;3;;;;;;;;
18;3;2015;86,33333333;59,66666667;53,33333333;33,66666667;49,5;70;5;;;;;;;;
19;3;2015;59,66666667;53,33333333;33,66666667;49,5;70;35,66666667;5;;;;;;;;
20;3;2015;53,33333333;33,66666667;49,5;70;35,66666667;28,33333333;2;;;;;;;;
21;3;2015;33,66666667;49,5;70;35,66666667;28,33333333;16,33333333;2;;;;;;;;
22;3;2015;49,5;70;35,66666667;28,33333333;16,33333333;22;2;;;;;;;;
