DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;
1;1;2015;3,3;4,4;2,45;2,1;3;4,05;4;;;;;;;;
2;1;2015;4,4;2,45;2,1;3;4,05;3,7;4;;;0;1;2;3;4;5
3;1;2015;2,45;2,1;3;4,05;3,7;4,2;0;;;0,11476258;0,085795724;0,051133235;0,060584774;0,059279918;0,090917965
4;1;2015;2,1;3;4,05;3,7;4,2;2,233333333;0;;;;;;;;
5;1;2015;3;4,05;3,7;4,2;2,233333333;2,066666667;0;;;;;;;;
6;1;2015;4,05;3,7;4,2;2,233333333;2,066666667;3,066666667;3;;;;;;;;
7;1;2015;3,7;4,2;2,233333333;2,066666667;3,066666667;4,433333333;1;;;;;;;;
8;1;2015;4,2;2,233333333;2,066666667;3,066666667;4,433333333;4,9;2;;;;;;;;
9;1;2015;2,233333333;2,066666667;3,066666667;4,433333333;4,9;4,4;3;;;;;;;;
10;1;2015;2,066666667;3,066666667;4,433333333;4,9;4,4;3,166666667;3;;;;;;;;
11;1;2015;3,066666667;4,433333333;4,9;4,4;3,166666667;2,433333333;1;;;;;;;;
12;1;2015;4,433333333;4,9;4,4;3,166666667;2,433333333;2,566666667;5;;;;;;;;
13;1;2015;4,9;4,4;3,166666667;2,433333333;2,566666667;4,866666667;2;;;;;;;;
14;1;2015;4,4;3,166666667;2,433333333;2,566666667;4,866666667;3,975;5;;;;;;;;
15;1;2015;3,166666667;2,433333333;2,566666667;4,866666667;3,975;3,166666667;4;;;;;;;;
16;1;2015;2,433333333;2,566666667;4,866666667;3,975;3,166666667;3,2;3;;;;;;;;
17;1;2015;2,566666667;4,866666667;3,975;3,166666667;3,2;4,125;4;;;;;;;;
18;1;2015;4,866666667;3,975;3,166666667;3,2;4,125;4,733333333;2;;;;;;;;
19;1;2015;3,975;3,166666667;3,2;4,125;4,733333333;1,9;2;;;;;;;;
20;1;2015;3,166666667;3,2;4,125;4,733333333;1,9;2,233333333;4;;;;;;;;
21;1;2015;3,2;4,125;4,733333333;1,9;2,233333333;4,5;1;;;;;;;;
22;1;2015;4,125;4,733333333;1,9;2,233333333;4,5;3,966666667;1;;;;;;;;
23;1;2015;4,733333333;1,9;2,233333333;4,5;3,966666667;6,066666667;2;;;;;;;;
24;1;2015;1,9;2,233333333;4,5;3,966666667;6,066666667;2,3;2;;;;;;;;
25;1;2015;2,233333333;4,5;3,966666667;6,066666667;2,3;3,066666667;4;;;;;;;;
26;1;2015;4,5;3,966666667;6,066666667;2,3;3,066666667;2,866666667;2;;;;;;;;
27;1;2015;3,966666667;6,066666667;2,3;3,066666667;2,866666667;3,5;4;;;;;;;;
28;1;2015;6,066666667;2,3;3,066666667;2,866666667;3,5;3,1;3;;;;;;;;
29;1;2015;2,3;3,066666667;2,866666667;3,5;3,1;2,95;2;;;;;;;;
30;1;2015;3,066666667;2,866666667;3,5;3,1;2,95;2,3;2;;;;;;;;
31;1;2015;2,866666667;3,5;3,1;2,95;2,3;3,05;5;;;;;;;;
1;2;2015;3,5;3,1;2,95;2,3;3,05;1,966666667;1;;;;;;;;
2;2;2015;3,1;2,95;2,3;3,05;1,966666667;2,1;2;;;;;;;;
3;2;2015;2,95;2,3;3,05;1,966666667;2,1;2,766666667;3;;;;;;;;
4;2;2015;2,3;3,05;1,966666667;2,1;2,766666667;3,65;3;;;;;;;;
5;2;2015;3,05;1,966666667;2,1;2,766666667;3,65;4,5;1;;;;;;;;
6;2;2015;1,966666667;2,1;2,766666667;3,65;4,5;5,366666667;3;;;;;;;;
7;2;2015;2,1;2,766666667;3,65;4,5;5,366666667;3,966666667;3;;;;;;;;
8;2;2015;2,766666667;3,65;4,5;5,366666667;3,966666667;2,625;2;;;;;;;;
9;2;2015;3,65;4,5;5,366666667;3,966666667;2,625;2,5;6;;;;;;;;
10;2;2015;4,5;5,366666667;3,966666667;2,625;2,5;3,2;1;;;;;;;;
11;2;2015;5,366666667;3,966666667;2,625;2,5;3,2;2,825;2;;;;;;;;
12;2;2015;3,966666667;2,625;2,5;3,2;2,825;2,45;2;;;;;;;;
13;2;2015;2,625;2,5;3,2;2,825;2,45;3,8;1;;;;;;;;
14;2;2015;2,5;3,2;2,825;2,45;3,8;3,95;1;;;;;;;;
15;2;2015;3,2;2,825;2,45;3,8;3,95;1,633333333;4;;;;;;;;
16;2;2015;2,825;2,45;3,8;3,95;1,633333333;1,1;2;;;;;;;;
17;2;2015;2,45;3,8;3,95;1,633333333;1,1;3,566666667;4;;;;;;;;
18;2;2015;3,8;3,95;1,633333333;1,1;3,566666667;2,7;3;;;;;;;;
19;2;2015;3,95;1,633333333;1,1;3,566666667;2,7;1,5;5;;;;;;;;
20;2;2015;1,633333333;1,1;3,566666667;2,7;1,5;2,333333333;3;;;;;;;;
21;2;2015;1,1;3,566666667;2,7;1,5;2,333333333;2,533333333;4;;;;;;;;
22;2;2015;3,566666667;2,7;1,5;2,333333333;2,533333333;2,8;6;;;;;;;;
23;2;2015;2,7;1,5;2,333333333;2,533333333;2,8;3,566666667;4;;;;;;;;
24;2;2015;1,5;2,333333333;2,533333333;2,8;3,566666667;1,8;4;;;;;;;;
25;2;2015;2,333333333;2,533333333;2,8;3,566666667;1,8;1,766666667;3;;;;;;;;
26;2;2015;2,533333333;2,8;3,566666667;1,8;1,766666667;2,166666667;2;;;;;;;;
27;2;2015;2,8;3,566666667;1,8;1,766666667;2,166666667;0,9;1;;;;;;;;
28;2;2015;3,566666667;1,8;1,766666667;2,166666667;0,9;1,766666667;10;;;;;;;;
1;3;2015;1,8;1,766666667;2,166666667;0,9;1,766666667;1,35;5;;;;;;;;
2;3;2015;1,766666667;2,166666667;0,9;1,766666667;1,35;1,925;4;;;;;;;;
3;3;2015;2,166666667;0,9;1,766666667;1,35;1,925;2,125;6;;;;;;;;
4;3;2015;0,9;1,766666667;1,35;1,925;2,125;2,975;5;;;;;;;;
5;3;2015;1,766666667;1,35;1,925;2,125;2,975;3,4;2;;;;;;;;
6;3;2015;1,35;1,925;2,125;2,975;3,4;1,7;3;;;;;;;;
7;3;2015;1,925;2,125;2,975;3,4;1,7;2,233333333;2;;;;;;;;
8;3;2015;2,125;2,975;3,4;1,7;2,233333333;1,5;3;;;;;;;;
9;3;2015;2,975;3,4;1,7;2,233333333;1,5;1,433333333;4;;;;;;;;
10;3;2015;3,4;1,7;2,233333333;1,5;1,433333333;1,9;5;;;;;;;;
11;3;2015;1,7;2,233333333;1,5;1,433333333;1,9;2,533333333;10;;;;;;;;
12;3;2015;2,233333333;1,5;1,433333333;1,9;2,533333333;2,966666667;3;;;;;;;;
13;3;2015;1,5;1,433333333;1,9;2,533333333;2,966666667;2,425;4;;;;;;;;
14;3;2015;1,433333333;1,9;2,533333333;2,966666667;2,425;1,85;4;;;;;;;;
15;3;2015;1,9;2,533333333;2,966666667;2,425;1,85;1,475;3;;;;;;;;
16;3;2015;2,533333333;2,966666667;2,425;1,85;1,475;1,275;4;;;;;;;;
17;3;2015;2,966666667;2,425;1,85;1,475;1,275;2,3;3;;;;;;;;
18;3;2015;2,425;1,85;1,475;1,275;2,3;2,05;5;;;;;;;;
19;3;2015;1,85;1,475;1,275;2,3;2,05;1,525;5;;;;;;;;
20;3;2015;1,475;1,275;2,3;2,05;1,525;1,566666667;2;;;;;;;;
21;3;2015;1,275;2,3;2,05;1,525;1,566666667;1,05;2;;;;;;;;
22;3;2015;2,3;2,05;1,525;1,566666667;1,05;1,325;2;;;;;;;;
23;3;2015;2,05;1,525;1,566666667;1,05;1,325;1,3;11;;;;;;;;
24;3;2015;1,525;1,566666667;1,05;1,325;1,3;1,225;10;;;;;;;;
25;3;2015;1,566666667;1,05;1,325;1,3;1,225;1;1;;;;;;;;
26;3;2015;1,05;1,325;1,3;1,225;1;0,525;1;;;;;;;;
27;3;2015;1,325;1,3;1,225;1;0,525;0,85;1;;;;;;;;
28;3;2015;1,3;1,225;1;0,525;0,85;1,2;8;;;;;;;;
29;3;2015;1,225;1;0,525;0,85;1,2;0,6;4;;;;;;;;
30;3;2015;1;0,525;0,85;1,2;0,6;0,675;1;;;;;;;;
31;3;2015;0,525;0,85;1,2;0,6;0,675;0,575;7;;;;;;;;
1;4;2015;0,85;1,2;0,6;0,675;0,575;0,875;5;;;;;;;;
2;4;2015;1,2;0,6;0,675;0,575;0,875;1,6;2;;;;;;;;
3;4;2015;0,6;0,675;0,575;0,875;1,6;1,55;3;;;;;;;;
4;4;2015;0,675;0,575;0,875;1,6;1,55;1,533333333;3;;;;;;;;
5;4;2015;0,575;0,875;1,6;1,55;1,533333333;1;0;;;;;;;;
6;4;2015;0,875;1,6;1,55;1,533333333;1;0,975;3;;;;;;;;
7;4;2015;1,6;1,55;1,533333333;1;0,975;1,733333333;8;;;;;;;;
8;4;2015;1,55;1,533333333;1;0,975;1,733333333;1,733333333;3;;;;;;;;
9;4;2015;1,533333333;1;0,975;1,733333333;1,733333333;1,566666667;5;;;;;;;;
10;4;2015;1;0,975;1,733333333;1,733333333;1,566666667;1,133333333;4;;;;;;;;
11;4;2015;0,975;1,733333333;1,733333333;1,566666667;1,133333333;1,066666667;6;;;;;;;;
12;4;2015;1,733333333;1,733333333;1,566666667;1,133333333;1,066666667;1,233333333;3;;;;;;;;
13;4;2015;1,733333333;1,566666667;1,133333333;1,066666667;1,233333333;0,666666667;4;;;;;;;;
14;4;2015;1,566666667;1,133333333;1,066666667;1,233333333;0,666666667;1,6;4;;;;;;;;
15;4;2015;1,133333333;1,066666667;1,233333333;0,666666667;1,6;2,1;3;;;;;;;;
16;4;2015;1,066666667;1,233333333;0,666666667;1,6;2,1;1,55;4;;;;;;;;
17;4;2015;1,233333333;0,666666667;1,6;2,1;1,55;0,775;3;;;;;;;;
18;4;2015;0,666666667;1,6;2,1;1,55;0,775;0,9;0;;;;;;;;
19;4;2015;1,6;2,1;1,55;0,775;0,9;0,775;2;;;;;;;;
20;4;2015;2,1;1,55;0,775;0,9;0,775;0,9;2;;;;;;;;
21;4;2015;1,55;0,775;0,9;0,775;0,9;0,766666667;4;;;;;;;;
22;4;2015;0,775;0,9;0,775;0,9;0,766666667;1,033333333;4;;;;;;;;
23;4;2015;0,9;0,775;0,9;0,766666667;1,033333333;0,833333333;4;;;;;;;;
24;4;2015;0,775;0,9;0,766666667;1,033333333;0,833333333;0,975;3;;;;;;;;
25;4;2015;0,9;0,766666667;1,033333333;0,833333333;0,975;0,9;2;;;;;;;;
26;4;2015;0,766666667;1,033333333;0,833333333;0,975;0,9;0,825;4;;;;;;;;
27;4;2015;1,033333333;0,833333333;0,975;0,9;0,825;1,3;4;;;;;;;;
28;4;2015;0,833333333;0,975;0,9;0,825;1,3;1,733333333;5;;;;;;;;
29;4;2015;0,975;0,9;0,825;1,3;1,733333333;1,666666667;2;;;;;;;;
30;4;2015;0,9;0,825;1,3;1,733333333;1,666666667;1,966666667;4;;;;;;;;
1;5;2015;0,825;1,3;1,733333333;1,666666667;1,966666667;1,225;4;;;;;;;;
2;5;2015;1,3;1,733333333;1,666666667;1,966666667;1,225;1,45;2;;;;;;;;
3;5;2015;1,733333333;1,666666667;1,966666667;1,225;1,45;1,075;2;;;;;;;;
4;5;2015;1,666666667;1,966666667;1,225;1,45;1,075;0,9;3;;;;;;;;
5;5;2015;1,966666667;1,225;1,45;1,075;0,9;1,833333333;8;;;;;;;;
6;5;2015;1,225;1,45;1,075;0,9;1,833333333;1,433333333;6;;;;;;;;
7;5;2015;1,45;1,075;0,9;1,833333333;1,433333333;1,3;1;;;;;;;;
8;5;2015;1,075;0,9;1,833333333;1,433333333;1,3;0,675;1;;;;;;;;
9;5;2015;0,9;1,833333333;1,433333333;1,3;0,675;0,625;3;;;;;;;;
10;5;2015;1,833333333;1,433333333;1,3;0,675;0,625;0,725;0;;;;;;;;
11;5;2015;1,433333333;1,3;0,675;0,625;0,725;0,725;2;;;;;;;;
12;5;2015;1,3;0,675;0,625;0,725;0,725;1,125;3;;;;;;;;
13;5;2015;0,675;0,625;0,725;0,725;1,125;0,875;5;;;;;;;;
14;5;2015;0,625;0,725;0,725;1,125;0,875;0,8;5;;;;;;;;
15;5;2015;0,725;0,725;1,125;0,875;0,8;0,825;5;;;;;;;;
16;5;2015;0,725;1,125;0,875;0,8;0,825;0,825;3;;;;;;;;
17;5;2015;1,125;0,875;0,8;0,825;0,825;0,925;3;;;;;;;;
18;5;2015;0,875;0,8;0,825;0,825;0,925;0,65;0;;;;;;;;
19;5;2015;0,8;0,825;0,825;0,925;0,65;1,05;4;;;;;;;;
20;5;2015;0,825;0,825;0,925;0,65;1,05;0,925;1;;;;;;;;
21;5;2015;0,825;0,925;0,65;1,05;0,925;1,025;5;;;;;;;;
22;5;2015;0,925;0,65;1,05;0,925;1,025;0,9;4;;;;;;;;
23;5;2015;0,65;1,05;0,925;1,025;0,9;0,85;0;;;;;;;;
24;5;2015;1,05;0,925;1,025;0,9;0,85;0,425;3;;;;;;;;
25;5;2015;0,925;1,025;0,9;0,85;0,425;0,5;4;;;;;;;;
26;5;2015;1,025;0,9;0,85;0,425;0,5;0,65;5;;;;;;;;
27;5;2015;0,9;0,85;0,425;0,5;0,65;0,6;1;;;;;;;;
28;5;2015;0,85;0,425;0,5;0,65;0,6;0,975;4;;;;;;;;
29;5;2015;0,425;0,5;0,65;0,6;0,975;1,625;7;;;;;;;;
30;5;2015;0,5;0,65;0,6;0,975;1,625;1,35;2;;;;;;;;
31;5;2015;0,65;0,6;0,975;1,625;1,35;0,925;2;;;;;;;;
1;6;2015;0,6;0,975;1,625;1,35;0,925;0,55;2;;;;;;;;
2;6;2015;0,975;1,625;1,35;0,925;0,55;0,675;3;;;;;;;;
3;6;2015;1,625;1,35;0,925;0,55;0,675;0,8;4;;;;;;;;
4;6;2015;1,35;0,925;0,55;0,675;0,8;0,825;6;;;;;;;;
5;6;2015;0,925;0,55;0,675;0,8;0,825;1,225;5;;;;;;;;
6;6;2015;0,55;0,675;0,8;0,825;1,225;1,1;4;;;;;;;;
7;6;2015;0,675;0,8;0,825;1,225;1,1;0,9;2;;;;;;;;
8;6;2015;0,8;0,825;1,225;1,1;0,9;0,733333333;4;;;;;;;;
9;6;2015;0,825;1,225;1,1;0,9;0,733333333;0,933333333;2;;;;;;;;
10;6;2015;1,225;1,1;0,9;0,733333333;0,933333333;1,1;6;;;;;;;;
11;6;2015;1,1;0,9;0,733333333;0,933333333;1,1;1,066666667;3;;;;;;;;
12;6;2015;0,9;0,733333333;0,933333333;1,1;1,066666667;1,266666667;5;;;;;;;;
13;6;2015;0,733333333;0,933333333;1,1;1,066666667;1,266666667;1,333333333;3;;;;;;;;
14;6;2015;0,933333333;1,1;1,066666667;1,266666667;1,333333333;0,666666667;2;;;;;;;;
15;6;2015;1,1;1,066666667;1,266666667;1,333333333;0,666666667;0,5;4;;;;;;;;
16;6;2015;1,066666667;1,266666667;1,333333333;0,666666667;0,5;1;1;;;;;;;;
17;6;2015;1,266666667;1,333333333;0,666666667;0,5;1;0,933333333;6;;;;;;;;
18;6;2015;1,333333333;0,666666667;0,5;1;0,933333333;0,766666667;6;;;;;;;;
19;6;2015;0,666666667;0,5;1;0,933333333;0,766666667;1,1;4;;;;;;;;
20;6;2015;0,5;1;0,933333333;0,766666667;1,1;1,2;2;;;;;;;;
21;6;2015;1;0,933333333;0,766666667;1,1;1,2;0,933333333;2;;;;;;;;
22;6;2015;0,933333333;0,766666667;1,1;1,2;0,933333333;0,6;3;;;;;;;;
23;6;2015;0,766666667;1,1;1,2;0,933333333;0,6;1;2;;;;;;;;
24;6;2015;1,1;1,2;0,933333333;0,6;1;1,033333333;4;;;;;;;;
25;6;2015;1,2;0,933333333;0,6;1;1,033333333;1,033333333;1;;;;;;;;
26;6;2015;0,933333333;0,6;1;1,033333333;1,033333333;1,033333333;3;;;;;;;;
27;6;2015;0,6;1;1,033333333;1,033333333;1,033333333;0,9;2;;;;;;;;
28;6;2015;1;1,033333333;1,033333333;1,033333333;0,9;0,6;3;;;;;;;;
29;6;2015;1,033333333;1,033333333;1,033333333;0,9;0,6;0,466666667;4;;;;;;;;
30;6;2015;1,033333333;1,033333333;0,9;0,6;0,466666667;1;9;;;;;;;;
1;7;2015;1,033333333;0,9;0,6;0,466666667;1;0,85;5;;;;;;;;
2;7;2015;0,9;0,6;0,466666667;1;0,85;0,5;0;;;;;;;;
3;7;2015;0,6;0,466666667;1;0,85;0,5;0,8;2;;;;;;;;
4;7;2015;0,466666667;1;0,85;0,5;0,8;0,766666667;4;;;;;;;;
5;7;2015;1;0,85;0,5;0,8;0,766666667;0,766666667;2;;;;;;;;
6;7;2015;0,85;0,5;0,8;0,766666667;0,766666667;0,6;4;;;;;;;;
7;7;2015;0,5;0,8;0,766666667;0,766666667;0,6;0,966666667;6;;;;;;;;
8;7;2015;0,8;0,766666667;0,766666667;0,6;0,966666667;0,9;3;;;;;;;;
9;7;2015;0,766666667;0,766666667;0,6;0,966666667;0,9;1,033333333;4;;;;;;;;
10;7;2015;0,766666667;0,6;0,966666667;0,9;1,033333333;0,8;6;;;;;;;;
11;7;2015;0,6;0,966666667;0,9;1,033333333;0,8;1,066666667;2;;;;;;;;
12;7;2015;0,966666667;0,9;1,033333333;0,8;1,066666667;0,75;3;;;;;;;;
13;7;2015;0,9;1,033333333;0,8;1,066666667;0,75;0,45;1;;;;;;;;
14;7;2015;1,033333333;0,8;1,066666667;0,75;0,45;0,575;1;;;;;;;;
15;7;2015;0,8;1,066666667;0,75;0,45;0,575;1;5;;;;;;;;
16;7;2015;1,066666667;0,75;0,45;0,575;1;1,033333333;2;;;;;;;;
17;7;2015;0,75;0,45;0,575;1;1,033333333;0,8;4;;;;;;;;
18;7;2015;0,45;0,575;1;1,033333333;0,8;0,7;2;;;;;;;;
19;7;2015;0,575;1;1,033333333;0,8;0,7;0,4;3;;;;;;;;
20;7;2015;1;1,033333333;0,8;0,7;0,4;0,466666667;2;;;;;;;;
21;7;2015;1,033333333;0,8;0,7;0,4;0,466666667;0,633333333;4;;;;;;;;
22;7;2015;0,8;0,7;0,4;0,466666667;0,633333333;0,825;3;;;;;;;;
23;7;2015;0,7;0,4;0,466666667;0,633333333;0,825;0,65;2;;;;;;;;
24;7;2015;0,4;0,466666667;0,633333333;0,825;0,65;0,833333333;2;;;;;;;;
25;7;2015;0,466666667;0,633333333;0,825;0,65;0,833333333;0,833333333;0;;;;;;;;
26;7;2015;0,633333333;0,825;0,65;0,833333333;0,833333333;0,7;1;;;;;;;;
27;7;2015;0,825;0,65;0,833333333;0,833333333;0,7;0,533333333;4;;;;;;;;
28;7;2015;0,65;0,833333333;0,833333333;0,7;0,533333333;0,966666667;0;;;;;;;;
29;7;2015;0,833333333;0,833333333;0,7;0,533333333;0,966666667;1;4;;;;;;;;
30;7;2015;0,833333333;0,7;0,533333333;0,966666667;1;0,933333333;3;;;;;;;;
31;7;2015;0,7;0,533333333;0,966666667;1;0,933333333;1,25;4;;;;;;;;
1;8;2015;0,533333333;0,966666667;1;0,933333333;1,25;1;9;;;;;;;;
2;8;2015;0,966666667;1;0,933333333;1,25;1;1,2;1;;;;;;;;
3;8;2015;1;0,933333333;1,25;1;1,2;0,5;1;;;;;;;;
4;8;2015;0,933333333;1,25;1;1,2;0,5;0,5;3;;;;;;;;
5;8;2015;1,25;1;1,2;0,5;0,5;0,9;3;;;;;;;;
6;8;2015;1;1,2;0,5;0,5;0,9;1,066666667;2;;;;;;;;
7;8;2015;1,2;0,5;0,5;0,9;1,066666667;0,966666667;1;;;;;;;;
8;8;2015;0,5;0,5;0,9;1,066666667;0,966666667;0,766666667;2;;;;;;;;
9;8;2015;0,5;0,9;1,066666667;0,966666667;0,766666667;0,466666667;2;;;;;;;;
10;8;2015;0,9;1,066666667;0,966666667;0,766666667;0,466666667;0,266666667;1;;;;;;;;
11;8;2015;1,066666667;0,966666667;0,766666667;0,466666667;0,266666667;0,4;4;;;;;;;;
12;8;2015;0,966666667;0,766666667;0,466666667;0,266666667;0,4;0,433333333;2;;;;;;;;
