Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;
61,95930556;66,92388889;72,94652778;62,52666667;60,52618384;48,38319444;3;;;;;;;;
66,92388889;72,94652778;62,52666667;60,52618384;48,38319444;66,02277778;2;;;;;;;;
72,94652778;62,52666667;60,52618384;48,38319444;66,02277778;56,59625;2;;;;;;;;
62,52666667;60,52618384;48,38319444;66,02277778;56,59625;84,90152778;5;;;;;;;;
60,52618384;48,38319444;66,02277778;56,59625;84,90152778;96,94624448;1;;;;;;;;
48,38319444;66,02277778;56,59625;84,90152778;96,94624448;89,93010432;2;;;;;;;;
66,02277778;56,59625;84,90152778;96,94624448;89,93010432;70,04388889;3;;;;;;;;
56,59625;84,90152778;96,94624448;89,93010432;70,04388889;62,27333333;3;;;;;;;;
84,90152778;96,94624448;89,93010432;70,04388889;62,27333333;63,97666667;1;;;;;;;;
96,94624448;89,93010432;70,04388889;62,27333333;63,97666667;65,88916667;3;;;;;;;;
89,93010432;70,04388889;62,27333333;63,97666667;65,88916667;76,42805556;3;;;;;;;;
70,04388889;62,27333333;63,97666667;65,88916667;76,42805556;79,00138889;2;;;;;;;;
62,27333333;63,97666667;65,88916667;76,42805556;79,00138889;94,81222222;6;;;;;;;;
63,97666667;65,88916667;76,42805556;79,00138889;94,81222222;95,91736111;1;;;;;;;;
65,88916667;76,42805556;79,00138889;94,81222222;95,91736111;83,47472222;2;;;;;;;;
76,42805556;79,00138889;94,81222222;95,91736111;83,47472222;63,78942976;2;;;;;;;;
79,00138889;94,81222222;95,91736111;83,47472222;63,78942976;62,79486111;1;;;;;;;;
94,81222222;95,91736111;83,47472222;63,78942976;62,79486111;69,66819444;1;;;;;;;;
95,91736111;83,47472222;63,78942976;62,79486111;69,66819444;70,97482615;4;;;;;;;;
83,47472222;63,78942976;62,79486111;69,66819444;70,97482615;85,97076462;2;;;;;;;;
63,78942976;62,79486111;69,66819444;70,97482615;85,97076462;85,63072917;4;;;;;;;;
62,79486111;69,66819444;70,97482615;85,97076462;85,63072917;73,89423929;3;;;;;;;;
69,66819444;70,97482615;85,97076462;85,63072917;73,89423929;68,03222222;5;;;;;;;;
70,97482615;85,97076462;85,63072917;73,89423929;68,03222222;47,01180556;3;;;;;;;;
85,97076462;85,63072917;73,89423929;68,03222222;47,01180556;55,4875;4;;;;;;;;
85,63072917;73,89423929;68,03222222;47,01180556;55,4875;60,70722222;6;;;;;;;;
73,89423929;68,03222222;47,01180556;55,4875;60,70722222;63,22097222;4;;;;;;;;
68,03222222;47,01180556;55,4875;60,70722222;63,22097222;64,14512535;4;;;;;;;;
47,01180556;55,4875;60,70722222;63,22097222;64,14512535;75,88486111;3;;;;;;;;
55,4875;60,70722222;63,22097222;64,14512535;75,88486111;54,50194444;2;;;;;;;;
60,70722222;63,22097222;64,14512535;75,88486111;54,50194444;75,42736111;1;;;;;;;;
63,22097222;64,14512535;75,88486111;54,50194444;75,42736111;36,00307018;10;;;;;;;;
64,14512535;75,88486111;54,50194444;75,42736111;36,00307018;30,75388889;5;;;;;;;;
75,88486111;54,50194444;75,42736111;36,00307018;30,75388889;40,51611111;4;;;;;;;;
54,50194444;75,42736111;36,00307018;30,75388889;40,51611111;48,36319444;6;;;;;;;;
75,42736111;36,00307018;30,75388889;40,51611111;48,36319444;52,94416667;5;;;;;;;;
36,00307018;30,75388889;40,51611111;48,36319444;52,94416667;52,27625;2;;;;;;;;
30,75388889;40,51611111;48,36319444;52,94416667;52,27625;51,38013889;3;;;;;;;;
40,51611111;48,36319444;52,94416667;52,27625;51,38013889;42,07902778;2;;;;;;;;
48,36319444;52,94416667;52,27625;51,38013889;42,07902778;43,20208333;3;;;;;;;;
52,94416667;52,27625;51,38013889;42,07902778;43,20208333;44,20138889;4;;;;;;;;
52,27625;51,38013889;42,07902778;43,20208333;44,20138889;52,44902778;5;;;;;;;;
51,38013889;42,07902778;43,20208333;44,20138889;52,44902778;88,06875;10;;;;;;;;
42,07902778;43,20208333;44,20138889;52,44902778;88,06875;84,00208333;3;;;;;;;;
43,20208333;44,20138889;52,44902778;88,06875;84,00208333;71,18888889;4;;;;;;;;
44,20138889;52,44902778;88,06875;84,00208333;71,18888889;62,37236111;4;;;;;;;;
52,44902778;88,06875;84,00208333;71,18888889;62,37236111;49,61125;3;;;;;;;;
88,06875;84,00208333;71,18888889;62,37236111;49,61125;55,39819193;4;;;;;;;;
84,00208333;71,18888889;62,37236111;49,61125;55,39819193;84,89388889;3;;;;;;;;
71,18888889;62,37236111;49,61125;55,39819193;84,89388889;64,10555556;5;;;;;;;;
62,37236111;49,61125;55,39819193;84,89388889;64,10555556;65,18333333;5;;;;;;;;
49,61125;55,39819193;84,89388889;64,10555556;65,18333333;87,52541667;2;;;;;;;;
55,39819193;84,89388889;64,10555556;65,18333333;87,52541667;85,04617524;2;;;;;;;;
84,89388889;64,10555556;65,18333333;87,52541667;85,04617524;42,87208333;2;;;;;;;;
64,10555556;65,18333333;87,52541667;85,04617524;42,87208333;37,32916667;11;;;;;;;;
65,18333333;87,52541667;85,04617524;42,87208333;37,32916667;43,72125;10;;;;;;;;
87,52541667;85,04617524;42,87208333;37,32916667;43,72125;49,72611111;1;;;;;;;;
85,04617524;42,87208333;37,32916667;43,72125;49,72611111;40,50069444;1;;;;;;;;
42,87208333;37,32916667;43,72125;49,72611111;40,50069444;15,99054242;1;;;;;;;;
37,32916667;43,72125;49,72611111;40,50069444;15,99054242;25,54125;8;;;;;;;;
43,72125;49,72611111;40,50069444;15,99054242;25,54125;41,68472222;4;;;;;;;;
49,72611111;40,50069444;15,99054242;25,54125;41,68472222;53,32604457;1;;;;;;;;
40,50069444;15,99054242;25,54125;41,68472222;53,32604457;71,82576602;7;;;;;;;;
15,99054242;25,54125;41,68472222;53,32604457;71,82576602;45,565;5;;;;;;;;
25,54125;41,68472222;53,32604457;71,82576602;45,565;21,08222222;2;;;;;;;;
41,68472222;53,32604457;71,82576602;45,565;21,08222222;30,09722222;3;;;;;;;;
53,32604457;71,82576602;45,565;21,08222222;30,09722222;32,21390821;3;;;;;;;;
71,82576602;45,565;21,08222222;30,09722222;32,21390821;39,04777778;0;;;;;;;;
45,565;21,08222222;30,09722222;32,21390821;39,04777778;48,32097222;3;;;;;;;;
21,08222222;30,09722222;32,21390821;39,04777778;48,32097222;49,37583333;8;;;;;;;;
30,09722222;32,21390821;39,04777778;48,32097222;49,37583333;46,85527778;3;;;;;;;;
32,21390821;39,04777778;48,32097222;49,37583333;46,85527778;34,82294854;5;;;;;;;;
39,04777778;48,32097222;49,37583333;46,85527778;34,82294854;37,78319444;4;;;;;;;;
48,32097222;49,37583333;46,85527778;34,82294854;37,78319444;42,98277778;6;;;;;;;;
49,37583333;46,85527778;34,82294854;37,78319444;42,98277778;77,74972222;3;;;;;;;;
46,85527778;34,82294854;37,78319444;42,98277778;77,74972222;74,64832869;4;;;;;;;;
34,82294854;37,78319444;42,98277778;77,74972222;74,64832869;52,12152778;4;;;;;;;;
37,78319444;42,98277778;77,74972222;74,64832869;52,12152778;47,44041667;3;;;;;;;;
42,98277778;77,74972222;74,64832869;52,12152778;47,44041667;42,52444444;4;;;;;;;;
77,74972222;74,64832869;52,12152778;47,44041667;42,52444444;42,02902778;3;;;;;;;;
74,64832869;52,12152778;47,44041667;42,52444444;42,02902778;46,90333333;0;;;;;;;;
52,12152778;47,44041667;42,52444444;42,02902778;46,90333333;49,64041667;2;;;;;;;;
47,44041667;42,52444444;42,02902778;46,90333333;49,64041667;67,01861111;2;;;;;;;;
42,52444444;42,02902778;46,90333333;49,64041667;67,01861111;77,03833333;4;;;;;;;;
42,02902778;46,90333333;49,64041667;67,01861111;77,03833333;96,50263889;4;;;;;;;;
46,90333333;49,64041667;67,01861111;77,03833333;96,50263889;64,58581363;4;;;;;;;;
49,64041667;67,01861111;77,03833333;96,50263889;64,58581363;59,99180556;3;;;;;;;;
67,01861111;77,03833333;96,50263889;64,58581363;59,99180556;71,03847222;2;;;;;;;;
77,03833333;96,50263889;64,58581363;59,99180556;71,03847222;80,00375522;4;;;;;;;;
96,50263889;64,58581363;59,99180556;71,03847222;80,00375522;75,09388889;4;;;;;;;;
64,58581363;59,99180556;71,03847222;80,00375522;75,09388889;76,90861111;5;;;;;;;;
59,99180556;71,03847222;80,00375522;75,09388889;76,90861111;69,67125;2;;;;;;;;
71,03847222;80,00375522;75,09388889;76,90861111;69,67125;71,15847222;4;;;;;;;;
80,00375522;75,09388889;76,90861111;69,67125;71,15847222;67,85208333;4;;;;;;;;
75,09388889;76,90861111;69,67125;71,15847222;67,85208333;62,7;2;;;;;;;;
76,90861111;69,67125;71,15847222;67,85208333;62,7;64,63810848;2;;;;;;;;
69,67125;71,15847222;67,85208333;62,7;64,63810848;52,72777778;3;;;;;;;;
71,15847222;67,85208333;62,7;64,63810848;52,72777778;36,91347222;8;;;;;;;;
67,85208333;62,7;64,63810848;52,72777778;36,91347222;44,79986111;6;;;;;;;;
62,7;64,63810848;52,72777778;36,91347222;44,79986111;46,36222222;1;;;;;;;;
64,63810848;52,72777778;36,91347222;44,79986111;46,36222222;49,33916667;1;;;;;;;;
52,72777778;36,91347222;44,79986111;46,36222222;49,33916667;55,62680556;3;;;;;;;;
36,91347222;44,79986111;46,36222222;49,33916667;55,62680556;69,22277778;0;;;;;;;;
44,79986111;46,36222222;49,33916667;55,62680556;69,22277778;70,17638889;2;;;;;;;;
46,36222222;49,33916667;55,62680556;69,22277778;70,17638889;56,98108484;3;;;;;;;;
49,33916667;55,62680556;69,22277778;70,17638889;56,98108484;52,31418637;5;;;;;;;;
55,62680556;69,22277778;70,17638889;56,98108484;52,31418637;55,90696379;5;;;;;;;;
69,22277778;70,17638889;56,98108484;52,31418637;55,90696379;74,55027778;5;;;;;;;;
70,17638889;56,98108484;52,31418637;55,90696379;74,55027778;64,62791667;3;;;;;;;;
56,98108484;52,31418637;55,90696379;74,55027778;64,62791667;62,4675;3;;;;;;;;
52,31418637;55,90696379;74,55027778;64,62791667;62,4675;66,23295775;0;;;;;;;;
55,90696379;74,55027778;64,62791667;62,4675;66,23295775;55,30877437;4;;;;;;;;
74,55027778;64,62791667;62,4675;66,23295775;55,30877437;51,28680556;1;;;;;;;;
64,62791667;62,4675;66,23295775;55,30877437;51,28680556;66,74061196;5;;;;;;;;
62,4675;66,23295775;55,30877437;51,28680556;66,74061196;57,27513889;4;;;;;;;;
66,23295775;55,30877437;51,28680556;66,74061196;57,27513889;49,37486111;0;;;;;;;;
55,30877437;51,28680556;66,74061196;57,27513889;49,37486111;47,77194444;3;;;;;;;;
51,28680556;66,74061196;57,27513889;49,37486111;47,77194444;59,31933241;4;;;;;;;;
66,74061196;57,27513889;49,37486111;47,77194444;59,31933241;60,32583333;5;;;;;;;;
57,27513889;49,37486111;47,77194444;59,31933241;60,32583333;58,06648122;1;;;;;;;;
49,37486111;47,77194444;59,31933241;60,32583333;58,06648122;43,97847222;4;;;;;;;;
47,77194444;59,31933241;60,32583333;58,06648122;43,97847222;45,37069444;7;;;;;;;;
59,31933241;60,32583333;58,06648122;43,97847222;45,37069444;47,02878999;2;;;;;;;;
60,32583333;58,06648122;43,97847222;45,37069444;47,02878999;45,43069444;2;;;;;;;;
58,06648122;43,97847222;45,37069444;47,02878999;45,43069444;45,69180556;2;;;;;;;;
43,97847222;45,37069444;47,02878999;45,43069444;45,69180556;44,29930556;3;;;;;;;;
45,37069444;47,02878999;45,43069444;45,69180556;44,29930556;54,10916667;4;;;;;;;;
47,02878999;45,43069444;45,69180556;44,29930556;54,10916667;54,71763889;6;;;;;;;;
45,43069444;45,69180556;44,29930556;54,10916667;54,71763889;63,3325;5;;;;;;;;
45,69180556;44,29930556;54,10916667;54,71763889;63,3325;51,62478632;4;;;;;;;;
44,29930556;54,10916667;54,71763889;63,3325;51,62478632;57,85097222;2;;;;;;;;
54,10916667;54,71763889;63,3325;51,62478632;57,85097222;74,75353535;4;;;;;;;;
54,71763889;63,3325;51,62478632;57,85097222;74,75353535;85,43791667;2;;;;;;;;
63,3325;51,62478632;57,85097222;74,75353535;85,43791667;74,90681502;6;;;;;;;;
51,62478632;57,85097222;74,75353535;85,43791667;74,90681502;83,38847222;3;;;;;;;;
57,85097222;74,75353535;85,43791667;74,90681502;83,38847222;64,82152778;5;;;;;;;;
74,75353535;85,43791667;74,90681502;83,38847222;64,82152778;56,58819444;3;;;;;;;;
85,43791667;74,90681502;83,38847222;64,82152778;56,58819444;54,35777778;2;;;;;;;;
74,90681502;83,38847222;64,82152778;56,58819444;54,35777778;52,70888889;4;;;;;;;;
83,38847222;64,82152778;56,58819444;54,35777778;52,70888889;51,94652778;1;;;;;;;;
64,82152778;56,58819444;54,35777778;52,70888889;51,94652778;54,32263889;6;;;;;;;;
56,58819444;54,35777778;52,70888889;51,94652778;54,32263889;53,02934631;6;;;;;;;;
54,35777778;52,70888889;51,94652778;54,32263889;53,02934631;50,61486111;4;;;;;;;;
52,70888889;51,94652778;54,32263889;53,02934631;50,61486111;43,82222222;2;;;;;;;;
51,94652778;54,32263889;53,02934631;50,61486111;43,82222222;46,51763889;2;;;;;;;;
54,32263889;53,02934631;50,61486111;43,82222222;46,51763889;46,69083333;3;;;;;;;;
53,02934631;50,61486111;43,82222222;46,51763889;46,69083333;47,69708333;2;;;;;;;;
50,61486111;43,82222222;46,51763889;46,69083333;47,69708333;47,06411683;4;;;;;;;;
43,82222222;46,51763889;46,69083333;47,69708333;47,06411683;45,29595537;1;;;;;;;;
46,51763889;46,69083333;47,69708333;47,06411683;45,29595537;44,56495132;3;;;;;;;;
46,69083333;47,69708333;47,06411683;45,29595537;44,56495132;42,91974965;2;;;;;;;;
47,69708333;47,06411683;45,29595537;44,56495132;42,91974965;44,36833333;3;;;;;;;;
47,06411683;45,29595537;44,56495132;42,91974965;44,36833333;47,68736111;4;;;;;;;;
45,29595537;44,56495132;42,91974965;44,36833333;47,68736111;49,18486111;9;;;;;;;;
44,56495132;42,91974965;44,36833333;47,68736111;49,18486111;48,46267409;5;;;;;;;;
42,91974965;44,36833333;47,68736111;49,18486111;48,46267409;49,55146036;0;;;;;;;;
44,36833333;47,68736111;49,18486111;48,46267409;49,55146036;54,78916667;2;;;;;;;;
47,68736111;49,18486111;48,46267409;49,55146036;54,78916667;46,68541667;4;;;;;;;;
49,18486111;48,46267409;49,55146036;54,78916667;46,68541667;39,47333333;2;;;;;;;;
48,46267409;49,55146036;54,78916667;46,68541667;39,47333333;41,35083333;4;;;;;;;;
49,55146036;54,78916667;46,68541667;39,47333333;41,35083333;43,90472879;6;;;;;;;;
54,78916667;46,68541667;39,47333333;41,35083333;43,90472879;47,05805556;3;;;;;;;;
46,68541667;39,47333333;41,35083333;43,90472879;47,05805556;45,69541667;4;;;;;;;;
39,47333333;41,35083333;43,90472879;47,05805556;45,69541667;47,80486111;6;;;;;;;;
41,35083333;43,90472879;47,05805556;45,69541667;47,80486111;48,57722222;2;;;;;;;;
43,90472879;47,05805556;45,69541667;47,80486111;48,57722222;36,83791667;3;;;;;;;;
47,05805556;45,69541667;47,80486111;48,57722222;36,83791667;40,105;1;;;;;;;;
45,69541667;47,80486111;48,57722222;36,83791667;40,105;45,61208333;1;;;;;;;;
47,80486111;48,57722222;36,83791667;40,105;45,61208333;47,70208333;5;;;;;;;;
48,57722222;36,83791667;40,105;45,61208333;47,70208333;40,18875;2;;;;;;;;
36,83791667;40,105;45,61208333;47,70208333;40,18875;40,75666667;4;;;;;;;;
40,105;45,61208333;47,70208333;40,18875;40,75666667;39,50208623;2;;;;;;;;
45,61208333;47,70208333;40,18875;40,75666667;39,50208623;46,20055556;3;;;;;;;;
47,70208333;40,18875;40,75666667;39,50208623;46,20055556;61,52517385;2;;;;;;;;
40,18875;40,75666667;39,50208623;46,20055556;61,52517385;43,47611111;4;;;;;;;;
40,75666667;39,50208623;46,20055556;61,52517385;43,47611111;50,45875;3;;;;;;;;
39,50208623;46,20055556;61,52517385;43,47611111;50,45875;54,59040334;2;;;;;;;;
46,20055556;61,52517385;43,47611111;50,45875;54,59040334;54,09972184;2;;;;;;;;
61,52517385;43,47611111;50,45875;54,59040334;54,09972184;58,55208333;0;;;;;;;;
43,47611111;50,45875;54,59040334;54,09972184;58,55208333;52,22361111;1;;;;;;;;
50,45875;54,59040334;54,09972184;58,55208333;52,22361111;68,69944367;4;;;;;;;;
54,59040334;54,09972184;58,55208333;52,22361111;68,69944367;65,52736111;0;;;;;;;;
54,09972184;58,55208333;52,22361111;68,69944367;65,52736111;55,25847222;4;;;;;;;;
58,55208333;52,22361111;68,69944367;65,52736111;55,25847222;54,17236111;3;;;;;;;;
52,22361111;68,69944367;65,52736111;55,25847222;54,17236111;51,90666667;4;;;;;;;;
68,69944367;65,52736111;55,25847222;54,17236111;51,90666667;45,81738526;9;;;;;;;;
65,52736111;55,25847222;54,17236111;51,90666667;45,81738526;43,68763889;1;;;;;;;;
55,25847222;54,17236111;51,90666667;45,81738526;43,68763889;43,07625;1;;;;;;;;
54,17236111;51,90666667;45,81738526;43,68763889;43,07625;48,21347222;3;;;;;;;;
51,90666667;45,81738526;43,68763889;43,07625;48,21347222;82,13583333;3;;;;;;;;
45,81738526;43,68763889;43,07625;48,21347222;82,13583333;55,52225352;2;;;;;;;;
43,68763889;43,07625;48,21347222;82,13583333;55,52225352;44,37949438;1;;;;;;;;
43,07625;48,21347222;82,13583333;55,52225352;44,37949438;41,61983122;2;;;;;;;;
48,21347222;82,13583333;55,52225352;44,37949438;41,61983122;56,34678112;2;;;;;;;;
82,13583333;55,52225352;44,37949438;41,61983122;56,34678112;67,78786611;1;;;;;;;;
55,52225352;44,37949438;41,61983122;56,34678112;67,78786611;71,30763889;4;;;;;;;;
44,37949438;41,61983122;56,34678112;67,78786611;71,30763889;58,15819209;2;;;;;;;;
41,61983122;56,34678112;67,78786611;71,30763889;58,15819209;65,24050633;1;;;;;;;;
56,34678112;67,78786611;71,30763889;58,15819209;65,24050633;67,26011236;0;;;;;;;;
67,78786611;71,30763889;58,15819209;65,24050633;67,26011236;55,22663877;4;;;;;;;;
71,30763889;58,15819209;65,24050633;67,26011236;55,22663877;61,15730337;0;;;;;;;;
58,15819209;65,24050633;67,26011236;55,22663877;61,15730337;49,50154712;4;;;;;;;;
65,24050633;67,26011236;55,22663877;61,15730337;49,50154712;64,13061798;1;;;;;;;;
67,26011236;55,22663877;61,15730337;49,50154712;64,13061798;91,66624473;4;;;;;;;;
55,22663877;61,15730337;49,50154712;64,13061798;91,66624473;76,99268636;4;;;;;;;;
61,15730337;49,50154712;64,13061798;91,66624473;76,99268636;64,51265647;2;;;;;;;;
49,50154712;64,13061798;91,66624473;76,99268636;64,51265647;59,39340029;3;;;;;;;;
64,13061798;91,66624473;76,99268636;64,51265647;59,39340029;55,65381295;4;;;;;;;;
91,66624473;76,99268636;64,51265647;59,39340029;55,65381295;56,54388186;1;;;;;;;;
76,99268636;64,51265647;59,39340029;55,65381295;56,54388186;51,9710084;0;;;;;;;;
64,51265647;59,39340029;55,65381295;56,54388186;51,9710084;42,01008523;1;;;;;;;;
59,39340029;55,65381295;56,54388186;51,9710084;42,01008523;50,56634214;2;;;;;;;;
55,65381295;56,54388186;51,9710084;42,01008523;50,56634214;59,76399437;4;;;;;;;;
56,54388186;51,9710084;42,01008523;50,56634214;59,76399437;55,25133615;2;;;;;;;;
51,9710084;42,01008523;50,56634214;59,76399437;55,25133615;55,78152778;0;;;;;;;;
42,01008523;50,56634214;59,76399437;55,25133615;55,78152778;59,0975;5;;;;;;;;
50,56634214;59,76399437;55,25133615;55,78152778;59,0975;43,4375;2;;;;;;;;
59,76399437;55,25133615;55,78152778;59,0975;43,4375;46,29305556;4;;;;;;;;
55,25133615;55,78152778;59,0975;43,4375;46,29305556;46,66119611;3;;;;;;;;
55,78152778;59,0975;43,4375;46,29305556;46,66119611;46,19888889;5;;;;;;;;
59,0975;43,4375;46,29305556;46,66119611;46,19888889;42,84916667;1;;;;;;;;
43,4375;46,29305556;46,66119611;46,19888889;42,84916667;51,7875;2;;;;;;;;
46,29305556;46,66119611;46,19888889;42,84916667;51,7875;54,78805556;2;;;;;;;;
46,66119611;46,19888889;42,84916667;51,7875;54,78805556;79,77541667;1;;;;;;;;
46,19888889;42,84916667;51,7875;54,78805556;79,77541667;82,64166667;2;;;;;;;;
42,84916667;51,7875;54,78805556;79,77541667;82,64166667;60,69986111;2;;;;;;;;
51,7875;54,78805556;79,77541667;82,64166667;60,69986111;80,13986111;5;;;;;;;;
54,78805556;79,77541667;82,64166667;60,69986111;80,13986111;74,07277778;6;;;;;;;;
79,77541667;82,64166667;60,69986111;80,13986111;74,07277778;59,7625;3;;;;;;;;
82,64166667;60,69986111;80,13986111;74,07277778;59,7625;56,13291667;4;;;;;;;;
60,69986111;80,13986111;74,07277778;59,7625;56,13291667;46,44527778;3;;;;;;;;
80,13986111;74,07277778;59,7625;56,13291667;46,44527778;53,53059805;3;;;;;;;;
74,07277778;59,7625;56,13291667;46,44527778;53,53059805;54,93902778;6;;;;;;;;
59,7625;56,13291667;46,44527778;53,53059805;54,93902778;81,29527778;3;;;;;;;;
56,13291667;46,44527778;53,53059805;54,93902778;81,29527778;66,06583333;3;;;;;;;;
46,44527778;53,53059805;54,93902778;81,29527778;66,06583333;56,46555556;4;;;;;;;;
53,53059805;54,93902778;81,29527778;66,06583333;56,46555556;57,67958333;5;;;;;;;;
54,93902778;81,29527778;66,06583333;56,46555556;57,67958333;64,31557719;4;;;;;;;;
81,29527778;66,06583333;56,46555556;57,67958333;64,31557719;49,26194444;3;;;;;;;;
66,06583333;56,46555556;57,67958333;64,31557719;49,26194444;50,44388889;4;;;;;;;;
56,46555556;57,67958333;64,31557719;49,26194444;50,44388889;48,86180556;8;;;;;;;;
57,67958333;64,31557719;49,26194444;50,44388889;48,86180556;50,90598053;2;;;;;;;;
64,31557719;49,26194444;50,44388889;48,86180556;50,90598053;72,01083333;3;;;;;;;;
49,26194444;50,44388889;48,86180556;50,90598053;72,01083333;89,81166667;5;;;;;;;;
50,44388889;48,86180556;50,90598053;72,01083333;89,81166667;86,97069444;1;;;;;;;;
48,86180556;50,90598053;72,01083333;89,81166667;86,97069444;75,89402778;4;;;;;;;;
50,90598053;72,01083333;89,81166667;86,97069444;75,89402778;91,96458333;3;;;;;;;;
72,01083333;89,81166667;86,97069444;75,89402778;91,96458333;82,49527121;9;;;;;;;;
89,81166667;86,97069444;75,89402778;91,96458333;82,49527121;68,01888889;4;;;;;;;;
86,97069444;75,89402778;91,96458333;82,49527121;68,01888889;72,13041667;2;;;;;;;;
75,89402778;91,96458333;82,49527121;68,01888889;72,13041667;74,07944444;4;;;;;;;;
91,96458333;82,49527121;68,01888889;72,13041667;74,07944444;68,54013889;4;;;;;;;;
82,49527121;68,01888889;72,13041667;74,07944444;68,54013889;72,50668524;6;;;;;;;;
68,01888889;72,13041667;74,07944444;68,54013889;72,50668524;96,8627095;3;;;;;;;;
72,13041667;74,07944444;68,54013889;72,50668524;96,8627095;92,23972222;8;;;;;;;;
74,07944444;68,54013889;72,50668524;96,8627095;92,23972222;87,35125;6;;;;;;;;
68,54013889;72,50668524;96,8627095;92,23972222;87,35125;79,35513889;7;;;;;;;;
72,50668524;96,8627095;92,23972222;87,35125;79,35513889;78,06180556;5;;;;;;;;
96,8627095;92,23972222;87,35125;79,35513889;78,06180556;90,21625;5;;;;;;;;
92,23972222;87,35125;79,35513889;78,06180556;90,21625;80,49583333;2;;;;;;;;
87,35125;79,35513889;78,06180556;90,21625;80,49583333;71,18263889;2;;;;;;;;
79,35513889;78,06180556;90,21625;80,49583333;71,18263889;69,62180556;3;;;;;;;;
78,06180556;90,21625;80,49583333;71,18263889;69,62180556;65,58888889;7;;;;;;;;
90,21625;80,49583333;71,18263889;69,62180556;65,58888889;67,94680556;1;;;;;;;;
80,49583333;71,18263889;69,62180556;65,58888889;67,94680556;73,14208333;4;;;;;;;;
71,18263889;69,62180556;65,58888889;67,94680556;73,14208333;78,55236111;3;;;;;;;;
69,62180556;65,58888889;67,94680556;73,14208333;78,55236111;86,17236111;6;;;;;;;;
65,58888889;67,94680556;73,14208333;78,55236111;86,17236111;84,29833333;2;;;;;;;;
67,94680556;73,14208333;78,55236111;86,17236111;84,29833333;93,07138889;2;;;;;;;;
73,14208333;78,55236111;86,17236111;84,29833333;93,07138889;94,47666667;1;;;;;;;;
78,55236111;86,17236111;84,29833333;93,07138889;94,47666667;83,68152778;6;;;;;;;;
86,17236111;84,29833333;93,07138889;94,47666667;83,68152778;72,58805556;5;;;;;;;;
84,29833333;93,07138889;94,47666667;83,68152778;72,58805556;67,97746871;5;;;;;;;;
93,07138889;94,47666667;83,68152778;72,58805556;67,97746871;68,95736111;4;;;;;;;;
94,47666667;83,68152778;72,58805556;67,97746871;68,95736111;79,27319444;2;;;;;;;;
83,68152778;72,58805556;67,97746871;68,95736111;79,27319444;72,65194444;7;;;;;;;;
72,58805556;67,97746871;68,95736111;79,27319444;72,65194444;73,51291667;6;;;;;;;;
67,97746871;68,95736111;79,27319444;72,65194444;73,51291667;74,74902778;4;;;;;;;;
