DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;
1;1;2015;96,4451087;142,1442708;243,5682292;121,2802083;172,0833333;162,1570681;4;;0;1;2;;4;5
2;1;2015;142,1442708;243,5682292;121,2802083;172,0833333;162,1570681;230,65625;4;;0,146525115;0,104124363;0,081706841;0,049532522;0,045619389;0,046421939
3;1;2015;243,5682292;121,2802083;172,0833333;162,1570681;230,65625;193,0552083;0;;;;;;;
4;1;2015;121,2802083;172,0833333;162,1570681;230,65625;193,0552083;265,5729167;0;;;;;;;
5;1;2015;172,0833333;162,1570681;230,65625;193,0552083;265,5729167;104,4958333;0;;;;;;;
6;1;2015;162,1570681;230,65625;193,0552083;265,5729167;104,4958333;77,73246073;3;;;;;;;
7;1;2015;230,65625;193,0552083;265,5729167;104,4958333;77,73246073;213,9166667;1;;;;;;;
8;1;2015;193,0552083;265,5729167;104,4958333;77,73246073;213,9166667;304,6714286;2;;;;;;;
9;1;2015;265,5729167;104,4958333;77,73246073;213,9166667;304,6714286;317,2702381;3;;;;;;;
10;1;2015;104,4958333;77,73246073;213,9166667;304,6714286;317,2702381;246,1880952;3;;;;;;;
11;1;2015;77,73246073;213,9166667;304,6714286;317,2702381;246,1880952;161,4344444;1;;;;;;;
12;1;2015;213,9166667;304,6714286;317,2702381;246,1880952;161,4344444;103,8302326;5;;;;;;;
13;1;2015;304,6714286;317,2702381;246,1880952;161,4344444;103,8302326;109,4781065;2;;;;;;;
14;1;2015;317,2702381;246,1880952;161,4344444;103,8302326;109,4781065;270,0305085;5;;;;;;;
15;1;2015;246,1880952;161,4344444;103,8302326;109,4781065;270,0305085;210,8057292;4;;;;;;;
16;1;2015;161,4344444;103,8302326;109,4781065;270,0305085;210,8057292;198,9625;3;;;;;;;
17;1;2015;103,8302326;109,4781065;270,0305085;210,8057292;198,9625;140,1640625;4;;;;;;;
18;1;2015;109,4781065;270,0305085;210,8057292;198,9625;140,1640625;218,4885417;2;;;;;;;
19;1;2015;270,0305085;210,8057292;198,9625;140,1640625;218,4885417;323,84375;2;;;;;;;
20;1;2015;210,8057292;198,9625;140,1640625;218,4885417;323,84375;140,1546875;4;;;;;;;
21;1;2015;198,9625;140,1640625;218,4885417;323,84375;140,1546875;145,690625;1;;;;;;;
22;1;2015;140,1640625;218,4885417;323,84375;140,1546875;145,690625;321,7821053;1;;;;;;;
23;1;2015;218,4885417;323,84375;140,1546875;145,690625;321,7821053;265,95625;2;;;;;;;
24;1;2015;323,84375;140,1546875;145,690625;321,7821053;265,95625;289,5572917;2;;;;;;;
25;1;2015;140,1546875;145,690625;321,7821053;265,95625;289,5572917;135,0921466;4;;;;;;;
26;1;2015;145,690625;321,7821053;265,95625;289,5572917;135,0921466;194,4942708;2;;;;;;;
27;1;2015;321,7821053;265,95625;289,5572917;135,0921466;194,4942708;147,3333333;4;;;;;;;
28;1;2015;265,95625;289,5572917;135,0921466;194,4942708;147,3333333;246,9770833;3;;;;;;;
29;1;2015;289,5572917;135,0921466;194,4942708;147,3333333;246,9770833;187,2411458;2;;;;;;;
30;1;2015;135,0921466;194,4942708;147,3333333;246,9770833;187,2411458;182,9984375;2;;;;;;;
31;1;2015;194,4942708;147,3333333;246,9770833;187,2411458;182,9984375;132,6890625;5;;;;;;;
1;2;2015;147,3333333;246,9770833;187,2411458;182,9984375;132,6890625;216,1145833;1;;;;;;;
2;2;2015;246,9770833;187,2411458;182,9984375;132,6890625;216,1145833;99,35520833;2;;;;;;;
3;2;2015;187,2411458;182,9984375;132,6890625;216,1145833;99,35520833;88,87447917;3;;;;;;;
4;2;2015;182,9984375;132,6890625;216,1145833;99,35520833;88,87447917;165,3880208;3;;;;;;;
5;2;2015;132,6890625;216,1145833;99,35520833;88,87447917;165,3880208;224,1942708;1;;;;;;;
6;2;2015;216,1145833;99,35520833;88,87447917;165,3880208;224,1942708;273,3265625;3;;;;;;;
7;2;2015;99,35520833;88,87447917;165,3880208;224,1942708;273,3265625;301,0687151;3;;;;;;;
8;2;2015;88,87447917;165,3880208;224,1942708;273,3265625;301,0687151;207,3138122;2;;;;;;;
9;2;2015;165,3880208;224,1942708;273,3265625;301,0687151;207,3138122;123,1265625;6;;;;;;;
10;2;2015;224,1942708;273,3265625;301,0687151;207,3138122;123,1265625;113,5135417;1;;;;;;;
11;2;2015;273,3265625;301,0687151;207,3138122;123,1265625;113,5135417;219,8036458;2;;;;;;;
12;2;2015;301,0687151;207,3138122;123,1265625;113,5135417;219,8036458;170,4145833;2;;;;;;;
13;2;2015;207,3138122;123,1265625;113,5135417;219,8036458;170,4145833;119,9213542;1;;;;;;;
14;2;2015;123,1265625;113,5135417;219,8036458;170,4145833;119,9213542;203,3958333;1;;;;;;;
15;2;2015;113,5135417;219,8036458;170,4145833;119,9213542;203,3958333;222,1536458;4;;;;;;;
16;2;2015;219,8036458;170,4145833;119,9213542;203,3958333;222,1536458;82,10572917;2;;;;;;;
17;2;2015;170,4145833;119,9213542;203,3958333;222,1536458;82,10572917;63,08229167;4;;;;;;;
18;2;2015;119,9213542;203,3958333;222,1536458;82,10572917;63,08229167;216,3359375;3;;;;;;;
19;2;2015;203,3958333;222,1536458;82,10572917;63,08229167;216,3359375;196,6932292;5;;;;;;;
20;2;2015;222,1536458;82,10572917;63,08229167;216,3359375;196,6932292;119,8354167;3;;;;;;;
21;2;2015;82,10572917;63,08229167;216,3359375;196,6932292;119,8354167;151,5354167;4;;;;;;;
22;2;2015;63,08229167;216,3359375;196,6932292;119,8354167;151,5354167;172,2463542;6;;;;;;;
23;2;2015;216,3359375;196,6932292;119,8354167;151,5354167;172,2463542;165,6692708;4;;;;;;;
24;2;2015;196,6932292;119,8354167;151,5354167;172,2463542;165,6692708;201,15625;4;;;;;;;
25;2;2015;119,8354167;151,5354167;172,2463542;165,6692708;201,15625;113,0875;3;;;;;;;
26;2;2015;151,5354167;172,2463542;165,6692708;201,15625;113,0875;126,1770833;2;;;;;;;
27;2;2015;172,2463542;165,6692708;201,15625;113,0875;126,1770833;133,04375;1;;;;;;;
28;2;2015;165,6692708;201,15625;113,0875;126,1770833;133,04375;75,74375;10;;;;;;;
