DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;
1;1;2015;0,924637681;1,205555556;1,556944444;1,106944444;1,115277778;1,271830986;4;;;;;;;
2;1;2015;1,205555556;1,556944444;1,106944444;1,115277778;1,271830986;1,355294118;4;;0;1;2;3;4;5
3;1;2015;1,556944444;1,106944444;1,115277778;1,271830986;1,355294118;1,31875;0;;0,180764551;0,138774553;0,097040235;0,067947822;0,072956819;0,087622057
4;1;2015;1,106944444;1,115277778;1,271830986;1,355294118;1,31875;1,695833333;0;;;;;;;
5;1;2015;1,115277778;1,271830986;1,355294118;1,31875;1,695833333;1,205208333;0;;;;;;;
6;1;2015;1,271830986;1,355294118;1,31875;1,695833333;1,205208333;1,197894737;3;;;;;;;
7;1;2015;1,355294118;1,31875;1,695833333;1,205208333;1,197894737;1,620833333;1;;;;;;;
8;1;2015;1,31875;1,695833333;1,205208333;1,197894737;1,620833333;1,696875;2;;;;;;;
9;1;2015;1,695833333;1,205208333;1,197894737;1,620833333;1,696875;1,719791667;3;;;;;;;
10;1;2015;1,205208333;1,197894737;1,620833333;1,696875;1,719791667;1,667708333;3;;;;;;;
11;1;2015;1,197894737;1,620833333;1,696875;1,719791667;1,667708333;1,396875;1;;;;;;;
12;1;2015;1,620833333;1,696875;1,719791667;1,667708333;1,396875;1,171875;5;;;;;;;
13;1;2015;1,696875;1,719791667;1,667708333;1,396875;1,171875;1,229166667;2;;;;;;;
14;1;2015;1,719791667;1,667708333;1,396875;1,171875;1,229166667;1,691666667;5;;;;;;;
15;1;2015;1,667708333;1,396875;1,171875;1,229166667;1,691666667;1,477083333;4;;;;;;;
16;1;2015;1,396875;1,171875;1,229166667;1,691666667;1,477083333;1,528125;3;;;;;;;
17;1;2015;1,171875;1,229166667;1,691666667;1,477083333;1,528125;1,341666667;4;;;;;;;
18;1;2015;1,229166667;1,691666667;1,477083333;1,528125;1,341666667;1,627083333;2;;;;;;;
19;1;2015;1,691666667;1,477083333;1,528125;1,341666667;1,627083333;1,972916667;2;;;;;;;
20;1;2015;1,477083333;1,528125;1,341666667;1,627083333;1,972916667;1,246875;4;;;;;;;
21;1;2015;1,528125;1,341666667;1,627083333;1,972916667;1,246875;1,338541667;1;;;;;;;
22;1;2015;1,341666667;1,627083333;1,972916667;1,246875;1,338541667;1,9375;1;;;;;;;
23;1;2015;1,627083333;1,972916667;1,246875;1,338541667;1,9375;1,761458333;2;;;;;;;
24;1;2015;1,972916667;1,246875;1,338541667;1,9375;1,761458333;1,84375;2;;;;;;;
25;1;2015;1,246875;1,338541667;1,9375;1,761458333;1,84375;1,367708333;4;;;;;;;
26;1;2015;1,338541667;1,9375;1,761458333;1,84375;1,367708333;1,585416667;2;;;;;;;
27;1;2015;1,9375;1,761458333;1,84375;1,367708333;1,585416667;1,609375;4;;;;;;;
28;1;2015;1,761458333;1,84375;1,367708333;1,585416667;1,609375;1,780208333;3;;;;;;;
29;1;2015;1,84375;1,367708333;1,585416667;1,609375;1,780208333;1,634375;2;;;;;;;
30;1;2015;1,367708333;1,585416667;1,609375;1,780208333;1,634375;1,545833333;2;;;;;;;
31;1;2015;1,585416667;1,609375;1,780208333;1,634375;1,545833333;1,438541667;5;;;;;;;
1;2;2015;1,609375;1,780208333;1,634375;1,545833333;1,438541667;1,616666667;1;;;;;;;
2;2;2015;1,780208333;1,634375;1,545833333;1,438541667;1,616666667;1,442708333;2;;;;;;;
3;2;2015;1,634375;1,545833333;1,438541667;1,616666667;1,442708333;1,439583333;3;;;;;;;
4;2;2015;1,545833333;1,438541667;1,616666667;1,442708333;1,439583333;1,660416667;3;;;;;;;
5;2;2015;1,438541667;1,616666667;1,442708333;1,439583333;1,660416667;1,863541667;1;;;;;;;
6;2;2015;1,616666667;1,442708333;1,439583333;1,660416667;1,863541667;2,111458333;3;;;;;;;
7;2;2015;1,442708333;1,439583333;1,660416667;1,863541667;2,111458333;2,259036145;3;;;;;;;
8;2;2015;1,439583333;1,660416667;1,863541667;2,111458333;2,259036145;1,810588235;2;;;;;;;
9;2;2015;1,660416667;1,863541667;2,111458333;2,259036145;1,810588235;1,477083333;6;;;;;;;
10;2;2015;1,863541667;2,111458333;2,259036145;1,810588235;1,477083333;1,485416667;1;;;;;;;
11;2;2015;2,111458333;2,259036145;1,810588235;1,477083333;1,485416667;1,739583333;2;;;;;;;
12;2;2015;2,259036145;1,810588235;1,477083333;1,485416667;1,739583333;1,576041667;2;;;;;;;
13;2;2015;1,810588235;1,477083333;1,485416667;1,739583333;1,576041667;1,471875;1;;;;;;;
14;2;2015;1,477083333;1,485416667;1,739583333;1,576041667;1,471875;1,795833333;1;;;;;;;
15;2;2015;1,485416667;1,739583333;1,576041667;1,471875;1,795833333;1,832291667;4;;;;;;;
16;2;2015;1,739583333;1,576041667;1,471875;1,795833333;1,832291667;1,414583333;2;;;;;;;
17;2;2015;1,576041667;1,471875;1,795833333;1,832291667;1,414583333;1,332291667;4;;;;;;;
18;2;2015;1,471875;1,795833333;1,832291667;1,414583333;1,332291667;1,89375;3;;;;;;;
19;2;2015;1,795833333;1,832291667;1,414583333;1,332291667;1,89375;1,738541667;5;;;;;;;
20;2;2015;1,832291667;1,414583333;1,332291667;1,89375;1,738541667;1,423958333;3;;;;;;;
21;2;2015;1,414583333;1,332291667;1,89375;1,738541667;1,423958333;1,584375;4;;;;;;;
22;2;2015;1,332291667;1,89375;1,738541667;1,423958333;1,584375;1,675;6;;;;;;;
23;2;2015;1,89375;1,738541667;1,423958333;1,584375;1,675;1,741666667;4;;;;;;;
24;2;2015;1,738541667;1,423958333;1,584375;1,675;1,741666667;1,9125;4;;;;;;;
25;2;2015;1,423958333;1,584375;1,675;1,741666667;1,9125;1,611458333;3;;;;;;;
26;2;2015;1,584375;1,675;1,741666667;1,9125;1,611458333;1,573958333;2;;;;;;;
27;2;2015;1,675;1,741666667;1,9125;1,611458333;1,573958333;1,722916667;1;;;;;;;
28;2;2015;1,741666667;1,9125;1,611458333;1,573958333;1,722916667;1,407291667;10;;;;;;;
1;3;2015;1,9125;1,611458333;1,573958333;1,722916667;1,407291667;1,5375;5;;;;;;;
2;3;2015;1,611458333;1,573958333;1,722916667;1,407291667;1,5375;1,46875;4;;;;;;;
3;3;2015;1,573958333;1,722916667;1,407291667;1,5375;1,46875;1,614583333;6;;;;;;;
4;3;2015;1,722916667;1,407291667;1,5375;1,46875;1,614583333;1,733333333;5;;;;;;;
5;3;2015;1,407291667;1,5375;1,46875;1,614583333;1,733333333;1,830208333;2;;;;;;;
6;3;2015;1,5375;1,46875;1,614583333;1,733333333;1,830208333;1,739583333;3;;;;;;;
7;3;2015;1,46875;1,614583333;1,733333333;1,830208333;1,739583333;1,067708333;2;;;;;;;
8;3;2015;1,614583333;1,733333333;1,830208333;1,739583333;1,067708333;1,28125;3;;;;;;;
9;3;2015;1,733333333;1,830208333;1,739583333;1,067708333;1,28125;1,085416667;4;;;;;;;
10;3;2015;1,830208333;1,739583333;1,067708333;1,28125;1,085416667;1,085416667;5;;;;;;;
11;3;2015;1,739583333;1,067708333;1,28125;1,085416667;1,085416667;1,26875;10;;;;;;;
12;3;2015;1,067708333;1,28125;1,085416667;1,085416667;1,26875;1,434375;3;;;;;;;
13;3;2015;1,28125;1,085416667;1,085416667;1,26875;1,434375;1,522916667;4;;;;;;;
14;3;2015;1,085416667;1,085416667;1,26875;1,434375;1,522916667;1,463541667;4;;;;;;;
15;3;2015;1,085416667;1,26875;1,434375;1,522916667;1,463541667;1,302083333;3;;;;;;;
16;3;2015;1,26875;1,434375;1,522916667;1,463541667;1,302083333;1,232291667;4;;;;;;;
17;3;2015;1,434375;1,522916667;1,463541667;1,302083333;1,232291667;1,271875;3;;;;;;;
18;3;2015;1,522916667;1,463541667;1,302083333;1,232291667;1,271875;1,494791667;5;;;;;;;
19;3;2015;1,463541667;1,302083333;1,232291667;1,271875;1,494791667;1,496875;5;;;;;;;
20;3;2015;1,302083333;1,232291667;1,271875;1,494791667;1,496875;1,384375;2;;;;;;;
21;3;2015;1,232291667;1,271875;1,494791667;1,496875;1,384375;1,297916667;2;;;;;;;
22;3;2015;1,271875;1,494791667;1,496875;1,384375;1,297916667;1,215625;2;;;;;;;
23;3;2015;1,494791667;1,496875;1,384375;1,297916667;1,215625;1,23125;11;;;;;;;
24;3;2015;1,496875;1,384375;1,297916667;1,215625;1,23125;1,275;10;;;;;;;
25;3;2015;1,384375;1,297916667;1,215625;1,23125;1,275;1,229166667;1;;;;;;;
26;3;2015;1,297916667;1,215625;1,23125;1,275;1,229166667;1,225;1;;;;;;;
27;3;2015;1,215625;1,23125;1,275;1,229166667;1,225;1,075;1;;;;;;;
28;3;2015;1,23125;1,275;1,229166667;1,225;1,075;1,170833333;8;;;;;;;
29;3;2015;1,275;1,229166667;1,225;1,075;1,170833333;1,1875;4;;;;;;;
