DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;;
17;11;2016;91;71;46;25,33333333;20,66666667;44;6;;;;;;;;;
18;11;2016;71;46;25,33333333;20,66666667;44;31,33333333;2;;;;;;;;;
19;11;2016;46;25,33333333;20,66666667;44;31,33333333;21,33333333;3;;;;;;;;;
20;11;2016;25,33333333;20,66666667;44;31,33333333;21,33333333;17;6;;;;;;;;;
21;11;2016;20,66666667;44;31,33333333;21,33333333;17;39;7;;;;;;;;;
22;11;2016;44;31,33333333;21,33333333;17;39;38,33333333;2;;;;;;;;;
23;11;2016;31,33333333;21,33333333;17;39;38,33333333;22,33333333;6;;;;;;;;;
24;11;2016;21,33333333;17;39;38,33333333;22,33333333;34,66666667;6;;;;;;;;;
25;11;2016;17;39;38,33333333;22,33333333;34,66666667;37;5;;;;;;;;;
26;11;2016;39;38,33333333;22,33333333;34,66666667;37;43,66666667;6;;;;;;;;;
27;11;2016;38,33333333;22,33333333;34,66666667;37;43,66666667;62;5;;;;;;;;;
28;11;2016;22,33333333;34,66666667;37;43,66666667;62;69,66666667;5;;;;;;;;;
29;11;2016;34,66666667;37;43,66666667;62;69,66666667;92;7;;;;;;;;;
30;11;2016;37;43,66666667;62;69,66666667;92;94,66666667;0;;;;;;;;;
1;12;2016;43,66666667;62;69,66666667;92;94,66666667;84,66666667;6;;;;;;;;;
2;12;2016;62;69,66666667;92;94,66666667;84,66666667;86;4;;;;;;;;;
3;12;2016;69,66666667;92;94,66666667;84,66666667;86;82;5;;;;;;;;;
4;12;2016;92;94,66666667;84,66666667;86;82;93,33333333;3;;;;;;;;;
5;12;2016;94,66666667;84,66666667;86;82;93,33333333;68,33333333;8;;;;;;;;;
6;12;2016;84,66666667;86;82;93,33333333;68,33333333;77;5;;;;;;;;;
7;12;2016;86;82;93,33333333;68,33333333;77;82;4;;;;;;;;;
8;12;2016;82;93,33333333;68,33333333;77;82;63,33333333;2;;;;;;;;;
9;12;2016;93,33333333;68,33333333;77;82;63,33333333;84,33333333;5;;;;;;;;;
10;12;2016;68,33333333;77;82;63,33333333;84,33333333;79,33333333;6;;;;;;;;;
11;12;2016;77;82;63,33333333;84,33333333;79,33333333;84;3;;;;;;;;;
12;12;2016;82;63,33333333;84,33333333;79,33333333;84;55,33333333;7;;;;;;;;;
13;12;2016;63,33333333;84,33333333;79,33333333;84;55,33333333;58,5;9;;;;;;;;;
14;12;2016;84,33333333;79,33333333;84;55,33333333;58,5;43,33333333;5;;;;;;;;;
15;12;2016;79,33333333;84;55,33333333;58,5;43,33333333;43,66666667;2;;;;;;;;;
16;12;2016;84;55,33333333;58,5;43,33333333;43,66666667;63,66666667;5;;;;;;;;;
17;12;2016;55,33333333;58,5;43,33333333;43,66666667;63,66666667;84,66666667;5;;;;;;;;;
18;12;2016;58,5;43,33333333;43,66666667;63,66666667;84,66666667;55,66666667;7;;;;;;;;;
19;12;2016;43,33333333;43,66666667;63,66666667;84,66666667;55,66666667;83;11;;;;;;;;;
20;12;2016;43,66666667;63,66666667;84,66666667;55,66666667;83;82;13;;;;;;;;;
21;12;2016;63,66666667;84,66666667;55,66666667;83;82;34;6;;;;;;;;;
22;12;2016;84,66666667;55,66666667;83;82;34;44,33333333;1;;;;;;;;;
23;12;2016;55,66666667;83;82;34;44,33333333;38,33333333;10;;;;;;;;;
24;12;2016;83;82;34;44,33333333;38,33333333;69,66666667;5;;;;;;;;;
25;12;2016;82;34;44,33333333;38,33333333;69,66666667;146,6666667;5;;;;;;;;;
26;12;2016;34;44,33333333;38,33333333;69,66666667;146,6666667;;6;;;;;;;;;
27;12;2016;44,33333333;38,33333333;69,66666667;146,6666667;;;8;;;;;;;;;
28;12;2016;38,33333333;69,66666667;146,6666667;;;;5;;;;;;;;;
29;12;2016;69,66666667;146,6666667;;;;;6;;;;;;;;;
30;12;2016;146,6666667;;;;;;9;;;;;;;;;
31;12;2016;;;;;;;5;;;;;;;;;
