Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;;
9,967252196;12,1020979;14,8300464;14,58;14,85158637;13,82164352;6;;;;;;;;;
12,1020979;14,8300464;14,58;14,85158637;13,82164352;13,25405093;6;;;;;;;;;
14,8300464;14,58;14,85158637;13,82164352;13,25405093;12,34854482;7;;;;;;;;;
14,58;14,85158637;13,82164352;13,25405093;12,34854482;11,42939815;7;;;;;;;;;
14,85158637;13,82164352;13,25405093;12,34854482;11,42939815;11,14930556;4;;;;;;;;;
13,82164352;13,25405093;12,34854482;11,42939815;11,14930556;11,91382114;8;;;;;;;;;
13,25405093;12,34854482;11,42939815;11,14930556;11,91382114;12,88400927;6;;;;;;;;;
12,34854482;11,42939815;11,14930556;11,91382114;12,88400927;14,33402778;3;;;;;;;;;
11,42939815;11,14930556;11,91382114;12,88400927;14,33402778;15,66087963;6;;;;;;;;;
11,14930556;11,91382114;12,88400927;14,33402778;15,66087963;13,91818182;3;;;;;;;;;
11,91382114;12,88400927;14,33402778;15,66087963;13,91818182;12,71490148;8;;;;;;;;;
12,88400927;14,33402778;15,66087963;13,91818182;12,71490148;11,18583433;2;;;;;;;;;
14,33402778;15,66087963;13,91818182;12,71490148;11,18583433;10,50750605;3;;;;;;;;;
15,66087963;13,91818182;12,71490148;11,18583433;10,50750605;10,79941589;6;;;;;;;;;
13,91818182;12,71490148;11,18583433;10,50750605;10,79941589;12,72287048;3;;;;;;;;;
12,71490148;11,18583433;10,50750605;10,79941589;12,72287048;11,37714617;3;;;;;;;;;
11,18583433;10,50750605;10,79941589;12,72287048;11,37714617;11,8039801;8;;;;;;;;;
10,50750605;10,79941589;12,72287048;11,37714617;11,8039801;9,764947245;8;;;;;;;;;
10,79941589;12,72287048;11,37714617;11,8039801;9,764947245;9,876725146;4;;;;;;;;;
12,72287048;11,37714617;11,8039801;9,764947245;9,876725146;8,296759259;6;;;;;;;;;
11,37714617;11,8039801;9,764947245;9,876725146;8,296759259;7,886342593;6;;;;;;;;;
11,8039801;9,764947245;9,876725146;8,296759259;7,886342593;5,575115741;4;;;;;;;;;
9,764947245;9,876725146;8,296759259;7,886342593;5,575115741;6,197798378;6;;;;;;;;;
9,876725146;8,296759259;7,886342593;5,575115741;6,197798378;8,049303944;5;;;;;;;;;
8,296759259;7,886342593;5,575115741;6,197798378;8,049303944;7,658449074;6;;;;;;;;;
7,886342593;5,575115741;6,197798378;8,049303944;7,658449074;7,767476852;5;;;;;;;;;
5,575115741;6,197798378;8,049303944;7,658449074;7,767476852;7,339064327;5;;;;;;;;;
6,197798378;8,049303944;7,658449074;7,767476852;7,339064327;5,679490151;3;;;;;;;;;
8,049303944;7,658449074;7,767476852;7,339064327;5,679490151;5,682325581;5;;;;;;;;;
7,658449074;7,767476852;7,339064327;5,679490151;5,682325581;6,694438007;5;;;;;;;;;
7,767476852;7,339064327;5,679490151;5,682325581;6,694438007;7,375;8;;;;;;;;;
7,339064327;5,679490151;5,682325581;6,694438007;7,375;8,036458333;7;;;;;;;;;
5,679490151;5,682325581;6,694438007;7,375;8,036458333;8,197106481;6;;;;;;;;;
5,682325581;6,694438007;7,375;8,036458333;8,197106481;9,27650463;7;;;;;;;;;
6,694438007;7,375;8,036458333;8,197106481;9,27650463;11,33333333;6;;;;;;;;;
7,375;8,036458333;8,197106481;9,27650463;11,33333333;13,1818287;2;;;;;;;;;
8,036458333;8,197106481;9,27650463;11,33333333;13,1818287;13,14108796;3;;;;;;;;;
8,197106481;9,27650463;11,33333333;13,1818287;13,14108796;12,91631944;6;;;;;;;;;
9,27650463;11,33333333;13,1818287;13,14108796;12,91631944;12,32615741;7;;;;;;;;;
11,33333333;13,1818287;13,14108796;12,91631944;12,32615741;9,102893519;2;;;;;;;;;
13,1818287;13,14108796;12,91631944;12,32615741;9,102893519;9,054861111;6;;;;;;;;;
13,14108796;12,91631944;12,32615741;9,102893519;9,054861111;5,3235363;6;;;;;;;;;
12,91631944;12,32615741;9,102893519;9,054861111;5,3235363;3,715610329;5;;;;;;;;;
12,32615741;9,102893519;9,054861111;5,3235363;3,715610329;6,649823737;6;;;;;;;;;
9,102893519;9,054861111;5,3235363;3,715610329;6,649823737;9,346064815;5;;;;;;;;;
9,054861111;5,3235363;3,715610329;6,649823737;9,346064815;7,687731481;5;;;;;;;;;
5,3235363;3,715610329;6,649823737;9,346064815;7,687731481;7,900347222;7;;;;;;;;;
3,715610329;6,649823737;9,346064815;7,687731481;7,900347222;6,785069444;0;;;;;;;;;
6,649823737;9,346064815;7,687731481;7,900347222;6,785069444;6,036111111;6;;;;;;;;;
9,346064815;7,687731481;7,900347222;6,785069444;6,036111111;4,441550926;4;;;;;;;;;
7,687731481;7,900347222;6,785069444;6,036111111;4,441550926;2,83900463;5;;;;;;;;;
7,900347222;6,785069444;6,036111111;4,441550926;2,83900463;2,213773148;3;;;;;;;;;
6,785069444;6,036111111;4,441550926;2,83900463;2,213773148;2,105902778;8;;;;;;;;;
6,036111111;4,441550926;2,83900463;2,213773148;2,105902778;4,063078704;5;;;;;;;;;
4,441550926;2,83900463;2,213773148;2,105902778;4,063078704;3,087717265;4;;;;;;;;;
2,83900463;2,213773148;2,105902778;4,063078704;3,087717265;3,546697567;2;;;;;;;;;
2,213773148;2,105902778;4,063078704;3,087717265;3,546697567;2,435763889;5;;;;;;;;;
2,105902778;4,063078704;3,087717265;3,546697567;2,435763889;2,382926829;6;;;;;;;;;
4,063078704;3,087717265;3,546697567;2,435763889;2,382926829;3,812847222;3;;;;;;;;;
3,087717265;3,546697567;2,435763889;2,382926829;3,812847222;1,594212963;7;;;;;;;;;
3,546697567;2,435763889;2,382926829;3,812847222;1,594212963;-0,186689815;9;;;;;;;;;
2,435763889;2,382926829;3,812847222;1,594212963;-0,186689815;1,937587007;5;;;;;;;;;
2,382926829;3,812847222;1,594212963;-0,186689815;1,937587007;6,312195122;2;;;;;;;;;
3,812847222;1,594212963;-0,186689815;1,937587007;6,312195122;7,887037037;5;;;;;;;;;
1,594212963;-0,186689815;1,937587007;6,312195122;7,887037037;5,837093023;5;;;;;;;;;
-0,186689815;1,937587007;6,312195122;7,887037037;5,837093023;4,929976852;7;;;;;;;;;
1,937587007;6,312195122;7,887037037;5,837093023;4,929976852;5,032097335;11;;;;;;;;;
6,312195122;7,887037037;5,837093023;4,929976852;5,032097335;5,26712963;13;;;;;;;;;
7,887037037;5,837093023;4,929976852;5,032097335;5,26712963;6,968171296;6;;;;;;;;;
5,837093023;4,929976852;5,032097335;5,26712963;6,968171296;13,32303241;1;;;;;;;;;
4,929976852;5,032097335;5,26712963;6,968171296;13,32303241;7,561921296;10;;;;;;;;;
5,032097335;5,26712963;6,968171296;13,32303241;7,561921296;5,750231481;5;;;;;;;;;
5,26712963;6,968171296;13,32303241;7,561921296;5,750231481;3,343402778;5;;;;;;;;;
6,968171296;13,32303241;7,561921296;5,750231481;3,343402778;2,258217593;6;;;;;;;;;
13,32303241;7,561921296;5,750231481;3,343402778;2,258217593;;8;;;;;;;;;
7,561921296;5,750231481;3,343402778;2,258217593;;;5;;;;;;;;;
5,750231481;3,343402778;2,258217593;;;;6;;;;;;;;;
3,343402778;2,258217593;;;;;9;;;;;;;;;
2,258217593;;;;;;5;;;;;;;;;
