DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;;
15;9;2016;46,05595238;41,01916168;32,80059524;34,69404762;48,65178571;53,70714286;3;;;;;;;;;
16;9;2016;41,01916168;32,80059524;34,69404762;48,65178571;53,70714286;44,99935484;6;;;;;;;;;
17;9;2016;32,80059524;34,69404762;48,65178571;53,70714286;44,99935484;48,29166667;1;;;;;;;;;
18;9;2016;34,69404762;48,65178571;53,70714286;44,99935484;48,29166667;60,84885057;5;;;;;;;;;
19;9;2016;48,65178571;53,70714286;44,99935484;48,29166667;60,84885057;55,21197917;3;;;;;;;;;
20;9;2016;53,70714286;44,99935484;48,29166667;60,84885057;55,21197917;65,5578125;4;;;;;;;;;
21;9;2016;44,99935484;48,29166667;60,84885057;55,21197917;65,5578125;68,1026178;3;;;;;;;;;
22;9;2016;48,29166667;60,84885057;55,21197917;65,5578125;68,1026178;69,58385417;4;;;;;;;;;
23;9;2016;60,84885057;55,21197917;65,5578125;68,1026178;69,58385417;69,24010417;3;;;;;;;;;
24;9;2016;55,21197917;65,5578125;68,1026178;69,58385417;69,24010417;60,396875;6;;;;;;;;;
25;9;2016;65,5578125;68,1026178;69,58385417;69,24010417;60,396875;49,0578125;7;;;;;;;;;
26;9;2016;68,1026178;69,58385417;69,24010417;60,396875;49,0578125;51,25885417;5;;;;;;;;;
27;9;2016;69,58385417;69,24010417;60,396875;49,0578125;51,25885417;41,2203125;2;;;;;;;;;
28;9;2016;69,24010417;60,396875;49,0578125;51,25885417;41,2203125;57,00833333;4;;;;;;;;;
29;9;2016;60,396875;49,0578125;51,25885417;41,2203125;57,00833333;54,24635417;5;;;;;;;;;
30;9;2016;49,0578125;51,25885417;41,2203125;57,00833333;54,24635417;54,99010417;2;;;;;;;;;
1;10;2016;51,25885417;41,2203125;57,00833333;54,24635417;54,99010417;44,51145833;3;;;;;;;;;
2;10;2016;41,2203125;57,00833333;54,24635417;54,99010417;44,51145833;63,49739583;2;;;;;;;;;
3;10;2016;57,00833333;54,24635417;54,99010417;44,51145833;63,49739583;52,0546875;6;;;;;;;;;
4;10;2016;54,24635417;54,99010417;44,51145833;63,49739583;52,0546875;32,53489583;3;;;;;;;;;
5;10;2016;54,99010417;44,51145833;63,49739583;52,0546875;32,53489583;46,79427083;4;;;;;;;;;
6;10;2016;44,51145833;63,49739583;52,0546875;32,53489583;46,79427083;54,61354167;1;;;;;;;;;
7;10;2016;63,49739583;52,0546875;32,53489583;46,79427083;54,61354167;63,275;3;;;;;;;;;
8;10;2016;52,0546875;32,53489583;46,79427083;54,61354167;63,275;66,01041667;3;;;;;;;;;
9;10;2016;32,53489583;46,79427083;54,61354167;63,275;66,01041667;55,07748691;6;;;;;;;;;
10;10;2016;46,79427083;54,61354167;63,275;66,01041667;55,07748691;42,99375;6;;;;;;;;;
11;10;2016;54,61354167;63,275;66,01041667;55,07748691;42,99375;44,01041667;7;;;;;;;;;
12;10;2016;63,275;66,01041667;55,07748691;42,99375;44,01041667;63,47239583;3;;;;;;;;;
13;10;2016;66,01041667;55,07748691;42,99375;44,01041667;63,47239583;55,93597884;13;;;;;;;;;
14;10;2016;55,07748691;42,99375;44,01041667;63,47239583;55,93597884;58,09583333;6;;;;;;;;;
15;10;2016;42,99375;44,01041667;63,47239583;55,93597884;58,09583333;48,1984375;6;;;;;;;;;
16;10;2016;44,01041667;63,47239583;55,93597884;58,09583333;48,1984375;53,73036649;7;;;;;;;;;
17;10;2016;63,47239583;55,93597884;58,09583333;48,1984375;53,73036649;52,334375;7;;;;;;;;;
18;10;2016;55,93597884;58,09583333;48,1984375;53,73036649;52,334375;49,32356021;4;;;;;;;;;
19;10;2016;58,09583333;48,1984375;53,73036649;52,334375;49,32356021;52,4984375;8;;;;;;;;;
20;10;2016;48,1984375;53,73036649;52,334375;49,32356021;52,4984375;44,6953125;6;;;;;;;;;
21;10;2016;53,73036649;52,334375;49,32356021;52,4984375;44,6953125;47,89114583;3;;;;;;;;;
22;10;2016;52,334375;49,32356021;52,4984375;44,6953125;47,89114583;50,128125;6;;;;;;;;;
23;10;2016;49,32356021;52,4984375;44,6953125;47,89114583;50,128125;61,334375;3;;;;;;;;;
24;10;2016;52,4984375;44,6953125;47,89114583;50,128125;61,334375;56,259375;8;;;;;;;;;
25;10;2016;44,6953125;47,89114583;50,128125;61,334375;56,259375;58,84375;2;;;;;;;;;
26;10;2016;47,89114583;50,128125;61,334375;56,259375;58,84375;57,8046875;3;;;;;;;;;
27;10;2016;50,128125;61,334375;56,259375;58,84375;57,8046875;43,94322917;6;;;;;;;;;
28;10;2016;61,334375;56,259375;58,84375;57,8046875;43,94322917;55,5171875;3;;;;;;;;;
29;10;2016;56,259375;58,84375;57,8046875;43,94322917;55,5171875;57,3046875;3;;;;;;;;;
30;10;2016;58,84375;57,8046875;43,94322917;55,5171875;57,3046875;50,16145833;8;;;;;;;;;
31;10;2016;57,8046875;43,94322917;55,5171875;57,3046875;50,16145833;50,2078125;8;;;;;;;;;
1;11;2016;43,94322917;55,5171875;57,3046875;50,16145833;50,2078125;41,47083333;4;;;;;;;;;
2;11;2016;55,5171875;57,3046875;50,16145833;50,2078125;41,47083333;62,71770833;6;;;;;;;;;
3;11;2016;57,3046875;50,16145833;50,2078125;41,47083333;62,71770833;65,20885417;6;;;;;;;;;
4;11;2016;50,16145833;50,2078125;41,47083333;62,71770833;65,20885417;64,4734375;4;;;;;;;;;
5;11;2016;50,2078125;41,47083333;62,71770833;65,20885417;64,4734375;68,07760417;6;;;;;;;;;
6;11;2016;41,47083333;62,71770833;65,20885417;64,4734375;68,07760417;56,57395833;5;;;;;;;;;
7;11;2016;62,71770833;65,20885417;64,4734375;68,07760417;56,57395833;65,19166667;6;;;;;;;;;
8;11;2016;65,20885417;64,4734375;68,07760417;56,57395833;65,19166667;58,68125;5;;;;;;;;;
9;11;2016;64,4734375;68,07760417;56,57395833;65,19166667;58,68125;50,15729167;5;;;;;;;;;
10;11;2016;68,07760417;56,57395833;65,19166667;58,68125;50,15729167;62,134375;3;;;;;;;;;
11;11;2016;56,57395833;65,19166667;58,68125;50,15729167;62,134375;76,72864583;5;;;;;;;;;
12;11;2016;65,19166667;58,68125;50,15729167;62,134375;76,72864583;69,95260417;5;;;;;;;;;
13;11;2016;58,68125;50,15729167;62,134375;76,72864583;69,95260417;69,7171875;8;;;;;;;;;
14;11;2016;50,15729167;62,134375;76,72864583;69,95260417;69,7171875;59,98020833;7;;;;;;;;;
15;11;2016;62,134375;76,72864583;69,95260417;69,7171875;59,98020833;50,17708333;6;;;;;;;;;
16;11;2016;76,72864583;69,95260417;69,7171875;59,98020833;50,17708333;47,03802083;7;;;;;;;;;
17;11;2016;69,95260417;69,7171875;59,98020833;50,17708333;47,03802083;52,50899471;6;;;;;;;;;
18;11;2016;69,7171875;59,98020833;50,17708333;47,03802083;52,50899471;54,37828571;2;;;;;;;;;
19;11;2016;59,98020833;50,17708333;47,03802083;52,50899471;54,37828571;54,2484375;3;;;;;;;;;
20;11;2016;50,17708333;47,03802083;52,50899471;54,37828571;54,2484375;52,02071006;6;;;;;;;;;
21;11;2016;47,03802083;52,50899471;54,37828571;54,2484375;52,02071006;51,38848168;7;;;;;;;;;
22;11;2016;52,50899471;54,37828571;54,2484375;52,02071006;51,38848168;52,4734375;2;;;;;;;;;
23;11;2016;54,37828571;54,2484375;52,02071006;51,38848168;52,4734375;46,41666667;6;;;;;;;;;
24;11;2016;54,2484375;52,02071006;51,38848168;52,4734375;46,41666667;43,421875;6;;;;;;;;;
25;11;2016;52,02071006;51,38848168;52,4734375;46,41666667;43,421875;56,04739583;5;;;;;;;;;
26;11;2016;51,38848168;52,4734375;46,41666667;43,421875;56,04739583;67,3421875;6;;;;;;;;;
27;11;2016;52,4734375;46,41666667;43,421875;56,04739583;67,3421875;57,17604167;5;;;;;;;;;
28;11;2016;46,41666667;43,421875;56,04739583;67,3421875;57,17604167;55,803125;5;;;;;;;;;
29;11;2016;43,421875;56,04739583;67,3421875;57,17604167;55,803125;56,06510417;7;;;;;;;;;
30;11;2016;56,04739583;67,3421875;57,17604167;55,803125;56,06510417;68,37864583;0;;;;;;;;;
1;12;2016;67,3421875;57,17604167;55,803125;56,06510417;68,37864583;80,13802083;6;;;;;;;;;
2;12;2016;57,17604167;55,803125;56,06510417;68,37864583;80,13802083;80,71458333;4;;;;;;;;;
3;12;2016;55,803125;56,06510417;68,37864583;80,13802083;80,71458333;71,37172775;5;;;;;;;;;
4;12;2016;56,06510417;68,37864583;80,13802083;80,71458333;71,37172775;71,72708333;3;;;;;;;;;
5;12;2016;68,37864583;80,13802083;80,71458333;71,37172775;71,72708333;71,37708333;8;;;;;;;;;
6;12;2016;80,13802083;80,71458333;71,37172775;71,72708333;71,37708333;61,16164384;5;;;;;;;;;
7;12;2016;80,71458333;71,37172775;71,72708333;71,37708333;61,16164384;61,24431138;4;;;;;;;;;
8;12;2016;71,37172775;71,72708333;71,37708333;61,16164384;61,24431138;76,0422619;2;;;;;;;;;
9;12;2016;71,72708333;71,37708333;61,16164384;61,24431138;76,0422619;66,35059524;5;;;;;;;;;
10;12;2016;71,37708333;61,16164384;61,24431138;76,0422619;66,35059524;79,45416667;6;;;;;;;;;
11;12;2016;61,16164384;61,24431138;76,0422619;66,35059524;79,45416667;74,75119048;3;;;;;;;;;
12;12;2016;61,24431138;76,0422619;66,35059524;79,45416667;74,75119048;78,1375;7;;;;;;;;;
13;12;2016;76,0422619;66,35059524;79,45416667;74,75119048;78,1375;53,04940476;9;;;;;;;;;
14;12;2016;66,35059524;79,45416667;74,75119048;78,1375;53,04940476;61,1382199;5;;;;;;;;;
15;12;2016;79,45416667;74,75119048;78,1375;53,04940476;61,1382199;69,88333333;2;;;;;;;;;
16;12;2016;74,75119048;78,1375;53,04940476;61,1382199;69,88333333;57,49270833;5;;;;;;;;;
17;12;2016;78,1375;53,04940476;61,1382199;69,88333333;57,49270833;70,37434555;5;;;;;;;;;
18;12;2016;53,04940476;61,1382199;69,88333333;57,49270833;70,37434555;89,42222222;7;;;;;;;;;
19;12;2016;61,1382199;69,88333333;57,49270833;70,37434555;89,42222222;64,51979167;11;;;;;;;;;
20;12;2016;69,88333333;57,49270833;70,37434555;89,42222222;64,51979167;76,35260417;13;;;;;;;;;
21;12;2016;57,49270833;70,37434555;89,42222222;64,51979167;76,35260417;76,28432432;6;;;;;;;;;
22;12;2016;70,37434555;89,42222222;64,51979167;76,35260417;76,28432432;63,26759777;1;;;;;;;;;
23;12;2016;89,42222222;64,51979167;76,35260417;76,28432432;63,26759777;70,95729167;10;;;;;;;;;
24;12;2016;64,51979167;76,35260417;76,28432432;63,26759777;70,95729167;57,07083333;5;;;;;;;;;
25;12;2016;76,35260417;76,28432432;63,26759777;70,95729167;57,07083333;65,41770833;5;;;;;;;;;
26;12;2016;76,28432432;63,26759777;70,95729167;57,07083333;65,41770833;60,28020833;6;;;;;;;;;
27;12;2016;63,26759777;70,95729167;57,07083333;65,41770833;60,28020833;;8;;;;;;;;;
28;12;2016;70,95729167;57,07083333;65,41770833;60,28020833;;;5;;;;;;;;;
29;12;2016;57,07083333;65,41770833;60,28020833;;;;6;;;;;;;;;
30;12;2016;65,41770833;60,28020833;;;;;9;;;;;;;;;
31;12;2016;60,28020833;;;;;;5;;;;;;;;;
