Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;;
94,71944444;76,32236111;72,10210674;79,84586357;89,66842857;93,65269886;3;;;;;;;;;
76,32236111;72,10210674;79,84586357;89,66842857;93,65269886;88,90404463;6;;;;;;;;;
72,10210674;79,84586357;89,66842857;93,65269886;88,90404463;81,38826816;3;;;;;;;;;
79,84586357;89,66842857;93,65269886;88,90404463;81,38826816;86,05766017;3;;;;;;;;;
89,66842857;93,65269886;88,90404463;81,38826816;86,05766017;62,26299559;8;;;;;;;;;
93,65269886;88,90404463;81,38826816;86,05766017;62,26299559;95,78739903;8;;;;;;;;;
88,90404463;81,38826816;86,05766017;62,26299559;95,78739903;96,80492264;4;;;;;;;;;
81,38826816;86,05766017;62,26299559;95,78739903;96,80492264;67,14111111;6;;;;;;;;;
86,05766017;62,26299559;95,78739903;96,80492264;67,14111111;67,41236111;6;;;;;;;;;
62,26299559;95,78739903;96,80492264;67,14111111;67,41236111;78,31083333;4;;;;;;;;;
95,78739903;96,80492264;67,14111111;67,41236111;78,31083333;76,9767733;6;;;;;;;;;
96,80492264;67,14111111;67,41236111;78,31083333;76,9767733;69,77214485;5;;;;;;;;;
67,14111111;67,41236111;78,31083333;76,9767733;69,77214485;59,42388889;6;;;;;;;;;
67,41236111;78,31083333;76,9767733;69,77214485;59,42388889;62,44166667;5;;;;;;;;;
78,31083333;76,9767733;69,77214485;59,42388889;62,44166667;71,44719101;5;;;;;;;;;
76,9767733;69,77214485;59,42388889;62,44166667;71,44719101;69,92447844;3;;;;;;;;;
69,77214485;59,42388889;62,44166667;71,44719101;69,92447844;78,10432961;5;;;;;;;;;
59,42388889;62,44166667;71,44719101;69,92447844;78,10432961;84,15605007;5;;;;;;;;;
62,44166667;71,44719101;69,92447844;78,10432961;84,15605007;94,34402778;8;;;;;;;;;
71,44719101;69,92447844;78,10432961;84,15605007;94,34402778;97,71106195;7;;;;;;;;;
69,92447844;78,10432961;84,15605007;94,34402778;97,71106195;97,50657343;6;;;;;;;;;
78,10432961;84,15605007;94,34402778;97,71106195;97,50657343;99,08993056;7;;;;;;;;;
84,15605007;94,34402778;97,71106195;97,50657343;99,08993056;99,07135417;6;;;;;;;;;
94,34402778;97,71106195;97,50657343;99,08993056;99,07135417;97,74664587;2;;;;;;;;;
97,71106195;97,50657343;99,08993056;99,07135417;97,74664587;95,39898698;3;;;;;;;;;
97,50657343;99,08993056;99,07135417;97,74664587;95,39898698;96,97097744;6;;;;;;;;;
99,08993056;99,07135417;97,74664587;95,39898698;96,97097744;90,32569444;7;;;;;;;;;
99,07135417;97,74664587;95,39898698;96,97097744;90,32569444;91,28166667;2;;;;;;;;;
97,74664587;95,39898698;96,97097744;90,32569444;91,28166667;86,43958333;6;;;;;;;;;
95,39898698;96,97097744;90,32569444;91,28166667;86,43958333;49,70591549;6;;;;;;;;;
96,97097744;90,32569444;91,28166667;86,43958333;49,70591549;70,57556497;5;;;;;;;;;
90,32569444;91,28166667;86,43958333;49,70591549;70,57556497;62,02222222;6;;;;;;;;;
91,28166667;86,43958333;49,70591549;70,57556497;62,02222222;69,99208333;5;;;;;;;;;
86,43958333;49,70591549;70,57556497;62,02222222;69,99208333;73,17930556;5;;;;;;;;;
49,70591549;70,57556497;62,02222222;69,99208333;73,17930556;79,47652778;7;;;;;;;;;
70,57556497;62,02222222;69,99208333;73,17930556;79,47652778;91,53986111;0;;;;;;;;;
62,02222222;69,99208333;73,17930556;79,47652778;91,53986111;88,57861111;6;;;;;;;;;
69,99208333;73,17930556;79,47652778;91,53986111;88,57861111;86,0475;4;;;;;;;;;
73,17930556;79,47652778;91,53986111;88,57861111;86,0475;85,89736111;5;;;;;;;;;
79,47652778;91,53986111;88,57861111;86,0475;85,89736111;91,11194444;3;;;;;;;;;
91,53986111;88,57861111;86,0475;85,89736111;91,11194444;91,29208333;8;;;;;;;;;
88,57861111;86,0475;85,89736111;91,11194444;91,29208333;89,00833333;5;;;;;;;;;
86,0475;85,89736111;91,11194444;91,29208333;89,00833333;96,4566064;4;;;;;;;;;
85,89736111;91,11194444;91,29208333;89,00833333;96,4566064;93,30208623;2;;;;;;;;;
91,11194444;91,29208333;89,00833333;96,4566064;93,30208623;97,26569444;5;;;;;;;;;
91,29208333;89,00833333;96,4566064;93,30208623;97,26569444;95,29609484;6;;;;;;;;;
89,00833333;96,4566064;93,30208623;97,26569444;95,29609484;93,10222222;3;;;;;;;;;
96,4566064;93,30208623;97,26569444;95,29609484;93,10222222;96,74625;7;;;;;;;;;
93,30208623;97,26569444;95,29609484;93,10222222;96,74625;94,47069444;9;;;;;;;;;
97,26569444;95,29609484;93,10222222;96,74625;94,47069444;87,6005571;5;;;;;;;;;
95,29609484;93,10222222;96,74625;94,47069444;87,6005571;85,30139276;2;;;;;;;;;
93,10222222;96,74625;94,47069444;87,6005571;85,30139276;92,35888889;5;;;;;;;;;
96,74625;94,47069444;87,6005571;85,30139276;92,35888889;94,71703911;5;;;;;;;;;
94,47069444;87,6005571;85,30139276;92,35888889;94,71703911;92,67861111;7;;;;;;;;;
87,6005571;85,30139276;92,35888889;94,71703911;92,67861111;81,78970793;11;;;;;;;;;
85,30139276;92,35888889;94,71703911;92,67861111;81,78970793;81,42652778;13;;;;;;;;;
92,35888889;94,71703911;92,67861111;81,78970793;81,42652778;80,29194444;6;;;;;;;;;
94,71703911;92,67861111;81,78970793;81,42652778;80,29194444;41,21298701;1;;;;;;;;;
92,67861111;81,78970793;81,42652778;80,29194444;41,21298701;49,68041667;10;;;;;;;;;
81,78970793;81,42652778;80,29194444;41,21298701;49,68041667;65,40277778;5;;;;;;;;;
81,42652778;80,29194444;41,21298701;49,68041667;65,40277778;78,47541667;5;;;;;;;;;
80,29194444;41,21298701;49,68041667;65,40277778;78,47541667;83,11208333;6;;;;;;;;;
41,21298701;49,68041667;65,40277778;78,47541667;83,11208333;;8;;;;;;;;;
49,68041667;65,40277778;78,47541667;83,11208333;;;5;;;;;;;;;
65,40277778;78,47541667;83,11208333;;;;6;;;;;;;;;
78,47541667;83,11208333;;;;;9;;;;;;;;;
83,11208333;;;;;;5;;;;;;;;;
