Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;;
93,78115108;79,79208333;72,31180556;69,20930556;58,48805556;60,53018081;3;;;;;;;;;
79,79208333;72,31180556;69,20930556;58,48805556;60,53018081;56,16216968;5;;;;;;;;;
72,31180556;69,20930556;58,48805556;60,53018081;56,16216968;60,18055556;3;;;;;;;;;
69,20930556;58,48805556;60,53018081;56,16216968;60,18055556;53,52458333;5;;;;;;;;;
58,48805556;60,53018081;56,16216968;60,18055556;53,52458333;59,00416667;7;;;;;;;;;
60,53018081;56,16216968;60,18055556;53,52458333;59,00416667;62,09805556;10;;;;;;;;;
56,16216968;60,18055556;53,52458333;59,00416667;62,09805556;51,79986072;3;;;;;;;;;
60,18055556;53,52458333;59,00416667;62,09805556;51,79986072;54,77402778;4;;;;;;;;;
53,52458333;59,00416667;62,09805556;51,79986072;54,77402778;51,40805556;7;;;;;;;;;
59,00416667;62,09805556;51,79986072;54,77402778;51,40805556;63,25125;3;;;;;;;;;
62,09805556;51,79986072;54,77402778;51,40805556;63,25125;64,69388889;1;;;;;;;;;
51,79986072;54,77402778;51,40805556;63,25125;64,69388889;69,47899861;1;;;;;;;;;
54,77402778;51,40805556;63,25125;64,69388889;69,47899861;49,12433936;6;;;;;;;;;
51,40805556;63,25125;64,69388889;69,47899861;49,12433936;45,86513889;4;;;;;;;;;
63,25125;64,69388889;69,47899861;49,12433936;45,86513889;47,99458333;4;;;;;;;;;
64,69388889;69,47899861;49,12433936;45,86513889;47,99458333;61,59333333;1;;;;;;;;;
69,47899861;49,12433936;45,86513889;47,99458333;61,59333333;65,18361111;2;;;;;;;;;
49,12433936;45,86513889;47,99458333;61,59333333;65,18361111;92,73777778;6;;;;;;;;;
45,86513889;47,99458333;61,59333333;65,18361111;92,73777778;65,81597222;2;;;;;;;;;
47,99458333;61,59333333;65,18361111;92,73777778;65,81597222;70,1975;2;;;;;;;;;
61,59333333;65,18361111;92,73777778;65,81597222;70,1975;69,03722222;1;;;;;;;;;
65,18361111;92,73777778;65,81597222;70,1975;69,03722222;77,51154381;5;;;;;;;;;
92,73777778;65,81597222;70,1975;69,03722222;77,51154381;75,54019471;5;;;;;;;;;
65,81597222;70,1975;69,03722222;77,51154381;75,54019471;68,58277778;6;;;;;;;;;
70,1975;69,03722222;77,51154381;75,54019471;68,58277778;75,64222222;1;;;;;;;;;
69,03722222;77,51154381;75,54019471;68,58277778;75,64222222;81,97552156;4;;;;;;;;;
77,51154381;75,54019471;68,58277778;75,64222222;81,97552156;70,35972222;7;;;;;;;;;
75,54019471;68,58277778;75,64222222;81,97552156;70,35972222;69,91527778;6;;;;;;;;;
68,58277778;75,64222222;81,97552156;70,35972222;69,91527778;69,33888889;8;;;;;;;;;
75,64222222;81,97552156;70,35972222;69,91527778;69,33888889;68,71166667;5;;;;;;;;;
81,97552156;70,35972222;69,91527778;69,33888889;68,71166667;52,51166667;5;;;;;;;;;
70,35972222;69,91527778;69,33888889;68,71166667;52,51166667;53,11402778;3;;;;;;;;;
69,91527778;69,33888889;68,71166667;52,51166667;53,11402778;52,27444444;3;;;;;;;;;
69,33888889;68,71166667;52,51166667;53,11402778;52,27444444;65,23541667;4;;;;;;;;;
68,71166667;52,51166667;53,11402778;52,27444444;65,23541667;56,03138889;4;;;;;;;;;
52,51166667;53,11402778;52,27444444;65,23541667;56,03138889;54,88609179;3;;;;;;;;;
53,11402778;52,27444444;65,23541667;56,03138889;54,88609179;50,45625;6;;;;;;;;;
52,27444444;65,23541667;56,03138889;54,88609179;50,45625;65,28875;5;;;;;;;;;
65,23541667;56,03138889;54,88609179;50,45625;65,28875;55,2162726;4;;;;;;;;;
56,03138889;54,88609179;50,45625;65,28875;55,2162726;47,76541667;0;;;;;;;;;
54,88609179;50,45625;65,28875;55,2162726;47,76541667;49,96652778;2;;;;;;;;;
50,45625;65,28875;55,2162726;47,76541667;49,96652778;40,92652778;0;;;;;;;;;
65,28875;55,2162726;47,76541667;49,96652778;40,92652778;48,84611111;6;;;;;;;;;
55,2162726;47,76541667;49,96652778;40,92652778;48,84611111;66,10569444;5;;;;;;;;;
47,76541667;49,96652778;40,92652778;48,84611111;66,10569444;61,78788774;4;;;;;;;;;
49,96652778;40,92652778;48,84611111;66,10569444;61,78788774;42,41244094;5;;;;;;;;;
40,92652778;48,84611111;66,10569444;61,78788774;42,41244094;54,52055556;4;;;;;;;;;
48,84611111;66,10569444;61,78788774;42,41244094;54,52055556;46,23736264;4;;;;;;;;;
66,10569444;61,78788774;42,41244094;54,52055556;46,23736264;47,98261474;4;;;;;;;;;
61,78788774;42,41244094;54,52055556;46,23736264;47,98261474;51,32277778;5;;;;;;;;;
42,41244094;54,52055556;46,23736264;47,98261474;51,32277778;47,82166667;2;;;;;;;;;
54,52055556;46,23736264;47,98261474;51,32277778;47,82166667;91,27304348;4;;;;;;;;;
46,23736264;47,98261474;51,32277778;47,82166667;91,27304348;70,87452416;9;;;;;;;;;
47,98261474;51,32277778;47,82166667;91,27304348;70,87452416;47,68593315;5;;;;;;;;;
51,32277778;47,82166667;91,27304348;70,87452416;47,68593315;22,39445351;5;;;;;;;;;
47,82166667;91,27304348;70,87452416;47,68593315;22,39445351;42,74645341;4;;;;;;;;;
91,27304348;70,87452416;47,68593315;22,39445351;42,74645341;44,41736111;0;;;;;;;;;
70,87452416;47,68593315;22,39445351;42,74645341;44,41736111;45,08296623;1;;;;;;;;;
47,68593315;22,39445351;42,74645341;44,41736111;45,08296623;46,18111111;2;;;;;;;;;
22,39445351;42,74645341;44,41736111;45,08296623;46,18111111;81,26147186;4;;;;;;;;;
42,74645341;44,41736111;45,08296623;46,18111111;81,26147186;86,16347222;7;;;;;;;;;
44,41736111;45,08296623;46,18111111;81,26147186;86,16347222;94,44895688;3;;;;;;;;;
45,08296623;46,18111111;81,26147186;86,16347222;94,44895688;92,07773109;5;;;;;;;;;
46,18111111;81,26147186;86,16347222;94,44895688;92,07773109;82,49652778;6;;;;;;;;;
81,26147186;86,16347222;94,44895688;92,07773109;82,49652778;72,43458333;4;;;;;;;;;
86,16347222;94,44895688;92,07773109;82,49652778;72,43458333;60,01636637;4;;;;;;;;;
94,44895688;92,07773109;82,49652778;72,43458333;60,01636637;60,90847222;6;;;;;;;;;
92,07773109;82,49652778;72,43458333;60,01636637;60,90847222;51,06927374;5;;;;;;;;;
82,49652778;72,43458333;60,01636637;60,90847222;51,06927374;49,07148818;3;;;;;;;;;
72,43458333;60,01636637;60,90847222;51,06927374;49,07148818;88,56;7;;;;;;;;;
60,01636637;60,90847222;51,06927374;49,07148818;88,56;58,55682451;3;;;;;;;;;
60,90847222;51,06927374;49,07148818;88,56;58,55682451;47,15097222;6;;;;;;;;;
51,06927374;49,07148818;88,56;58,55682451;47,15097222;41,78472222;6;;;;;;;;;
49,07148818;88,56;58,55682451;47,15097222;41,78472222;65,13708333;9;;;;;;;;;
88,56;58,55682451;47,15097222;41,78472222;65,13708333;45,59083333;2;;;;;;;;;
58,55682451;47,15097222;41,78472222;65,13708333;45,59083333;52,64666667;3;;;;;;;;;
47,15097222;41,78472222;65,13708333;45,59083333;52,64666667;47,90236769;8;;;;;;;;;
41,78472222;65,13708333;45,59083333;52,64666667;47,90236769;48,09319444;5;;;;;;;;;
65,13708333;45,59083333;52,64666667;47,90236769;48,09319444;50,12819444;4;;;;;;;;;
45,59083333;52,64666667;47,90236769;48,09319444;50,12819444;88,44019471;12;;;;;;;;;
52,64666667;47,90236769;48,09319444;50,12819444;88,44019471;93,59555556;2;;;;;;;;;
47,90236769;48,09319444;50,12819444;88,44019471;93,59555556;82,67625;3;;;;;;;;;
48,09319444;50,12819444;88,44019471;93,59555556;82,67625;77,29860918;4;;;;;;;;;
50,12819444;88,44019471;93,59555556;82,67625;77,29860918;77,34027778;9;;;;;;;;;
88,44019471;93,59555556;82,67625;77,29860918;77,34027778;78,85210084;2;;;;;;;;;
93,59555556;82,67625;77,29860918;77,34027778;78,85210084;82,41388889;0;;;;;;;;;
82,67625;77,29860918;77,34027778;78,85210084;82,41388889;78,83138889;2;;;;;;;;;
77,29860918;77,34027778;78,85210084;82,41388889;78,83138889;66,25430556;9;;;;;;;;;
77,34027778;78,85210084;82,41388889;78,83138889;66,25430556;60,58222222;2;;;;;;;;;
78,85210084;82,41388889;78,83138889;66,25430556;60,58222222;66,58375;6;;;;;;;;;
82,41388889;78,83138889;66,25430556;60,58222222;66,58375;86,09875;5;;;;;;;;;
78,83138889;66,25430556;60,58222222;66,58375;86,09875;69,40125348;5;;;;;;;;;
66,25430556;60,58222222;66,58375;86,09875;69,40125348;74,22319444;5;;;;;;;;;
60,58222222;66,58375;86,09875;69,40125348;74,22319444;67,65138889;6;;;;;;;;;
66,58375;86,09875;69,40125348;74,22319444;67,65138889;57,34513889;1;;;;;;;;;
86,09875;69,40125348;74,22319444;67,65138889;57,34513889;73,20280112;4;;;;;;;;;
69,40125348;74,22319444;67,65138889;57,34513889;73,20280112;78,60041725;6;;;;;;;;;
74,22319444;67,65138889;57,34513889;73,20280112;78,60041725;77,53755216;5;;;;;;;;;
67,65138889;57,34513889;73,20280112;78,60041725;77,53755216;56,03337969;5;;;;;;;;;
57,34513889;73,20280112;78,60041725;77,53755216;56,03337969;58,4038943;3;;;;;;;;;
73,20280112;78,60041725;77,53755216;56,03337969;58,4038943;68,9075;1;;;;;;;;;
78,60041725;77,53755216;56,03337969;58,4038943;68,9075;52,94958333;4;;;;;;;;;
77,53755216;56,03337969;58,4038943;68,9075;52,94958333;45,66192469;3;;;;;;;;;
56,03337969;58,4038943;68,9075;52,94958333;45,66192469;48,81460362;5;;;;;;;;;
58,4038943;68,9075;52,94958333;45,66192469;48,81460362;50,92972222;3;;;;;;;;;
68,9075;52,94958333;45,66192469;48,81460362;50,92972222;53,59125;3;;;;;;;;;
52,94958333;45,66192469;48,81460362;50,92972222;53,59125;51,51986111;4;;;;;;;;;
45,66192469;48,81460362;50,92972222;53,59125;51,51986111;58,65902778;4;;;;;;;;;
48,81460362;50,92972222;53,59125;51,51986111;58,65902778;47,77858136;6;;;;;;;;;
50,92972222;53,59125;51,51986111;58,65902778;47,77858136;49,46620306;7;;;;;;;;;
53,59125;51,51986111;58,65902778;47,77858136;49,46620306;43,94958333;4;;;;;;;;;
51,51986111;58,65902778;47,77858136;49,46620306;43,94958333;49,73097222;8;;;;;;;;;
58,65902778;47,77858136;49,46620306;43,94958333;49,73097222;53,23272981;2;;;;;;;;;
47,77858136;49,46620306;43,94958333;49,73097222;53,23272981;64,36222222;4;;;;;;;;;
49,46620306;43,94958333;49,73097222;53,23272981;64,36222222;64,28111111;6;;;;;;;;;
43,94958333;49,73097222;53,23272981;64,36222222;64,28111111;54,08708333;1;;;;;;;;;
49,73097222;53,23272981;64,36222222;64,28111111;54,08708333;54,34442897;4;;;;;;;;;
53,23272981;64,36222222;64,28111111;54,08708333;54,34442897;48,98777778;5;;;;;;;;;
64,36222222;64,28111111;54,08708333;54,34442897;48,98777778;51,99243827;2;;;;;;;;;
64,28111111;54,08708333;54,34442897;48,98777778;51,99243827;53,93622047;3;;;;;;;;;
54,08708333;54,34442897;48,98777778;51,99243827;53,93622047;52,00806676;2;;;;;;;;;
54,34442897;48,98777778;51,99243827;53,93622047;52,00806676;50,43741307;4;;;;;;;;;
48,98777778;51,99243827;53,93622047;52,00806676;50,43741307;50,70683403;2;;;;;;;;;
51,99243827;53,93622047;52,00806676;50,43741307;50,70683403;74,78788301;2;;;;;;;;;
53,93622047;52,00806676;50,43741307;50,70683403;74,78788301;71,36097222;4;;;;;;;;;
52,00806676;50,43741307;50,70683403;74,78788301;71,36097222;32,49027778;4;;;;;;;;;
50,43741307;50,70683403;74,78788301;71,36097222;32,49027778;31,67869565;6;;;;;;;;;
50,70683403;74,78788301;71,36097222;32,49027778;31,67869565;33,22458333;5;;;;;;;;;
74,78788301;71,36097222;32,49027778;31,67869565;33,22458333;43,525;4;;;;;;;;;
71,36097222;32,49027778;31,67869565;33,22458333;43,525;43,04153846;9;;;;;;;;;
32,49027778;31,67869565;33,22458333;43,525;43,04153846;44,76569444;5;;;;;;;;;
31,67869565;33,22458333;43,525;43,04153846;44,76569444;46,09736111;11;;;;;;;;;
33,22458333;43,525;43,04153846;44,76569444;46,09736111;49,03611111;5;;;;;;;;;
43,525;43,04153846;44,76569444;46,09736111;49,03611111;51,89569444;2;;;;;;;;;
43,04153846;44,76569444;46,09736111;49,03611111;51,89569444;58,11875;3;;;;;;;;;
44,76569444;46,09736111;49,03611111;51,89569444;58,11875;56,28888889;2;;;;;;;;;
46,09736111;49,03611111;51,89569444;58,11875;56,28888889;50,71486111;3;;;;;;;;;
49,03611111;51,89569444;58,11875;56,28888889;50,71486111;60,04486111;3;;;;;;;;;
51,89569444;58,11875;56,28888889;50,71486111;60,04486111;61,09443672;5;;;;;;;;;
58,11875;56,28888889;50,71486111;60,04486111;61,09443672;64,76333333;4;;;;;;;;;
56,28888889;50,71486111;60,04486111;61,09443672;64,76333333;53,78222222;4;;;;;;;;;
50,71486111;60,04486111;61,09443672;64,76333333;53,78222222;48,59513889;4;;;;;;;;;
60,04486111;61,09443672;64,76333333;53,78222222;48,59513889;74,78986111;2;;;;;;;;;
61,09443672;64,76333333;53,78222222;48,59513889;74,78986111;67,10917942;2;;;;;;;;;
64,76333333;53,78222222;48,59513889;74,78986111;67,10917942;50,73194444;2;;;;;;;;;
53,78222222;48,59513889;74,78986111;67,10917942;50,73194444;53,72125;7;;;;;;;;;
48,59513889;74,78986111;67,10917942;50,73194444;53,72125;52,20694444;6;;;;;;;;;
74,78986111;67,10917942;50,73194444;53,72125;52,20694444;60,24138889;2;;;;;;;;;
67,10917942;50,73194444;53,72125;52,20694444;60,24138889;41,63375;4;;;;;;;;;
50,73194444;53,72125;52,20694444;60,24138889;41,63375;43,83680556;4;;;;;;;;;
53,72125;52,20694444;60,24138889;41,63375;43,83680556;48,28513889;3;;;;;;;;;
52,20694444;60,24138889;41,63375;43,83680556;48,28513889;53,38831711;3;;;;;;;;;
60,24138889;41,63375;43,83680556;48,28513889;53,38831711;67,04013889;4;;;;;;;;;
41,63375;43,83680556;48,28513889;53,38831711;67,04013889;50,99902778;6;;;;;;;;;
43,83680556;48,28513889;53,38831711;67,04013889;50,99902778;47,50111266;4;;;;;;;;;
48,28513889;53,38831711;67,04013889;50,99902778;47,50111266;52,03083333;4;;;;;;;;;
53,38831711;67,04013889;50,99902778;47,50111266;52,03083333;54,74861111;2;;;;;;;;;
67,04013889;50,99902778;47,50111266;52,03083333;54,74861111;49,20583333;2;;;;;;;;;
50,99902778;47,50111266;52,03083333;54,74861111;49,20583333;46,90722222;2;;;;;;;;;
47,50111266;52,03083333;54,74861111;49,20583333;46,90722222;57,15194444;2;;;;;;;;;
52,03083333;54,74861111;49,20583333;46,90722222;57,15194444;63,47722222;1;;;;;;;;;
54,74861111;49,20583333;46,90722222;57,15194444;63,47722222;64,71791667;3;;;;;;;;;
49,20583333;46,90722222;57,15194444;63,47722222;64,71791667;76,56333333;3;;;;;;;;;
46,90722222;57,15194444;63,47722222;64,71791667;76,56333333;59,755;2;;;;;;;;;
57,15194444;63,47722222;64,71791667;76,56333333;59,755;46,08611111;3;;;;;;;;;
63,47722222;64,71791667;76,56333333;59,755;46,08611111;48,96458333;1;;;;;;;;;
64,71791667;76,56333333;59,755;46,08611111;48,96458333;49,15680556;1;;;;;;;;;
76,56333333;59,755;46,08611111;48,96458333;49,15680556;50,49333333;3;;;;;;;;;
59,755;46,08611111;48,96458333;49,15680556;50,49333333;49,63083333;2;;;;;;;;;
46,08611111;48,96458333;49,15680556;50,49333333;49,63083333;50,34194444;4;;;;;;;;;
48,96458333;49,15680556;50,49333333;49,63083333;50,34194444;48,57888889;3;;;;;;;;;
49,15680556;50,49333333;49,63083333;50,34194444;48,57888889;52,30305556;1;;;;;;;;;
50,49333333;49,63083333;50,34194444;48,57888889;52,30305556;71,93388889;4;;;;;;;;;
49,63083333;50,34194444;48,57888889;52,30305556;71,93388889;55,19597222;2;;;;;;;;;
50,34194444;48,57888889;52,30305556;71,93388889;55,19597222;55,24408901;1;;;;;;;;;
48,57888889;52,30305556;71,93388889;55,19597222;55,24408901;53,75916667;3;;;;;;;;;
52,30305556;71,93388889;55,19597222;55,24408901;53,75916667;52,67861111;3;;;;;;;;;
71,93388889;55,19597222;55,24408901;53,75916667;52,67861111;55,07847222;2;;;;;;;;;
55,19597222;55,24408901;53,75916667;52,67861111;55,07847222;50,10847222;5;;;;;;;;;
55,24408901;53,75916667;52,67861111;55,07847222;50,10847222;53,24027778;8;;;;;;;;;
53,75916667;52,67861111;55,07847222;50,10847222;53,24027778;46,91877608;6;;;;;;;;;
52,67861111;55,07847222;50,10847222;53,24027778;46,91877608;45,66429568;3;;;;;;;;;
55,07847222;50,10847222;53,24027778;46,91877608;45,66429568;48,99375;4;;;;;;;;;
50,10847222;53,24027778;46,91877608;45,66429568;48,99375;50,2403338;5;;;;;;;;;
53,24027778;46,91877608;45,66429568;48,99375;50,2403338;48,84937413;3;;;;;;;;;
46,91877608;45,66429568;48,99375;50,2403338;48,84937413;50,75777778;6;;;;;;;;;
45,66429568;48,99375;50,2403338;48,84937413;50,75777778;49,43732591;4;;;;;;;;;
48,99375;50,2403338;48,84937413;50,75777778;49,43732591;48,16968011;4;;;;;;;;;
50,2403338;48,84937413;50,75777778;49,43732591;48,16968011;72,04158554;5;;;;;;;;;
48,84937413;50,75777778;49,43732591;48,16968011;72,04158554;71,93472222;3;;;;;;;;;
50,75777778;49,43732591;48,16968011;72,04158554;71,93472222;66,90502092;5;;;;;;;;;
49,43732591;48,16968011;72,04158554;71,93472222;66,90502092;66,49582754;4;;;;;;;;;
48,16968011;72,04158554;71,93472222;66,90502092;66,49582754;53,51849791;6;;;;;;;;;
72,04158554;71,93472222;66,90502092;66,49582754;53,51849791;44,57444444;3;;;;;;;;;
71,93472222;66,90502092;66,49582754;53,51849791;44,57444444;74,36361111;6;;;;;;;;;
66,90502092;66,49582754;53,51849791;44,57444444;74,36361111;61,68888889;1;;;;;;;;;
66,49582754;53,51849791;44,57444444;74,36361111;61,68888889;61,02183588;5;;;;;;;;;
53,51849791;44,57444444;74,36361111;61,68888889;61,02183588;52,36643357;3;;;;;;;;;
44,57444444;74,36361111;61,68888889;61,02183588;52,36643357;58,21652778;4;;;;;;;;;
74,36361111;61,68888889;61,02183588;52,36643357;58,21652778;58,91958333;3;;;;;;;;;
61,68888889;61,02183588;52,36643357;58,21652778;58,91958333;56,48944444;4;;;;;;;;;
61,02183588;52,36643357;58,21652778;58,91958333;56,48944444;60,52;3;;;;;;;;;
52,36643357;58,21652778;58,91958333;56,48944444;60,52;61,06340782;6;;;;;;;;;
58,21652778;58,91958333;56,48944444;60,52;61,06340782;60,79109875;7;;;;;;;;;
58,91958333;56,48944444;60,52;61,06340782;60,79109875;65,86258693;5;;;;;;;;;
56,48944444;60,52;61,06340782;60,79109875;65,86258693;75,88152778;2;;;;;;;;;
60,52;61,06340782;60,79109875;65,86258693;75,88152778;53,52319885;4;;;;;;;;;
61,06340782;60,79109875;65,86258693;75,88152778;53,52319885;50,98868715;5;;;;;;;;;
60,79109875;65,86258693;75,88152778;53,52319885;50,98868715;58,41919332;2;;;;;;;;;
65,86258693;75,88152778;53,52319885;50,98868715;58,41919332;55,82114047;3;;;;;;;;;
75,88152778;53,52319885;50,98868715;58,41919332;55,82114047;58,11736111;2;;;;;;;;;
53,52319885;50,98868715;58,41919332;55,82114047;58,11736111;60,99555556;6;;;;;;;;;
50,98868715;58,41919332;55,82114047;58,11736111;60,99555556;66,23783032;3;;;;;;;;;
58,41919332;55,82114047;58,11736111;60,99555556;66,23783032;75,22587413;4;;;;;;;;;
55,82114047;58,11736111;60,99555556;66,23783032;75,22587413;67,96958525;1;;;;;;;;;
58,11736111;60,99555556;66,23783032;75,22587413;67,96958525;65,64860724;3;;;;;;;;;
60,99555556;66,23783032;75,22587413;67,96958525;65,64860724;78,95679542;3;;;;;;;;;
66,23783032;75,22587413;67,96958525;65,64860724;78,95679542;97,2296063;6;;;;;;;;;
75,22587413;67,96958525;65,64860724;78,95679542;97,2296063;96,80483092;6;;;;;;;;;
67,96958525;65,64860724;78,95679542;97,2296063;96,80483092;82,36564673;7;;;;;;;;;
65,64860724;78,95679542;97,2296063;96,80483092;82,36564673;89,65726496;3;;;;;;;;;
78,95679542;97,2296063;96,80483092;82,36564673;89,65726496;84,22654494;13;;;;;;;;;
97,2296063;96,80483092;82,36564673;89,65726496;84,22654494;90,98736111;6;;;;;;;;;
96,80483092;82,36564673;89,65726496;84,22654494;90,98736111;85,75472222;6;;;;;;;;;
82,36564673;89,65726496;84,22654494;90,98736111;85,75472222;71,32167832;7;;;;;;;;;
89,65726496;84,22654494;90,98736111;85,75472222;71,32167832;78,09583333;7;;;;;;;;;
84,22654494;90,98736111;85,75472222;71,32167832;78,09583333;89,53319444;4;;;;;;;;;
90,98736111;85,75472222;71,32167832;78,09583333;89,53319444;95,94170153;8;;;;;;;;;
85,75472222;71,32167832;78,09583333;89,53319444;95,94170153;97,55959004;6;;;;;;;;;
71,32167832;78,09583333;89,53319444;95,94170153;97,55959004;94,71944444;3;;;;;;;;;
78,09583333;89,53319444;95,94170153;97,55959004;94,71944444;76,32236111;6;;;;;;;;;
89,53319444;95,94170153;97,55959004;94,71944444;76,32236111;72,10210674;3;;;;;;;;;
95,94170153;97,55959004;94,71944444;76,32236111;72,10210674;79,84586357;8;;;;;;;;;
97,55959004;94,71944444;76,32236111;72,10210674;79,84586357;89,66842857;2;;;;;;;;;
