COUNT;DAY;MONTH;Valore;Valore;Valore;Valore;Valore;Valore;YEAR;;;;;;;;
1;11;11;68;95;49,66666667;58;60,33333333;64,66666667;2015;;;;;;;;
2;12;11;95;49,66666667;58;60,33333333;64,66666667;57;2015;;;;;;;;
8;13;11;49,66666667;58;60,33333333;64,66666667;57;44;2015;;;;;;;;
3;14;11;58;60,33333333;64,66666667;57;44;51;2015;;;;;;;;
6;15;11;60,33333333;64,66666667;57;44;51;41,33333333;2015;;;;;;;;
10;16;11;64,66666667;57;44;51;41,33333333;17;2015;;;;;;;;
2;17;11;57;44;51;41,33333333;17;21,5;2015;;;;;;;;
2;18;11;44;51;41,33333333;17;21,5;38,66666667;2015;;;;;;;;
6;19;11;51;41,33333333;17;21,5;38,66666667;60;2015;;;;;;;;
8;20;11;41,33333333;17;21,5;38,66666667;60;78,33333333;2015;;;;;;;;
3;21;11;17;21,5;38,66666667;60;78,33333333;62,33333333;2015;;;;;;;;
6;22;11;21,5;38,66666667;60;78,33333333;62,33333333;62,33333333;2015;;;;;;;;
3;23;11;38,66666667;60;78,33333333;62,33333333;62,33333333;77;2015;;;;;;;;
0;24;11;60;78,33333333;62,33333333;62,33333333;77;69,66666667;2015;;;;;;;;
3;25;11;78,33333333;62,33333333;62,33333333;77;69,66666667;82,66666667;2015;;;;;;;;
3;26;11;62,33333333;62,33333333;77;69,66666667;82,66666667;110,6666667;2015;;;;;;;;
7;27;11;62,33333333;77;69,66666667;82,66666667;110,6666667;94,66666667;2015;;;;;;;;
8;28;11;77;69,66666667;82,66666667;110,6666667;94,66666667;81,33333333;2015;;;;;;;;
4;29;11;69,66666667;82,66666667;110,6666667;94,66666667;81,33333333;71,66666667;2015;;;;;;;;
5;30;11;82,66666667;110,6666667;94,66666667;81,33333333;71,66666667;77,66666667;2015;;;;;;;;
3;1;12;110,6666667;94,66666667;81,33333333;71,66666667;77,66666667;79,33333333;2015;;;;;;;;
9;2;12;94,66666667;81,33333333;71,66666667;77,66666667;79,33333333;92;2015;;;;;;;;
3;3;12;81,33333333;71,66666667;77,66666667;79,33333333;92;73,66666667;2015;;;;;;;;
3;4;12;71,66666667;77,66666667;79,33333333;92;73,66666667;55,33333333;2015;;;;;;;;
4;5;12;77,66666667;79,33333333;92;73,66666667;55,33333333;60,33333333;2015;;;;;;;;
5;6;12;79,33333333;92;73,66666667;55,33333333;60,33333333;67;2015;;;;;;;;
6;7;12;92;73,66666667;55,33333333;60,33333333;67;73;2015;;;;;;;;
3;8;12;73,66666667;55,33333333;60,33333333;67;73;82;2015;;;;;;;;
10;9;12;55,33333333;60,33333333;67;73;82;99,66666667;2015;;;;;;;;
1;10;12;60,33333333;67;73;82;99,66666667;101,6666667;2015;;;;;;;;
3;11;12;67;73;82;99,66666667;101,6666667;99,33333333;2015;;;;;;;;
1;12;12;73;82;99,66666667;101,6666667;99,33333333;98,66666667;2015;;;;;;;;
2;13;12;82;99,66666667;101,6666667;99,33333333;98,66666667;80,5;2015;;;;;;;;
3;14;12;99,66666667;101,6666667;99,33333333;98,66666667;80,5;86,33333333;2015;;;;;;;;
3;15;12;101,6666667;99,33333333;98,66666667;80,5;86,33333333;87,66666667;2015;;;;;;;;
7;16;12;99,33333333;98,66666667;80,5;86,33333333;87,66666667;77,66666667;2015;;;;;;;;
5;17;12;98,66666667;80,5;86,33333333;87,66666667;77,66666667;72,5;2015;;;;;;;;
4;18;12;80,5;86,33333333;87,66666667;77,66666667;72,5;59,66666667;2015;;;;;;;;
3;19;12;86,33333333;87,66666667;77,66666667;72,5;59,66666667;60,33333333;2015;;;;;;;;
3;20;12;87,66666667;77,66666667;72,5;59,66666667;60,33333333;56;2015;;;;;;;;
6;21;12;77,66666667;72,5;59,66666667;60,33333333;56;60;2015;;;;;;;;
2;22;12;72,5;59,66666667;60,33333333;56;60;64,33333333;2015;;;;;;;;
5;23;12;59,66666667;60,33333333;56;60;64,33333333;79,66666667;2015;;;;;;;;
2;24;12;60,33333333;56;60;64,33333333;79,66666667;51,66666667;2015;;;;;;;;
6;25;12;56;60;64,33333333;79,66666667;51,66666667;34;2015;;;;;;;;
4;26;12;60;64,33333333;79,66666667;51,66666667;34;76,66666667;2015;;;;;;;;
3;27;12;64,33333333;79,66666667;51,66666667;34;76,66666667;43;2015;;;;;;;;
8;28;12;79,66666667;51,66666667;34;76,66666667;43;34,66666667;2015;;;;;;;;
8;29;12;51,66666667;34;76,66666667;43;34,66666667;36;2015;;;;;;;;
5;30;12;34;76,66666667;43;34,66666667;36;37,66666667;2015;;;;;;;;
6;31;12;76,66666667;43;34,66666667;36;37,66666667;37,33333333;2015;;;;;;;;
3;1;1;43;34,66666667;36;37,66666667;37,33333333;46,33333333;2016;;;;;;;;
5;2;1;34,66666667;36;37,66666667;37,33333333;46,33333333;56,33333333;2016;;;;;;;;
3;3;1;36;37,66666667;37,33333333;46,33333333;56,33333333;50,33333333;2016;;;;;;;;
1;4;1;37,66666667;37,33333333;46,33333333;56,33333333;50,33333333;45,66666667;2016;;;;;;;;
6;5;1;37,33333333;46,33333333;56,33333333;50,33333333;45,66666667;34,33333333;2016;;;;;;;;
4;6;1;46,33333333;56,33333333;50,33333333;45,66666667;34,33333333;39;2016;;;;;;;;
4;7;1;56,33333333;50,33333333;45,66666667;34,33333333;39;23,66666667;2016;;;;;;;;
3;8;1;50,33333333;45,66666667;34,33333333;39;23,66666667;33,33333333;2016;;;;;;;;
4;9;1;45,66666667;34,33333333;39;23,66666667;33,33333333;30;2016;;;;;;;;
7;10;1;34,33333333;39;23,66666667;33,33333333;30;27;2016;;;;;;;;
3;11;1;39;23,66666667;33,33333333;30;27;8,5;2016;;;;;;;;
3;12;1;23,66666667;33,33333333;30;27;8,5;23,66666667;2016;;;;;;;;
8;13;1;33,33333333;30;27;8,5;23,66666667;47,33333333;2016;;;;;;;;
2;14;1;30;27;8,5;23,66666667;47,33333333;64;2016;;;;;;;;
2;15;1;27;8,5;23,66666667;47,33333333;64;88;2016;;;;;;;;
5;16;1;8,5;23,66666667;47,33333333;64;88;98,33333333;2016;;;;;;;;
4;17;1;23,66666667;47,33333333;64;88;98,33333333;97;2016;;;;;;;;
3;18;1;47,33333333;64;88;98,33333333;97;116;2016;;;;;;;;
1;19;1;64;88;98,33333333;97;116;109,3333333;2016;;;;;;;;
9;20;1;88;98,33333333;97;116;109,3333333;63;2016;;;;;;;;
2;21;1;98,33333333;97;116;109,3333333;63;87,33333333;2016;;;;;;;;
1;22;1;97;116;109,3333333;63;87,33333333;99,33333333;2016;;;;;;;;
5;23;1;116;109,3333333;63;87,33333333;99,33333333;83,33333333;2016;;;;;;;;
7;24;1;109,3333333;63;87,33333333;99,33333333;83,33333333;137,3333333;2016;;;;;;;;
9;25;1;63;87,33333333;99,33333333;83,33333333;137,3333333;96,33333333;2016;;;;;;;;
14;26;1;87,33333333;99,33333333;83,33333333;137,3333333;96,33333333;58,66666667;2016;;;;;;;;
14;27;1;99,33333333;83,33333333;137,3333333;96,33333333;58,66666667;85,33333333;2016;;;;;;;;
6;28;1;83,33333333;137,3333333;96,33333333;58,66666667;85,33333333;32,66666667;2016;;;;;;;;
12;29;1;137,3333333;96,33333333;58,66666667;85,33333333;32,66666667;17,66666667;2016;;;;;;;;
11;30;1;96,33333333;58,66666667;85,33333333;32,66666667;17,66666667;39;2016;;;;;;;;
9;31;1;58,66666667;85,33333333;32,66666667;17,66666667;39;53,66666667;2016;;;;;;;;
4;1;2;85,33333333;32,66666667;17,66666667;39;53,66666667;38;2016;;;;;;;;
2;2;2;32,66666667;17,66666667;39;53,66666667;38;25;2016;;;;;;;;
2;3;2;17,66666667;39;53,66666667;38;25;37;2016;;;;;;;;
5;4;2;39;53,66666667;38;25;37;13,66666667;2016;;;;;;;;
1;5;2;53,66666667;38;25;37;13,66666667;23,33333333;2016;;;;;;;;
5;6;2;38;25;37;13,66666667;23,33333333;34,33333333;2016;;;;;;;;
6;7;2;25;37;13,66666667;23,33333333;34,33333333;50,66666667;2016;;;;;;;;
4;8;2;37;13,66666667;23,33333333;34,33333333;50,66666667;39,33333333;2016;;;;;;;;
2;9;2;13,66666667;23,33333333;34,33333333;50,66666667;39,33333333;37,33333333;2016;;;;;;;;
6;10;2;23,33333333;34,33333333;50,66666667;39,33333333;37,33333333;18,66666667;2016;;;;;;;;
7;11;2;34,33333333;50,66666667;39,33333333;37,33333333;18,66666667;14,33333333;2016;;;;;;;;
2;12;2;50,66666667;39,33333333;37,33333333;18,66666667;14,33333333;29,5;2016;;;;;;;;
2;13;2;39,33333333;37,33333333;18,66666667;14,33333333;29,5;39;2016;;;;;;;;
3;14;2;37,33333333;18,66666667;14,33333333;29,5;39;20,66666667;2016;;;;;;;;
4;15;2;18,66666667;14,33333333;29,5;39;20,66666667;27,33333333;2016;;;;;;;;
7;16;2;14,33333333;29,5;39;20,66666667;27,33333333;70;2016;;;;;;;;
3;17;2;29,5;39;20,66666667;27,33333333;70;81,33333333;2016;;;;;;;;
4;18;2;39;20,66666667;27,33333333;70;81,33333333;44,33333333;2016;;;;;;;;
2;19;2;20,66666667;27,33333333;70;81,33333333;44,33333333;27,33333333;2016;;;;;;;;
4;20;2;27,33333333;70;81,33333333;44,33333333;27,33333333;49;2016;;;;;;;;
2;21;2;70;81,33333333;44,33333333;27,33333333;49;22,66666667;2016;;;;;;;;
6;22;2;81,33333333;44,33333333;27,33333333;49;22,66666667;15;2016;;;;;;;;
1;23;2;44,33333333;27,33333333;49;22,66666667;15;16;2016;;;;;;;;
2;24;2;27,33333333;49;22,66666667;15;16;34,5;2016;;;;;;;;
6;25;2;49;22,66666667;15;16;34,5;37;2016;;;;;;;;
4;26;2;22,66666667;15;16;34,5;37;9;2016;;;;;;;;
2;27;2;15;16;34,5;37;9;27;2016;;;;;;;;
5;28;2;16;34,5;37;9;27;13,66666667;2016;;;;;;;;
2;29;2;34,5;37;9;27;13,66666667;32,66666667;2016;;;;;;;;
2;1;3;37;9;27;13,66666667;32,66666667;44,66666667;2016;;;;;;;;
6;2;3;9;27;13,66666667;32,66666667;44,66666667;38;2016;;;;;;;;
3;3;3;27;13,66666667;32,66666667;44,66666667;38;21,5;2016;;;;;;;;
6;4;3;13,66666667;32,66666667;44,66666667;38;21,5;35;2016;;;;;;;;
5;5;3;32,66666667;44,66666667;38;21,5;35;34,33333333;2016;;;;;;;;
3;6;3;44,66666667;38;21,5;35;34,33333333;36,66666667;2016;;;;;;;;
5;7;3;38;21,5;35;34,33333333;36,66666667;24;2016;;;;;;;;
3;8;3;21,5;35;34,33333333;36,66666667;24;23,33333333;2016;;;;;;;;
5;9;3;35;34,33333333;36,66666667;24;23,33333333;37;2016;;;;;;;;
7;10;3;34,33333333;36,66666667;24;23,33333333;37;16,5;2016;;;;;;;;
10;11;3;36,66666667;24;23,33333333;37;16,5;30;2016;;;;;;;;
3;12;3;24;23,33333333;37;16,5;30;37;2016;;;;;;;;
4;13;3;23,33333333;37;16,5;30;37;35,33333333;2016;;;;;;;;
7;14;3;37;16,5;30;37;35,33333333;23,66666667;2016;;;;;;;;
3;15;3;16,5;30;37;35,33333333;23,66666667;32;2016;;;;;;;;
1;16;3;30;37;35,33333333;23,66666667;32;50,33333333;2016;;;;;;;;
1;17;3;37;35,33333333;23,66666667;32;50,33333333;32;2016;;;;;;;;
6;18;3;35,33333333;23,66666667;32;50,33333333;32;38,66666667;2016;;;;;;;;
4;19;3;23,66666667;32;50,33333333;32;38,66666667;31;2016;;;;;;;;
4;20;3;32;50,33333333;32;38,66666667;31;48,66666667;2016;;;;;;;;
1;21;3;50,33333333;32;38,66666667;31;48,66666667;38,33333333;2016;;;;;;;;
2;22;3;32;38,66666667;31;48,66666667;38,33333333;27,33333333;2016;;;;;;;;
6;23;3;38,66666667;31;48,66666667;38,33333333;27,33333333;20,33333333;2016;;;;;;;;
2;24;3;31;48,66666667;38,33333333;27,33333333;20,33333333;27,66666667;2016;;;;;;;;
2;25;3;48,66666667;38,33333333;27,33333333;20,33333333;27,66666667;45;2016;;;;;;;;
1;26;3;38,33333333;27,33333333;20,33333333;27,66666667;45;46;2016;;;;;;;;
5;27;3;27,33333333;20,33333333;27,66666667;45;46;54;2016;;;;;;;;
5;28;3;20,33333333;27,66666667;45;46;54;46,66666667;2016;;;;;;;;
6;29;3;27,66666667;45;46;54;46,66666667;48,5;2016;;;;;;;;
1;30;3;45;46;54;46,66666667;48,5;59;2016;;;;;;;;
4;31;3;46;54;46,66666667;48,5;59;76;2016;;;;;;;;
7;1;4;54;46,66666667;48,5;59;76;83,5;2016;;;;;;;;
6;2;4;46,66666667;48,5;59;76;83,5;50,33333333;2016;;;;;;;;
8;3;4;48,5;59;76;83,5;50,33333333;25,66666667;2016;;;;;;;;
5;4;4;59;76;83,5;50,33333333;25,66666667;17;2016;;;;;;;;
5;5;4;76;83,5;50,33333333;25,66666667;17;21,66666667;2016;;;;;;;;
3;6;4;83,5;50,33333333;25,66666667;17;21,66666667;23,33333333;2016;;;;;;;;
3;7;4;50,33333333;25,66666667;17;21,66666667;23,33333333;30,66666667;2016;;;;;;;;
4;8;4;25,66666667;17;21,66666667;23,33333333;30,66666667;16,5;2016;;;;;;;;
4;9;4;17;21,66666667;23,33333333;30,66666667;16,5;24;2016;;;;;;;;
3;10;4;21,66666667;23,33333333;30,66666667;16,5;24;23;2016;;;;;;;;
6;11;4;23,33333333;30,66666667;16,5;24;23;27,66666667;2016;;;;;;;;
5;12;4;30,66666667;16,5;24;23;27,66666667;21,66666667;2016;;;;;;;;
4;13;4;16,5;24;23;27,66666667;21,66666667;23,33333333;2016;;;;;;;;
0;14;4;24;23;27,66666667;21,66666667;23,33333333;26,33333333;2016;;;;;;;;
2;15;4;23;27,66666667;21,66666667;23,33333333;26,33333333;29;2016;;;;;;;;
0;16;4;27,66666667;21,66666667;23,33333333;26,33333333;29;31,66666667;2016;;;;;;;;
6;17;4;21,66666667;23,33333333;26,33333333;29;31,66666667;18,33333333;2016;;;;;;;;
5;18;4;23,33333333;26,33333333;29;31,66666667;18,33333333;11;2016;;;;;;;;
4;19;4;26,33333333;29;31,66666667;18,33333333;11;9;2016;;;;;;;;
5;20;4;29;31,66666667;18,33333333;11;9;24,66666667;2016;;;;;;;;
4;21;4;31,66666667;18,33333333;11;9;24,66666667;17,33333333;2016;;;;;;;;
4;22;4;18,33333333;11;9;24,66666667;17,33333333;21,33333333;2016;;;;;;;;
4;23;4;11;9;24,66666667;17,33333333;21,33333333;28,66666667;2016;;;;;;;;
5;24;4;9;24,66666667;17,33333333;21,33333333;28,66666667;21;2016;;;;;;;;
2;25;4;24,66666667;17,33333333;21,33333333;28,66666667;21;7,333333333;2016;;;;;;;;
4;26;4;17,33333333;21,33333333;28,66666667;21;7,333333333;16;2016;;;;;;;;
9;27;4;21,33333333;28,66666667;21;7,333333333;16;20,5;2016;;;;;;;;
5;28;4;28,66666667;21;7,333333333;16;20,5;11;2016;;;;;;;;
5;29;4;21;7,333333333;16;20,5;11;20,33333333;2016;;;;;;;;
4;30;4;7,333333333;16;20,5;11;20,33333333;31,33333333;2016;;;;;;;;
0;1;5;16;20,5;11;20,33333333;31,33333333;32,66666667;2016;;;;;;;;
1;2;5;20,5;11;20,33333333;31,33333333;32,66666667;25;2016;;;;;;;;
2;3;5;11;20,33333333;31,33333333;32,66666667;25;21,66666667;2016;;;;;;;;
4;4;5;20,33333333;31,33333333;32,66666667;25;21,66666667;31,5;2016;;;;;;;;
7;5;5;31,33333333;32,66666667;25;21,66666667;31,5;32;2016;;;;;;;;
3;6;5;32,66666667;25;21,66666667;31,5;32;15,33333333;2016;;;;;;;;
5;7;5;25;21,66666667;31,5;32;15,33333333;22,5;2016;;;;;;;;
6;8;5;21,66666667;31,5;32;15,33333333;22,5;26,66666667;2016;;;;;;;;
4;9;5;31,5;32;15,33333333;22,5;26,66666667;14,66666667;2016;;;;;;;;
4;10;5;32;15,33333333;22,5;26,66666667;14,66666667;18;2016;;;;;;;;
6;11;5;15,33333333;22,5;26,66666667;14,66666667;18;19;2016;;;;;;;;
5;12;5;22,5;26,66666667;14,66666667;18;19;21;2016;;;;;;;;
3;13;5;26,66666667;14,66666667;18;19;21;14;2016;;;;;;;;
7;14;5;14,66666667;18;19;21;14;18;2016;;;;;;;;
3;15;5;18;19;21;14;18;15,5;2016;;;;;;;;
6;16;5;19;21;14;18;15,5;14,33333333;2016;;;;;;;;
6;17;5;21;14;18;15,5;14,33333333;21;2016;;;;;;;;
9;18;5;14;18;15,5;14,33333333;21;16;2016;;;;;;;;
2;19;5;18;15,5;14,33333333;21;16;19;2016;;;;;;;;
3;20;5;15,5;14,33333333;21;16;19;19;2016;;;;;;;;
8;21;5;14,33333333;21;16;19;19;39,66666667;2016;;;;;;;;
5;22;5;21;16;19;19;39,66666667;36,33333333;2016;;;;;;;;
4;23;5;16;19;19;39,66666667;36,33333333;27,5;2016;;;;;;;;
12;24;5;19;19;39,66666667;36,33333333;27,5;19;2016;;;;;;;;
2;25;5;19;39,66666667;36,33333333;27,5;19;20;2016;;;;;;;;
3;26;5;39,66666667;36,33333333;27,5;19;20;22,33333333;2016;;;;;;;;
4;27;5;36,33333333;27,5;19;20;22,33333333;16,66666667;2016;;;;;;;;
9;28;5;27,5;19;20;22,33333333;16,66666667;23,66666667;2016;;;;;;;;
2;29;5;19;20;22,33333333;16,66666667;23,66666667;12,66666667;2016;;;;;;;;
0;30;5;20;22,33333333;16,66666667;23,66666667;12,66666667;19,33333333;2016;;;;;;;;
2;31;5;22,33333333;16,66666667;23,66666667;12,66666667;19,33333333;16,5;2016;;;;;;;;
9;1;6;16,66666667;23,66666667;12,66666667;19,33333333;16,5;23;2016;;;;;;;;
2;2;6;23,66666667;12,66666667;19,33333333;16,5;23;18;2016;;;;;;;;
6;3;6;12,66666667;19,33333333;16,5;23;18;24;2016;;;;;;;;
5;4;6;19,33333333;16,5;23;18;24;22,66666667;2016;;;;;;;;
5;5;6;16,5;23;18;24;22,66666667;23,66666667;2016;;;;;;;;
5;6;6;23;18;24;22,66666667;23,66666667;11,5;2016;;;;;;;;
6;7;6;18;24;22,66666667;23,66666667;11,5;12,66666667;2016;;;;;;;;
1;8;6;24;22,66666667;23,66666667;11,5;12,66666667;14,5;2016;;;;;;;;
4;9;6;22,66666667;23,66666667;11,5;12,66666667;14,5;13,5;2016;;;;;;;;
6;10;6;23,66666667;11,5;12,66666667;14,5;13,5;16,5;2016;;;;;;;;
5;11;6;11,5;12,66666667;14,5;13,5;16,5;17,33333333;2016;;;;;;;;
5;12;6;12,66666667;14,5;13,5;16,5;17,33333333;18;2016;;;;;;;;
3;13;6;14,5;13,5;16,5;17,33333333;18;16,33333333;2016;;;;;;;;
1;14;6;13,5;16,5;17,33333333;18;16,33333333;13,66666667;2016;;;;;;;;
4;15;6;16,5;17,33333333;18;16,33333333;13,66666667;18,66666667;2016;;;;;;;;
3;16;6;17,33333333;18;16,33333333;13,66666667;18,66666667;30,66666667;2016;;;;;;;;
5;17;6;18;16,33333333;13,66666667;18,66666667;30,66666667;39;2016;;;;;;;;
3;18;6;16,33333333;13,66666667;18,66666667;30,66666667;39;48,66666667;2016;;;;;;;;
3;19;6;13,66666667;18,66666667;30,66666667;39;48,66666667;30,33333333;2016;;;;;;;;
4;20;6;18,66666667;30,66666667;39;48,66666667;30,33333333;22;2016;;;;;;;;
4;21;6;30,66666667;39;48,66666667;30,33333333;22;9,333333333;2016;;;;;;;;
6;22;6;39;48,66666667;30,33333333;22;9,333333333;18;2016;;;;;;;;
7;23;6;48,66666667;30,33333333;22;9,333333333;18;20;2016;;;;;;;;
4;24;6;30,33333333;22;9,333333333;18;20;25;2016;;;;;;;;
8;25;6;22;9,333333333;18;20;25;27,66666667;2016;;;;;;;;
2;26;6;9,333333333;18;20;25;27,66666667;22,66666667;2016;;;;;;;;
4;27;6;18;20;25;27,66666667;22,66666667;17,33333333;2016;;;;;;;;
6;28;6;20;25;27,66666667;22,66666667;17,33333333;18,33333333;2016;;;;;;;;
1;29;6;25;27,66666667;22,66666667;17,33333333;18,33333333;27,66666667;2016;;;;;;;;
4;30;6;27,66666667;22,66666667;17,33333333;18,33333333;27,66666667;25,66666667;2016;;;;;;;;
5;1;7;22,66666667;17,33333333;18,33333333;27,66666667;25,66666667;29,66666667;2016;;;;;;;;
2;2;7;17,33333333;18,33333333;27,66666667;25,66666667;29,66666667;28;2016;;;;;;;;
3;3;7;18,33333333;27,66666667;25,66666667;29,66666667;28;31,66666667;2016;;;;;;;;
2;4;7;27,66666667;25,66666667;29,66666667;28;31,66666667;33;2016;;;;;;;;
4;5;7;25,66666667;29,66666667;28;31,66666667;33;25,66666667;2016;;;;;;;;
2;6;7;29,66666667;28;31,66666667;33;25,66666667;17;2016;;;;;;;;
2;7;7;28;31,66666667;33;25,66666667;17;21;2016;;;;;;;;
4;8;7;31,66666667;33;25,66666667;17;21;11;2016;;;;;;;;
4;9;7;33;25,66666667;17;21;11;14,66666667;2016;;;;;;;;
6;10;7;25,66666667;17;21;11;14,66666667;11;2016;;;;;;;;
5;11;7;17;21;11;14,66666667;11;20,33333333;2016;;;;;;;;
4;12;7;21;11;14,66666667;11;20,33333333;19,66666667;2016;;;;;;;;
9;13;7;11;14,66666667;11;20,33333333;19,66666667;32;2016;;;;;;;;
5;14;7;14,66666667;11;20,33333333;19,66666667;32;35,66666667;2016;;;;;;;;
11;15;7;11;20,33333333;19,66666667;32;35,66666667;29,66666667;2016;;;;;;;;
5;16;7;20,33333333;19,66666667;32;35,66666667;29,66666667;23;2016;;;;;;;;
2;17;7;19,66666667;32;35,66666667;29,66666667;23;21;2016;;;;;;;;
3;18;7;32;35,66666667;29,66666667;23;21;20,66666667;2016;;;;;;;;
2;19;7;35,66666667;29,66666667;23;21;20,66666667;29;2016;;;;;;;;
3;20;7;29,66666667;23;21;20,66666667;29;20;2016;;;;;;;;
3;21;7;23;21;20,66666667;29;20;19,66666667;2016;;;;;;;;
5;22;7;21;20,66666667;29;20;19,66666667;24;2016;;;;;;;;
4;23;7;20,66666667;29;20;19,66666667;24;24,33333333;2016;;;;;;;;
4;24;7;29;20;19,66666667;24;24,33333333;20,66666667;2016;;;;;;;;
4;25;7;20;19,66666667;24;24,33333333;20,66666667;13;2016;;;;;;;;
2;26;7;19,66666667;24;24,33333333;20,66666667;13;14,33333333;2016;;;;;;;;
2;27;7;24;24,33333333;20,66666667;13;14,33333333;16,33333333;2016;;;;;;;;
2;28;7;24,33333333;20,66666667;13;14,33333333;16,33333333;21,66666667;2016;;;;;;;;
7;29;7;20,66666667;13;14,33333333;16,33333333;21,66666667;24,33333333;2016;;;;;;;;
6;30;7;13;14,33333333;16,33333333;21,66666667;24,33333333;7,333333333;2016;;;;;;;;
2;31;7;14,33333333;16,33333333;21,66666667;24,33333333;7,333333333;10,33333333;2016;;;;;;;;
4;1;8;16,33333333;21,66666667;24,33333333;7,333333333;10,33333333;14,33333333;2016;;;;;;;;
4;2;8;21,66666667;24,33333333;7,333333333;10,33333333;14,33333333;19,33333333;2016;;;;;;;;
3;3;8;24,33333333;7,333333333;10,33333333;14,33333333;19,33333333;21;2016;;;;;;;;
3;4;8;7,333333333;10,33333333;14,33333333;19,33333333;21;9;2016;;;;;;;;
4;5;8;10,33333333;14,33333333;19,33333333;21;9;8,333333333;2016;;;;;;;;
6;6;8;14,33333333;19,33333333;21;9;8,333333333;13,33333333;2016;;;;;;;;
4;7;8;19,33333333;21;9;8,333333333;13,33333333;16;2016;;;;;;;;
4;8;8;21;9;8,333333333;13,33333333;16;20,33333333;2016;;;;;;;;
2;9;8;9;8,333333333;13,33333333;16;20,33333333;18,33333333;2016;;;;;;;;
2;10;8;8,333333333;13,33333333;16;20,33333333;18,33333333;18;2016;;;;;;;;
2;11;8;13,33333333;16;20,33333333;18,33333333;18;16;2016;;;;;;;;
2;12;8;16;20,33333333;18,33333333;18;16;17,66666667;2016;;;;;;;;
1;13;8;20,33333333;18,33333333;18;16;17,66666667;19,33333333;2016;;;;;;;;
3;14;8;18,33333333;18;16;17,66666667;19,33333333;27,33333333;2016;;;;;;;;
3;15;8;18;16;17,66666667;19,33333333;27,33333333;17;2016;;;;;;;;
2;16;8;16;17,66666667;19,33333333;27,33333333;17;13;2016;;;;;;;;
3;17;8;17,66666667;19,33333333;27,33333333;17;13;21;2016;;;;;;;;
1;18;8;19,33333333;27,33333333;17;13;21;25,5;2016;;;;;;;;
1;19;8;27,33333333;17;13;21;25,5;26;2016;;;;;;;;
3;20;8;17;13;21;25,5;26;26,33333333;2016;;;;;;;;
2;21;8;13;21;25,5;26;26,33333333;27,33333333;2016;;;;;;;;
4;22;8;21;25,5;26;26,33333333;27,33333333;27,33333333;2016;;;;;;;;
3;23;8;25,5;26;26,33333333;27,33333333;27,33333333;23,33333333;2016;;;;;;;;
1;24;8;26;26,33333333;27,33333333;27,33333333;23,33333333;18,33333333;2016;;;;;;;;
4;25;8;26,33333333;27,33333333;27,33333333;23,33333333;18,33333333;23;2016;;;;;;;;
2;26;8;27,33333333;27,33333333;23,33333333;18,33333333;23;32,66666667;2016;;;;;;;;
1;27;8;27,33333333;23,33333333;18,33333333;23;32,66666667;35;2016;;;;;;;;
3;28;8;23,33333333;18,33333333;23;32,66666667;35;35;2016;;;;;;;;
3;29;8;18,33333333;23;32,66666667;35;35;32,66666667;2016;;;;;;;;
2;30;8;23;32,66666667;35;35;32,66666667;22,66666667;2016;;;;;;;;
5;31;8;32,66666667;35;35;32,66666667;22,66666667;25,66666667;2016;;;;;;;;
8;1;9;35;35;32,66666667;22,66666667;25,66666667;20;2016;;;;;;;;
6;2;9;35;32,66666667;22,66666667;25,66666667;20;37,5;2016;;;;;;;;
3;3;9;32,66666667;22,66666667;25,66666667;20;37,5;50;2016;;;;;;;;
4;4;9;22,66666667;25,66666667;20;37,5;50;34,66666667;2016;;;;;;;;
5;5;9;25,66666667;20;37,5;50;34,66666667;28,33333333;2016;;;;;;;;
3;6;9;20;37,5;50;34,66666667;28,33333333;35;2016;;;;;;;;
6;7;9;37,5;50;34,66666667;28,33333333;35;44;2016;;;;;;;;
4;8;9;50;34,66666667;28,33333333;35;44;47,33333333;2016;;;;;;;;
4;9;9;34,66666667;28,33333333;35;44;47,33333333;40,33333333;2016;;;;;;;;
5;10;9;28,33333333;35;44;47,33333333;40,33333333;23,66666667;2016;;;;;;;;
3;11;9;35;44;47,33333333;40,33333333;23,66666667;18,66666667;2016;;;;;;;;
5;12;9;44;47,33333333;40,33333333;23,66666667;18,66666667;18,33333333;2016;;;;;;;;
4;13;9;47,33333333;40,33333333;23,66666667;18,66666667;18,33333333;17;2016;;;;;;;;
6;14;9;40,33333333;23,66666667;18,66666667;18,33333333;17;21,66666667;2016;;;;;;;;
3;15;9;23,66666667;18,66666667;18,33333333;17;21,66666667;20;2016;;;;;;;;
6;16;9;18,66666667;18,33333333;17;21,66666667;20;29,5;2016;;;;;;;;
1;17;9;18,33333333;17;21,66666667;20;29,5;39,66666667;2016;;;;;;;;
5;18;9;17;21,66666667;20;29,5;39,66666667;25,33333333;2016;;;;;;;;
3;19;9;21,66666667;20;29,5;39,66666667;25,33333333;34,33333333;2016;;;;;;;;
4;20;9;20;29,5;39,66666667;25,33333333;34,33333333;45;2016;;;;;;;;
3;21;9;29,5;39,66666667;25,33333333;34,33333333;45;45,66666667;2016;;;;;;;;
4;22;9;39,66666667;25,33333333;34,33333333;45;45,66666667;54;2016;;;;;;;;
3;23;9;25,33333333;34,33333333;45;45,66666667;54;57,33333333;2016;;;;;;;;
6;24;9;34,33333333;45;45,66666667;54;57,33333333;32,33333333;2016;;;;;;;;
7;25;9;45;45,66666667;54;57,33333333;32,33333333;23;2016;;;;;;;;
