COUNT;DAY;MONTH;Valore;Valore;Valore;Valore;Valore;Valore;YEAR;;;;;;;
8;7;4;1,198958333;1,403125;1,410416667;1,36875;1,260416667;1,338541667;2015;;;;;;;
3;8;4;1,403125;1,410416667;1,36875;1,260416667;1,338541667;1,460416667;2015;;;;;;;
5;9;4;1,410416667;1,36875;1,260416667;1,338541667;1,460416667;1,42173913;2015;;;;;;;
4;10;4;1,36875;1,260416667;1,338541667;1,460416667;1,42173913;1,361538462;2015;;;;;;;
6;11;4;1,260416667;1,338541667;1,460416667;1,42173913;1,361538462;1,278888889;2015;;;;;;;
3;12;4;1,338541667;1,460416667;1,42173913;1,361538462;1,278888889;1,325;2015;;;;;;;
4;13;4;1,460416667;1,42173913;1,361538462;1,278888889;1,325;1,463218391;2015;;;;;;;
4;14;4;1,42173913;1,361538462;1,278888889;1,325;1,463218391;1,4;2015;;;;;;;
3;15;4;1,361538462;1,278888889;1,325;1,463218391;1,4;1,65;2015;;;;;;;
4;16;4;1,278888889;1,325;1,463218391;1,4;1,65;1,596385542;2015;;;;;;;
3;17;4;1,325;1,463218391;1,4;1,65;1,596385542;1,383333333;2015;;;;;;;
0;18;4;1,463218391;1,4;1,65;1,596385542;1,383333333;1,194791667;2015;;;;;;;
2;19;4;1,4;1,65;1,596385542;1,383333333;1,194791667;1,247368421;2015;;;;;;;
2;20;4;1,65;1,596385542;1,383333333;1,194791667;1,247368421;1,235416667;2015;;;;;;;
4;21;4;1,596385542;1,383333333;1,194791667;1,247368421;1,235416667;1,307291667;2015;;;;;;;
4;22;4;1,383333333;1,194791667;1,247368421;1,235416667;1,307291667;1,444791667;2015;;;;;;;
4;23;4;1,194791667;1,247368421;1,235416667;1,307291667;1,444791667;1,3625;2015;;;;;;;
3;24;4;1,247368421;1,235416667;1,307291667;1,444791667;1,3625;1,121875;2015;;;;;;;
2;25;4;1,235416667;1,307291667;1,444791667;1,3625;1,121875;1,132631579;2015;;;;;;;
4;26;4;1,307291667;1,444791667;1,3625;1,121875;1,132631579;1,121875;2015;;;;;;;
4;27;4;1,444791667;1,3625;1,121875;1,132631579;1,121875;1,098958333;2015;;;;;;;
5;28;4;1,3625;1,121875;1,132631579;1,121875;1,098958333;1,095833333;2015;;;;;;;
2;29;4;1,121875;1,132631579;1,121875;1,098958333;1,095833333;1,277083333;2015;;;;;;;
4;30;4;1,132631579;1,121875;1,098958333;1,095833333;1,277083333;1,334375;2015;;;;;;;
4;1;5;1,121875;1,098958333;1,095833333;1,277083333;1,334375;1,14375;2015;;;;;;;
2;2;5;1,098958333;1,095833333;1,277083333;1,334375;1,14375;0,769791667;2015;;;;;;;
2;3;5;1,095833333;1,277083333;1,334375;1,14375;0,769791667;0,8625;2015;;;;;;;
3;4;5;1,277083333;1,334375;1,14375;0,769791667;0,8625;0,715625;2015;;;;;;;
8;5;5;1,334375;1,14375;0,769791667;0,8625;0,715625;0,701041667;2015;;;;;;;
6;6;5;1,14375;0,769791667;0,8625;0,715625;0,701041667;0,886746988;2015;;;;;;;
1;7;5;0,769791667;0,8625;0,715625;0,701041667;0,886746988;0,811111111;2015;;;;;;;
1;8;5;0,8625;0,715625;0,701041667;0,886746988;0,811111111;0,755555556;2015;;;;;;;
3;9;5;0,715625;0,701041667;0,886746988;0,811111111;0,755555556;0,698823529;2015;;;;;;;
0;10;5;0,701041667;0,886746988;0,811111111;0,755555556;0,698823529;0,713541667;2015;;;;;;;
2;11;5;0,886746988;0,811111111;0,755555556;0,698823529;0,713541667;0,680208333;2015;;;;;;;
3;12;5;0,811111111;0,755555556;0,698823529;0,713541667;0,680208333;0,729166667;2015;;;;;;;
5;13;5;0,755555556;0,698823529;0,713541667;0,680208333;0,729166667;0,809375;2015;;;;;;;
5;14;5;0,698823529;0,713541667;0,680208333;0,729166667;0,809375;0,712631579;2015;;;;;;;
5;15;5;0,713541667;0,680208333;0,729166667;0,809375;0,712631579;0,775;2015;;;;;;;
3;16;5;0,680208333;0,729166667;0,809375;0,712631579;0,775;0,715625;2015;;;;;;;
3;17;5;0,729166667;0,809375;0,712631579;0,775;0,715625;0,757291667;2015;;;;;;;
0;18;5;0,809375;0,712631579;0,775;0,715625;0,757291667;0,757291667;2015;;;;;;;
4;19;5;0,712631579;0,775;0,715625;0,757291667;0,757291667;0,704166667;2015;;;;;;;
1;20;5;0,775;0,715625;0,757291667;0,757291667;0,704166667;0,809375;2015;;;;;;;
5;21;5;0,715625;0,757291667;0,757291667;0,704166667;0,809375;0,780208333;2015;;;;;;;
4;22;5;0,757291667;0,757291667;0,704166667;0,809375;0,780208333;0,778125;2015;;;;;;;
0;23;5;0,757291667;0,704166667;0,809375;0,780208333;0,778125;0,786458333;2015;;;;;;;
3;24;5;0,704166667;0,809375;0,780208333;0,778125;0,786458333;0,757291667;2015;;;;;;;
4;25;5;0,809375;0,780208333;0,778125;0,786458333;0,757291667;0,686458333;2015;;;;;;;
5;26;5;0,780208333;0,778125;0,786458333;0,757291667;0,686458333;0,7125;2015;;;;;;;
1;27;5;0,778125;0,786458333;0,757291667;0,686458333;0,7125;0,739583333;2015;;;;;;;
4;28;5;0,786458333;0,757291667;0,686458333;0,7125;0,739583333;0,672916667;2015;;;;;;;
7;29;5;0,757291667;0,686458333;0,7125;0,739583333;0,672916667;0,815625;2015;;;;;;;
2;30;5;0,686458333;0,7125;0,739583333;0,672916667;0,815625;0,978125;2015;;;;;;;
2;31;5;0,7125;0,739583333;0,672916667;0,815625;0,978125;0,942708333;2015;;;;;;;
2;1;6;0,739583333;0,672916667;0,815625;0,978125;0,942708333;0,911458333;2015;;;;;;;
3;2;6;0,672916667;0,815625;0,978125;0,942708333;0,911458333;0,778125;2015;;;;;;;
4;3;6;0,815625;0,978125;0,942708333;0,911458333;0,778125;0,821875;2015;;;;;;;
6;4;6;0,978125;0,942708333;0,911458333;0,778125;0,821875;0,803125;2015;;;;;;;
5;5;6;0,942708333;0,911458333;0,778125;0,821875;0,803125;0,873958333;2015;;;;;;;
4;6;6;0,911458333;0,778125;0,821875;0,803125;0,873958333;0,820833333;2015;;;;;;;
2;7;6;0,778125;0,821875;0,803125;0,873958333;0,820833333;0,75;2015;;;;;;;
4;8;6;0,821875;0,803125;0,873958333;0,820833333;0,75;0,68125;2015;;;;;;;
2;9;6;0,803125;0,873958333;0,820833333;0,75;0,68125;0,658333333;2015;;;;;;;
6;10;6;0,873958333;0,820833333;0,75;0,68125;0,658333333;0,635416667;2015;;;;;;;
3;11;6;0,820833333;0,75;0,68125;0,658333333;0,635416667;0,707291667;2015;;;;;;;
5;12;6;0,75;0,68125;0,658333333;0,635416667;0,707291667;0,641666667;2015;;;;;;;
3;13;6;0,68125;0,658333333;0,635416667;0,707291667;0,641666667;0,7125;2015;;;;;;;
2;14;6;0,658333333;0,635416667;0,707291667;0,641666667;0,7125;0,66875;2015;;;;;;;
4;15;6;0,635416667;0,707291667;0,641666667;0,7125;0,66875;0,559375;2015;;;;;;;
1;16;6;0,707291667;0,641666667;0,7125;0,66875;0,559375;0,511458333;2015;;;;;;;
6;17;6;0,641666667;0,7125;0,66875;0,559375;0,511458333;0,645833333;2015;;;;;;;
6;18;6;0,7125;0,66875;0,559375;0,511458333;0,645833333;0,6375;2015;;;;;;;
4;19;6;0,66875;0,559375;0,511458333;0,645833333;0,6375;0,571875;2015;;;;;;;
2;20;6;0,559375;0,511458333;0,645833333;0,6375;0,571875;0,620833333;2015;;;;;;;
2;21;6;0,511458333;0,645833333;0,6375;0,571875;0,620833333;0,711458333;2015;;;;;;;
3;22;6;0,645833333;0,6375;0,571875;0,620833333;0,711458333;0,69375;2015;;;;;;;
2;23;6;0,6375;0,571875;0,620833333;0,711458333;0,69375;0,623958333;2015;;;;;;;
4;24;6;0,571875;0,620833333;0,711458333;0,69375;0,623958333;0,733333333;2015;;;;;;;
1;25;6;0,620833333;0,711458333;0,69375;0,623958333;0,733333333;0,739583333;2015;;;;;;;
3;26;6;0,711458333;0,69375;0,623958333;0,733333333;0,739583333;0,766666667;2015;;;;;;;
2;27;6;0,69375;0,623958333;0,733333333;0,739583333;0,766666667;0,776041667;2015;;;;;;;
3;28;6;0,623958333;0,733333333;0,739583333;0,766666667;0,776041667;0,797916667;2015;;;;;;;
4;29;6;0,733333333;0,739583333;0,766666667;0,776041667;0,797916667;0,75;2015;;;;;;;
9;30;6;0,739583333;0,766666667;0,776041667;0,797916667;0,75;0,791666667;2015;;;;;;;
5;1;7;0,766666667;0,776041667;0,797916667;0,75;0,791666667;0,914583333;2015;;;;;;;
0;2;7;0,776041667;0,797916667;0,75;0,791666667;0,914583333;0,88125;2015;;;;;;;
2;3;7;0,797916667;0,75;0,791666667;0,914583333;0,88125;0,755208333;2015;;;;;;;
4;4;7;0,75;0,791666667;0,914583333;0,88125;0,755208333;0,752083333;2015;;;;;;;
2;5;7;0,791666667;0,914583333;0,88125;0,755208333;0,752083333;0,714736842;2015;;;;;;;
4;6;7;0,914583333;0,88125;0,755208333;0,752083333;0,714736842;0,747916667;2015;;;;;;;
6;7;7;0,88125;0,755208333;0,752083333;0,714736842;0,747916667;0,75;2015;;;;;;;
3;8;7;0,755208333;0,752083333;0,714736842;0,747916667;0,75;0,811458333;2015;;;;;;;
4;9;7;0,752083333;0,714736842;0,747916667;0,75;0,811458333;0,819791667;2015;;;;;;;
6;10;7;0,714736842;0,747916667;0,75;0,811458333;0,819791667;0,886458333;2015;;;;;;;
2;11;7;0,747916667;0,75;0,811458333;0,819791667;0,886458333;0,890625;2015;;;;;;;
3;12;7;0,75;0,811458333;0,819791667;0,886458333;0,890625;0,80625;2015;;;;;;;
1;13;7;0,811458333;0,819791667;0,886458333;0,890625;0,80625;0,775;2015;;;;;;;
1;14;7;0,819791667;0,886458333;0,890625;0,80625;0,775;0,710416667;2015;;;;;;;
5;15;7;0,886458333;0,890625;0,80625;0,775;0,710416667;0,788541667;2015;;;;;;;
2;16;7;0,890625;0,80625;0,775;0,710416667;0,788541667;0,877083333;2015;;;;;;;
4;17;7;0,80625;0,775;0,710416667;0,788541667;0,877083333;0,9125;2015;;;;;;;
2;18;7;0,775;0,710416667;0,788541667;0,877083333;0,9125;0,751041667;2015;;;;;;;
3;19;7;0,710416667;0,788541667;0,877083333;0,9125;0,751041667;0,802083333;2015;;;;;;;
2;20;7;0,788541667;0,877083333;0,9125;0,751041667;0,802083333;0,651351351;2015;;;;;;;
4;21;7;0,877083333;0,9125;0,751041667;0,802083333;0,651351351;0,588888889;2015;;;;;;;
3;22;7;0,9125;0,751041667;0,802083333;0,651351351;0,588888889;0,724390244;2015;;;;;;;
2;23;7;0,751041667;0,802083333;0,651351351;0,588888889;0,724390244;0,79893617;2015;;;;;;;
2;24;7;0,802083333;0,651351351;0,588888889;0,724390244;0,79893617;0,76875;2015;;;;;;;
0;25;7;0,651351351;0,588888889;0,724390244;0,79893617;0,76875;0,8125;2015;;;;;;;
1;26;7;0,588888889;0,724390244;0,79893617;0,76875;0,8125;0,774736842;2015;;;;;;;
4;27;7;0,724390244;0,79893617;0,76875;0,8125;0,774736842;0,797916667;2015;;;;;;;
0;28;7;0,79893617;0,76875;0,8125;0,774736842;0,797916667;0,736458333;2015;;;;;;;
4;29;7;0,76875;0,8125;0,774736842;0,797916667;0,736458333;0,859375;2015;;;;;;;
3;30;7;0,8125;0,774736842;0,797916667;0,736458333;0,859375;0,852083333;2015;;;;;;;
4;31;7;0,774736842;0,797916667;0,736458333;0,859375;0,852083333;0,870833333;2015;;;;;;;
9;1;8;0,797916667;0,736458333;0,859375;0,852083333;0,870833333;0,892708333;2015;;;;;;;
1;2;8;0,736458333;0,859375;0,852083333;0,870833333;0,892708333;0,873404255;2015;;;;;;;
1;3;8;0,859375;0,852083333;0,870833333;0,892708333;0,873404255;0,779166667;2015;;;;;;;
