COUNT;DAY;MONTH;Valore;Valore;Valore;Valore;Valore;Valore;YEAR;;;;;;;;
2;5;3;75,74375;129,38125;91,4328125;109,5427083;123,9088542;163,3385417;2015;;;;;;;;
3;6;3;129,38125;91,4328125;109,5427083;123,9088542;163,3385417;183,259375;2015;;;;;;;;
2;7;3;91,4328125;109,5427083;123,9088542;163,3385417;183,259375;100,1296875;2015;;;;;;;;
3;8;3;109,5427083;123,9088542;163,3385417;183,259375;100,1296875;145,4119792;2015;;;;;;;;
4;9;3;123,9088542;163,3385417;183,259375;100,1296875;145,4119792;75,665625;2015;;;;;;;;
5;10;3;163,3385417;183,259375;100,1296875;145,4119792;75,665625;52,2046875;2015;;;;;;;;
10;11;3;183,259375;100,1296875;145,4119792;75,665625;52,2046875;93,325;2015;;;;;;;;
3;12;3;100,1296875;145,4119792;75,665625;52,2046875;93,325;132,8395833;2015;;;;;;;;
4;13;3;145,4119792;75,665625;52,2046875;93,325;132,8395833;157,4020833;2015;;;;;;;;
4;14;3;75,665625;52,2046875;93,325;132,8395833;157,4020833;131,5244792;2015;;;;;;;;
3;15;3;52,2046875;93,325;132,8395833;157,4020833;131,5244792;98,06387435;2015;;;;;;;;
4;16;3;93,325;132,8395833;157,4020833;131,5244792;98,06387435;68,790625;2015;;;;;;;;
3;17;3;132,8395833;157,4020833;131,5244792;98,06387435;68,790625;62,27135417;2015;;;;;;;;
5;18;3;157,4020833;131,5244792;98,06387435;68,790625;62,27135417;126,5005208;2015;;;;;;;;
5;19;3;131,5244792;98,06387435;68,790625;62,27135417;126,5005208;109,4802083;2015;;;;;;;;
2;20;3;98,06387435;68,790625;62,27135417;126,5005208;109,4802083;94,27239583;2015;;;;;;;;
2;21;3;68,790625;62,27135417;126,5005208;109,4802083;94,27239583;85,84583333;2015;;;;;;;;
2;22;3;62,27135417;126,5005208;109,4802083;94,27239583;85,84583333;75,59583333;2015;;;;;;;;
11;23;3;126,5005208;109,4802083;94,27239583;85,84583333;75,59583333;88,27604167;2015;;;;;;;;
10;24;3;109,4802083;94,27239583;85,84583333;75,59583333;88,27604167;80,23697917;2015;;;;;;;;
1;25;3;94,27239583;85,84583333;75,59583333;88,27604167;80,23697917;85,74114583;2015;;;;;;;;
1;26;3;85,84583333;75,59583333;88,27604167;80,23697917;85,74114583;74,19270833;2015;;;;;;;;
1;27;3;75,59583333;88,27604167;80,23697917;85,74114583;74,19270833;44,66230366;2015;;;;;;;;
8;28;3;88,27604167;80,23697917;85,74114583;74,19270833;44,66230366;79,64375;2015;;;;;;;;
4;29;3;80,23697917;85,74114583;74,19270833;44,66230366;79,64375;57,6078125;2015;;;;;;;;
1;30;3;85,74114583;74,19270833;44,66230366;79,64375;57,6078125;44,5984375;2015;;;;;;;;
7;31;3;74,19270833;44,66230366;79,64375;57,6078125;44,5984375;34,56568047;2015;;;;;;;;
5;1;4;44,66230366;79,64375;57,6078125;44,5984375;34,56568047;38,94712042;2015;;;;;;;;
2;2;4;79,64375;57,6078125;44,5984375;34,56568047;38,94712042;70,82604167;2015;;;;;;;;
3;3;4;57,6078125;44,5984375;34,56568047;38,94712042;70,82604167;129,215625;2015;;;;;;;;
3;4;4;44,5984375;34,56568047;38,94712042;70,82604167;129,215625;121,0096591;2015;;;;;;;;
0;5;4;34,56568047;38,94712042;70,82604167;129,215625;121,0096591;95,11190476;2015;;;;;;;;
3;6;4;38,94712042;70,82604167;129,215625;121,0096591;95,11190476;60,64166667;2015;;;;;;;;
8;7;4;70,82604167;129,215625;121,0096591;95,11190476;60,64166667;63,71964286;2015;;;;;;;;
3;8;4;129,215625;121,0096591;95,11190476;60,64166667;63,71964286;110,9095238;2015;;;;;;;;
5;9;4;121,0096591;95,11190476;60,64166667;63,71964286;110,9095238;114,129878;2015;;;;;;;;
4;10;4;95,11190476;60,64166667;63,71964286;110,9095238;114,129878;93,08024691;2015;;;;;;;;
6;11;4;60,64166667;63,71964286;110,9095238;114,129878;93,08024691;65,72528736;2015;;;;;;;;
3;12;4;63,71964286;110,9095238;114,129878;93,08024691;65,72528736;77,25677083;2015;;;;;;;;
4;13;4;110,9095238;114,129878;93,08024691;65,72528736;77,25677083;67,30160428;2015;;;;;;;;
4;14;4;114,129878;93,08024691;65,72528736;77,25677083;67,30160428;38,94497354;2015;;;;;;;;
3;15;4;93,08024691;65,72528736;77,25677083;67,30160428;38,94497354;105,3823529;2015;;;;;;;;
4;16;4;65,72528736;77,25677083;67,30160428;38,94497354;105,3823529;122,3732984;2015;;;;;;;;
3;17;4;77,25677083;67,30160428;38,94497354;105,3823529;122,3732984;97,53406593;2015;;;;;;;;
0;18;4;67,30160428;38,94497354;105,3823529;122,3732984;97,53406593;43,45416667;2015;;;;;;;;
2;19;4;38,94497354;105,3823529;122,3732984;97,53406593;43,45416667;53,5988024;2015;;;;;;;;
2;20;4;105,3823529;122,3732984;97,53406593;43,45416667;53,5988024;50,21793103;2015;;;;;;;;
4;21;4;122,3732984;97,53406593;43,45416667;53,5988024;50,21793103;56,57569444;2015;;;;;;;;
4;22;4;97,53406593;43,45416667;53,5988024;50,21793103;56,57569444;74,78888889;2015;;;;;;;;
4;23;4;43,45416667;53,5988024;50,21793103;56,57569444;74,78888889;73,58402778;2015;;;;;;;;
3;24;4;53,5988024;50,21793103;56,57569444;74,78888889;73,58402778;73,77083333;2015;;;;;;;;
2;25;4;50,21793103;56,57569444;74,78888889;73,58402778;73,77083333;61,08601399;2015;;;;;;;;
4;26;4;56,57569444;74,78888889;73,58402778;73,77083333;61,08601399;64,35347222;2015;;;;;;;;
4;27;4;74,78888889;73,58402778;73,77083333;61,08601399;64,35347222;45,63055556;2015;;;;;;;;
5;28;4;73,58402778;73,77083333;61,08601399;64,35347222;45,63055556;53,71805556;2015;;;;;;;;
2;29;4;73,77083333;61,08601399;64,35347222;45,63055556;53,71805556;92,53888889;2015;;;;;;;;
4;30;4;61,08601399;64,35347222;45,63055556;53,71805556;92,53888889;83,09444444;2015;;;;;;;;
4;1;5;64,35347222;45,63055556;53,71805556;92,53888889;83,09444444;94,38472222;2015;;;;;;;;
2;2;5;45,63055556;53,71805556;92,53888889;83,09444444;94,38472222;69,72777778;2015;;;;;;;;
2;3;5;53,71805556;92,53888889;83,09444444;94,38472222;69,72777778;93,12430556;2015;;;;;;;;
3;4;5;92,53888889;83,09444444;94,38472222;69,72777778;93,12430556;71,62222222;2015;;;;;;;;
8;5;5;83,09444444;94,38472222;69,72777778;93,12430556;71,62222222;66,35594406;2015;;;;;;;;
6;6;5;94,38472222;69,72777778;93,12430556;71,62222222;66,35594406;96,48857143;2015;;;;;;;;
1;7;5;69,72777778;93,12430556;71,62222222;66,35594406;96,48857143;71,61699346;2015;;;;;;;;
1;8;5;93,12430556;71,62222222;66,35594406;96,48857143;71,61699346;60,61488095;2015;;;;;;;;
3;9;5;71,62222222;66,35594406;96,48857143;71,61699346;60,61488095;42,22944444;2015;;;;;;;;
0;10;5;66,35594406;96,48857143;71,61699346;60,61488095;42,22944444;46,71302083;2015;;;;;;;;
2;11;5;96,48857143;71,61699346;60,61488095;42,22944444;46,71302083;36,16354167;2015;;;;;;;;
3;12;5;71,61699346;60,61488095;42,22944444;46,71302083;36,16354167;41,95833333;2015;;;;;;;;
5;13;5;60,61488095;42,22944444;46,71302083;36,16354167;41,95833333;59,07;2015;;;;;;;;
5;14;5;42,22944444;46,71302083;36,16354167;41,95833333;59,07;47,32619048;2015;;;;;;;;
5;15;5;46,71302083;36,16354167;41,95833333;59,07;47,32619048;61,83095238;2015;;;;;;;;
3;16;5;36,16354167;41,95833333;59,07;47,32619048;61,83095238;62,12083333;2015;;;;;;;;
3;17;5;41,95833333;59,07;47,32619048;61,83095238;62,12083333;50,47321429;2015;;;;;;;;
0;18;5;59,07;47,32619048;61,83095238;62,12083333;50,47321429;54,98035714;2015;;;;;;;;
4;19;5;47,32619048;61,83095238;62,12083333;50,47321429;54,98035714;36,02440476;2015;;;;;;;;
1;20;5;61,83095238;62,12083333;50,47321429;54,98035714;36,02440476;64,15586592;2015;;;;;;;;
5;21;5;62,12083333;50,47321429;54,98035714;36,02440476;64,15586592;56,43333333;2015;;;;;;;;
4;22;5;50,47321429;54,98035714;36,02440476;64,15586592;56,43333333;60,925;2015;;;;;;;;
0;23;5;54,98035714;36,02440476;64,15586592;56,43333333;60,925;54,115625;2015;;;;;;;;
3;24;5;36,02440476;64,15586592;56,43333333;60,925;54,115625;55,90677083;2015;;;;;;;;
4;25;5;64,15586592;56,43333333;60,925;54,115625;55,90677083;31,69479167;2015;;;;;;;;
5;26;5;56,43333333;60,925;54,115625;55,90677083;31,69479167;36,90520833;2015;;;;;;;;
1;27;5;60,925;54,115625;55,90677083;31,69479167;36,90520833;44,4890625;2015;;;;;;;;
4;28;5;54,115625;55,90677083;31,69479167;36,90520833;44,4890625;38,590625;2015;;;;;;;;
7;29;5;55,90677083;31,69479167;36,90520833;44,4890625;38,590625;60,89635417;2015;;;;;;;;
2;30;5;31,69479167;36,90520833;44,4890625;38,590625;60,89635417;90,83229167;2015;;;;;;;;
2;31;5;36,90520833;44,4890625;38,590625;60,89635417;90,83229167;78,34791667;2015;;;;;;;;
2;1;6;44,4890625;38,590625;60,89635417;90,83229167;78,34791667;56,27674419;2015;;;;;;;;
3;2;6;38,590625;60,89635417;90,83229167;78,34791667;56,27674419;38,1202381;2015;;;;;;;;
4;3;6;60,89635417;90,83229167;78,34791667;56,27674419;38,1202381;52,60654762;2015;;;;;;;;
6;4;6;90,83229167;78,34791667;56,27674419;38,1202381;52,60654762;49,69166667;2015;;;;;;;;
5;5;6;78,34791667;56,27674419;38,1202381;52,60654762;49,69166667;51,86703911;2015;;;;;;;;
4;6;6;56,27674419;38,1202381;52,60654762;49,69166667;51,86703911;75,12011834;2015;;;;;;;;
2;7;6;38,1202381;52,60654762;49,69166667;51,86703911;75,12011834;71,15026178;2015;;;;;;;;
4;8;6;52,60654762;49,69166667;51,86703911;75,12011834;71,15026178;52,2546875;2015;;;;;;;;
2;9;6;49,69166667;51,86703911;75,12011834;71,15026178;52,2546875;51,69166667;2015;;;;;;;;
6;10;6;51,86703911;75,12011834;71,15026178;52,2546875;51,69166667;46,8109375;2015;;;;;;;;
3;11;6;75,12011834;71,15026178;52,2546875;51,69166667;46,8109375;64,92760417;2015;;;;;;;;
5;12;6;71,15026178;52,2546875;51,69166667;46,8109375;64,92760417;55,81413613;2015;;;;;;;;
3;13;6;52,2546875;51,69166667;46,8109375;64,92760417;55,81413613;60,27916667;2015;;;;;;;;
2;14;6;51,69166667;46,8109375;64,92760417;55,81413613;60,27916667;58,88229167;2015;;;;;;;;
4;15;6;46,8109375;64,92760417;55,81413613;60,27916667;58,88229167;37,95;2015;;;;;;;;
1;16;6;64,92760417;55,81413613;60,27916667;58,88229167;37,95;33,35416667;2015;;;;;;;;
6;17;6;55,81413613;60,27916667;58,88229167;37,95;33,35416667;55,571875;2015;;;;;;;;
6;18;6;60,27916667;58,88229167;37,95;33,35416667;55,571875;55,05052083;2015;;;;;;;;
4;19;6;58,88229167;37,95;33,35416667;55,571875;55,05052083;41,86354167;2015;;;;;;;;
2;20;6;37,95;33,35416667;55,571875;55,05052083;41,86354167;56,2953125;2015;;;;;;;;
2;21;6;33,35416667;55,571875;55,05052083;41,86354167;56,2953125;64,82395833;2015;;;;;;;;
3;22;6;55,571875;55,05052083;41,86354167;56,2953125;64,82395833;52,1109375;2015;;;;;;;;
2;23;6;55,05052083;41,86354167;56,2953125;64,82395833;52,1109375;35,35088757;2015;;;;;;;;
4;24;6;41,86354167;56,2953125;64,82395833;52,1109375;35,35088757;54,02321429;2015;;;;;;;;
1;25;6;56,2953125;64,82395833;52,1109375;35,35088757;54,02321429;54,05649718;2015;;;;;;;;
3;26;6;64,82395833;52,1109375;35,35088757;54,02321429;54,05649718;58,15364583;2015;;;;;;;;
2;27;6;52,1109375;35,35088757;54,02321429;54,05649718;58,15364583;55,69322917;2015;;;;;;;;
3;28;6;35,35088757;54,02321429;54,05649718;58,15364583;55,69322917;56,3890625;2015;;;;;;;;
4;29;6;54,02321429;54,05649718;58,15364583;55,69322917;56,3890625;43,90320856;2015;;;;;;;;
9;30;6;54,05649718;58,15364583;55,69322917;56,3890625;43,90320856;44,58571429;2015;;;;;;;;
5;1;7;58,15364583;55,69322917;56,3890625;43,90320856;44,58571429;58,24759036;2015;;;;;;;;
0;2;7;55,69322917;56,3890625;43,90320856;44,58571429;58,24759036;48,08194444;2015;;;;;;;;
2;3;7;56,3890625;43,90320856;44,58571429;58,24759036;48,08194444;34,86776316;2015;;;;;;;;
4;4;7;43,90320856;44,58571429;58,24759036;48,08194444;34,86776316;46,76904762;2015;;;;;;;;
2;5;7;44,58571429;58,24759036;48,08194444;34,86776316;46,76904762;48,83832335;2015;;;;;;;;
4;6;7;58,24759036;48,08194444;34,86776316;46,76904762;48,83832335;46,27738095;2015;;;;;;;;
6;7;7;48,08194444;34,86776316;46,76904762;48,83832335;46,27738095;34,35;2015;;;;;;;;
3;8;7;34,86776316;46,76904762;48,83832335;46,27738095;34,35;50,27797619;2015;;;;;;;;
4;9;7;46,76904762;48,83832335;46,27738095;34,35;50,27797619;49,3077381;2015;;;;;;;;
6;10;7;48,83832335;46,27738095;34,35;50,27797619;49,3077381;56,5952381;2015;;;;;;;;
2;11;7;46,27738095;34,35;50,27797619;49,3077381;56,5952381;51,02380952;2015;;;;;;;;
3;12;7;34,35;50,27797619;49,3077381;56,5952381;51,02380952;54,35535714;2015;;;;;;;;
1;13;7;50,27797619;49,3077381;56,5952381;51,02380952;54,35535714;43,82447917;2015;;;;;;;;
1;14;7;49,3077381;56,5952381;51,02380952;54,35535714;43,82447917;29,2359375;2015;;;;;;;;
5;15;7;56,5952381;51,02380952;54,35535714;43,82447917;29,2359375;34,02956989;2015;;;;;;;;
2;16;7;51,02380952;54,35535714;43,82447917;29,2359375;34,02956989;55,96612903;2015;;;;;;;;
4;17;7;54,35535714;43,82447917;29,2359375;34,02956989;55,96612903;63,2393617;2015;;;;;;;;
2;18;7;43,82447917;29,2359375;34,02956989;55,96612903;63,2393617;40,33035714;2015;;;;;;;;
3;19;7;29,2359375;34,02956989;55,96612903;63,2393617;40,33035714;46,17738095;2015;;;;;;;;
2;20;7;34,02956989;55,96612903;63,2393617;40,33035714;46,17738095;29,8739726;2015;;;;;;;;
4;21;7;55,96612903;63,2393617;40,33035714;46,17738095;29,8739726;30,78402778;2015;;;;;;;;
3;22;7;63,2393617;40,33035714;46,17738095;29,8739726;30,78402778;36,02467532;2015;;;;;;;;
2;23;7;40,33035714;46,17738095;29,8739726;30,78402778;36,02467532;40,8439759;2015;;;;;;;;
2;24;7;46,17738095;29,8739726;30,78402778;36,02467532;40,8439759;37,70714286;2015;;;;;;;;
0;25;7;29,8739726;30,78402778;36,02467532;40,8439759;37,70714286;43,27916667;2015;;;;;;;;
1;26;7;30,78402778;36,02467532;40,8439759;37,70714286;43,27916667;41,34166667;2015;;;;;;;;
4;27;7;36,02467532;40,8439759;37,70714286;43,27916667;41,34166667;47,2125;2015;;;;;;;;
0;28;7;40,8439759;37,70714286;43,27916667;41,34166667;47,2125;33,12604167;2015;;;;;;;;
4;29;7;37,70714286;43,27916667;41,34166667;47,2125;33,12604167;55,74375;2015;;;;;;;;
3;30;7;43,27916667;41,34166667;47,2125;33,12604167;55,74375;55,32552083;2015;;;;;;;;
4;31;7;41,34166667;47,2125;33,12604167;55,74375;55,32552083;57,33697917;2015;;;;;;;;
9;1;8;47,2125;33,12604167;55,74375;55,32552083;57,33697917;63,39739583;2015;;;;;;;;
1;2;8;33,12604167;55,74375;55,32552083;57,33697917;63,39739583;61,45081081;2015;;;;;;;;
1;3;8;55,74375;55,32552083;57,33697917;63,39739583;61,45081081;44,39011628;2015;;;;;;;;
3;4;8;55,32552083;57,33697917;63,39739583;61,45081081;44,39011628;32,18113208;2015;;;;;;;;
3;5;8;57,33697917;63,39739583;61,45081081;44,39011628;32,18113208;37,44230769;2015;;;;;;;;
2;6;8;63,39739583;61,45081081;44,39011628;32,18113208;37,44230769;51,91024096;2015;;;;;;;;
1;7;8;61,45081081;44,39011628;32,18113208;37,44230769;51,91024096;67,07142857;2015;;;;;;;;
2;8;8;44,39011628;32,18113208;37,44230769;51,91024096;67,07142857;59,31547619;2015;;;;;;;;
2;9;8;32,18113208;37,44230769;51,91024096;67,07142857;59,31547619;50,16488095;2015;;;;;;;;
1;10;8;37,44230769;51,91024096;67,07142857;59,31547619;50,16488095;30,87083333;2015;;;;;;;;
4;11;8;51,91024096;67,07142857;59,31547619;50,16488095;30,87083333;24,1625;2015;;;;;;;;
2;12;8;67,07142857;59,31547619;50,16488095;30,87083333;24,1625;29,8672619;2015;;;;;;;;
1;13;8;59,31547619;50,16488095;30,87083333;24,1625;29,8672619;34,15568182;2015;;;;;;;;
0;14;8;50,16488095;30,87083333;24,1625;29,8672619;34,15568182;32,30575916;2015;;;;;;;;
4;15;8;30,87083333;24,1625;29,8672619;34,15568182;32,30575916;40,434375;2015;;;;;;;;
0;16;8;24,1625;29,8672619;34,15568182;32,30575916;40,434375;32,22604167;2015;;;;;;;;
4;17;8;29,8672619;34,15568182;32,30575916;40,434375;32,22604167;30,99479167;2015;;;;;;;;
1;18;8;34,15568182;32,30575916;40,434375;32,22604167;30,99479167;36,121875;2015;;;;;;;;
4;19;8;32,30575916;40,434375;32,22604167;30,99479167;36,121875;43,4625;2015;;;;;;;;
4;20;8;40,434375;32,22604167;30,99479167;36,121875;43,4625;37,81145833;2015;;;;;;;;
2;21;8;32,22604167;30,99479167;36,121875;43,4625;37,81145833;54,5265625;2015;;;;;;;;
3;22;8;30,99479167;36,121875;43,4625;37,81145833;54,5265625;65,68645833;2015;;;;;;;;
4;23;8;36,121875;43,4625;37,81145833;54,5265625;65,68645833;72,64114583;2015;;;;;;;;
1;24;8;43,4625;37,81145833;54,5265625;65,68645833;72,64114583;65,821875;2015;;;;;;;;
0;25;8;37,81145833;54,5265625;65,68645833;72,64114583;65,821875;63,64010417;2015;;;;;;;;
1;26;8;54,5265625;65,68645833;72,64114583;65,821875;63,64010417;74,3671875;2015;;;;;;;;
2;27;8;65,68645833;72,64114583;65,821875;63,64010417;74,3671875;60,11145833;2015;;;;;;;;
4;28;8;72,64114583;65,821875;63,64010417;74,3671875;60,11145833;49,32604167;2015;;;;;;;;
2;29;8;65,821875;63,64010417;74,3671875;60,11145833;49,32604167;51,61302083;2015;;;;;;;;
0;30;8;63,64010417;74,3671875;60,11145833;49,32604167;51,61302083;53,47277487;2015;;;;;;;;
5;31;8;74,3671875;60,11145833;49,32604167;51,61302083;53,47277487;45,38125;2015;;;;;;;;
2;1;9;60,11145833;49,32604167;51,61302083;53,47277487;45,38125;47,803125;2015;;;;;;;;
4;2;9;49,32604167;51,61302083;53,47277487;45,38125;47,803125;81,61197917;2015;;;;;;;;
3;3;9;51,61302083;53,47277487;45,38125;47,803125;81,61197917;73,1265625;2015;;;;;;;;
5;4;9;53,47277487;45,38125;47,803125;81,61197917;73,1265625;75,1265625;2015;;;;;;;;
1;5;9;45,38125;47,803125;81,61197917;73,1265625;75,1265625;64,17239583;2015;;;;;;;;
2;6;9;47,803125;81,61197917;73,1265625;75,1265625;64,17239583;61,47239583;2015;;;;;;;;
2;7;9;81,61197917;73,1265625;75,1265625;64,17239583;61,47239583;72,19895833;2015;;;;;;;;
1;8;9;73,1265625;75,1265625;64,17239583;61,47239583;72,19895833;49,17708333;2015;;;;;;;;
2;9;9;75,1265625;64,17239583;61,47239583;72,19895833;49,17708333;58,946875;2015;;;;;;;;
2;10;9;64,17239583;61,47239583;72,19895833;49,17708333;58,946875;80,7203125;2015;;;;;;;;
5;11;9;61,47239583;72,19895833;49,17708333;58,946875;80,7203125;124,8796875;2015;;;;;;;;
6;12;9;72,19895833;49,17708333;58,946875;80,7203125;124,8796875;106,6010471;2015;;;;;;;;
3;13;9;49,17708333;58,946875;80,7203125;124,8796875;106,6010471;90,21510417;2015;;;;;;;;
4;14;9;58,946875;80,7203125;124,8796875;106,6010471;90,21510417;58,17135417;2015;;;;;;;;
3;15;9;80,7203125;124,8796875;106,6010471;90,21510417;58,17135417;53,58177083;2015;;;;;;;;
3;16;9;124,8796875;106,6010471;90,21510417;58,17135417;53,58177083;98,0625;2015;;;;;;;;
6;17;9;106,6010471;90,21510417;58,17135417;53,58177083;98,0625;71,36701571;2015;;;;;;;;
3;18;9;90,21510417;58,17135417;53,58177083;98,0625;71,36701571;80,74635417;2015;;;;;;;;
3;19;9;58,17135417;53,58177083;98,0625;71,36701571;80,74635417;121,5739583;2015;;;;;;;;
4;20;9;53,58177083;98,0625;71,36701571;80,74635417;121,5739583;131,70625;2015;;;;;;;;
5;21;9;98,0625;71,36701571;80,74635417;121,5739583;131,70625;76,89791667;2015;;;;;;;;
4;22;9;71,36701571;80,74635417;121,5739583;131,70625;76,89791667;52,3140625;2015;;;;;;;;
3;23;9;80,74635417;121,5739583;131,70625;76,89791667;52,3140625;61,5382199;2015;;;;;;;;
