0;358
1;341
2;268
3;295
4;281
5;369
6;628
7;1201
8;2069
9;2402
10;2030
11;1864
12;1868
13;1582
14;1280
15;1212
16;1396
17;1399
18;1353
19;1347
20;1151
21;892
22;672
23;499
