Valore
0,83441483198146
3,2986111111111085
4,496990740740737
9,461342592592601
7,3395809080325884
4,326218097447796
5,085995370370376
6,7850694444444395
5,719324796274728
10,036152954808804
8,39606481481482
8,834722222222227
6,184375
6,548667439165703
4,620023148148146
6,304307334109427
8,192093023255826
5,699652777777775
4,460995370370368
5,47476851851852
3,75891203703703
4,2104166666666725
5,888773148148153
5,652546296296294
6,844212962962966
5,689699074074072
3,272800925925922
3,4141203703703664
3,0312862108922394
3,367476851851848
2,9016203703703694
3,6247099767981448
4,301736111111107
3,3082175925925945
5,376851851851843
2,474074074074082
1,6892361111111138
2,8317129629629636
3,2354166666666635
3,8861111111111066
4,649652777777781
5,670370370370372
4,747337962962967
5,846064814814808
4,257754629629624
4,2663194444444414
7,445717592592599
9,017265353418317
6,745254629629629
6,209953703703699
6,869988412514486
5,899254658385096
6,79652777777777
7,251533742331293
7,587615740740741
9,387037037037041
8,032523148148139
8,32326388888889
8,62905092592594
9,005336426914152
9,748032407407392
10,423148148148153
8,61840277777778
9,493055555555552
8,541550925925915
8,433449074074069
8,357986111111106
7,795138888888882
9,828587962962965
12,683912037037055
10,880555555555551
10,442361111111106
9,814368482039402
9,868634259259263
7,62395833333333
9,776157407407393
10,816685979142525
12,013310185185198
12,486111111111107
11,513789107763618
8,943634259259266
11,278240740740753
12,039351851851855
10,240740740740755
11,99002320185614
14,737500000000026
14,081249999999999
13,8548611111111
15,703703703703715
17,489467592592575
14,87624565469292
13,983449074074057
13,21122685185186
10,274155995343422
8,513457076566132
9,782638888888878
11,4449074074074
12,902083333333334
15,001274623406728
15,808796296296295
15,122453703703705
16,464583333333355
18,886574074074066
19,79576783555017
19,234532374100716
17,456495098039216
14,090393518518503
14,119393939393937
11,870247933884283
13,963932448733432
17,524882629107974
19,040046296296303
17,532060185185184
17,352199074074072
15,206191588785044
15,697106481481477
13,514583333333329
16,46825028968715
15,568981481481481
15,47511574074073
13,651216685979147
17,53807870370369
17,34217844727693
19,038310185185203
19,789930555555582
20,843800695249133
20,49201388888891
19,965701042873714
20,56736111111111
22,053009259259262
22,0209733487833
22,653587962962973
22,665972222222234
22,313773148148115
18,407754629629622
19,432407407407418
22,76071842410197
22,847392815758973
21,393503480278437
16,20219907407407
13,843634259259264
15,617129629629655
15,74982415005862
18,11566125290024
20,033564814814834
18,289211136890966
18,769328703703682
19,573549883990726
20,539467592592604
20,88991888760139
20,568518518518516
22,594206257242217
24,21782407407409
25,57766203703703
27,394438006952534
28,207986111111108
28,628356481481482
27,801736111111115
24,742708333333365
23,839814814814822
23,348263888888876
25,294591346153844
