DAY;MONTH;YEAR;Valore
2;12;2015;64,0
3;12;2015;65,0
4;12;2015;59,5
5;12;2015;50,5
6;12;2015;69,0
7;12;2015;79,5
8;12;2015;62,0
9;12;2015;44,5
10;12;2015;50,0
11;12;2015;60,0
12;12;2015;66,5
13;12;2015;70,0
14;12;2015;84,5
15;12;2015;86,0
16;12;2015;82,0
17;12;2015;82,5
18;12;2015;69,0
19;12;2015;73,5
20;12;2015;74,5
21;12;2015;62,5
22;12;2015;62,0
23;12;2015;51,0
24;12;2015;51,5
25;12;2015;47,5
26;12;2015;50,0
27;12;2015;53,0
28;12;2015;69,0
29;12;2015;42,5
30;12;2015;27,5
31;12;2015;69,0
