Valore
76,99895470383284
68,94687500000002
60,901041666666664
82,44201388888895
83,93076923076922
77,34195804195805
50,97222222222223
72,30277777777776
62,144055944055935
65,55644599303137
68,2576388888889
89,50381944444445
18,76145833333333
15,046689895470381
18,04097222222222
11,135191637630662
45,76771929824561
59,49236111111111
39,909722222222236
74,61666666666666
8,851041666666667
12,901041666666668
79,56562500000001
90,35763888888889
101,97569444444444
96,15625000000001
52,78333333333333
94,20763888888888
21,27916666666667
91,90555555555555
99,8423611111111
115,59825174825171
117,39479166666666
22,201041666666672
38,973611111111104
5,451388888888889
19,662847222222222
56,80381944444444
100,80312500000001
123,24479166666667
128,0177083333333
120,26701388888887
112,21493055555555
37,013194444444444
12,273958333333335
11,77708333333333
41,46458333333335
121,802787456446
136,73263888888889
135,66805555555555
132,09721254355404
14,166319444444447
76,30486111111112
95,24409722222222
18,24930555555556
141,4920138888889
102,37152777777777
67,67604166666668
86,52048611111111
139,51958041958045
58,778124999999996
174,69930555555553
115,21666666666664
191,4642361111111
186,19097222222223
181,35451388888885
182,55729166666663
141,13715277777771
180,7423611111111
178,60347222222222
195,24965277777775
186,65243055555555
97,49270833333331
137,01388888888889
27,435069444444448
55,51597222222222
170,2871527777778
173,11527777777778
147,66458333333333
95,8048780487805
46,984375
199,68229166666663
78,81354166666668
38,84548611111111
93,83379790940768
248,5982638888889
238,12881944444447
174,69652777777776
213,50937499999998
238,10798611111113
260,0160278745645
251,51909722222223
222,2854166666667
124,43846153846157
81,27342657342659
255,20173611111113
260,640625
255,46701388888889
244,34041811846689
232,44444444444446
235,29409722222226
234,08784722222222
248,93888888888887
224,77247386759586
245,3309027777778
165,28437500000004
61,914236111111094
165,6128919860627
252,20972222222224
272,6468749999999
271,9545138888889
273,8059027777777
267,54340277777777
268,8218749999999
84,04513888888889
88,99444444444445
32,23090277777777
223,71324041811846
184,4347222222222
208,1871527777778
20,35296167247386
264,9381944444445
64,27152777777779
119,36527777777772
161,928125
172,98263888888889
231,41111111111115
203,6675958188153
248,0951388888888
296,04895833333325
272,7993055555555
268,21666666666664
222,7711805555556
284,8635416666666
154,1270833333333
291,14687499999997
281,5135888501742
291,9710801393729
197,3513888888889
132,71805555555554
149,25381944444447
170,57881944444443
159,60539568345325
262,9402097902098
301,98368055555557
195,91254355400696
310,3704861111112
313,53020833333335
284,6041666666667
270,3996515679443
174,07708333333332
250,7616724738676
313,1052083333334
