DAY;MONTH;YEAR;Valore
1;1;2015;51,57119565217391
2;1;2015;62,85625
3;1;2015;81,89843749999996
4;1;2015;57,468750000000036
5;1;2015;72,91562500000002
6;1;2015;72,63089005235601
7;1;2015;81,91822916666669
8;1;2015;75,1505208333333
9;1;2015;87,02968749999997
10;1;2015;59,09270833333331
11;1;2015;44,261780104712045
12;1;2015;81,14611111111115
13;1;2015;96,80595238095242
14;1;2015;92,84107142857141
15;1;2015;78,50595238095234
16;1;2015;63,31833333333329
17;1;2015;55,06627906976747
18;1;2015;61,53928571428575
19;1;2015;75,80624999999995
20;1;2015;71,50104166666661
21;1;2015;73,66145833333331
22;1;2015;57,32864583333332
23;1;2015;70,3880208333333
24;1;2015;85,87135416666666
25;1;2015;65,91302083333339
26;1;2015;73,77291666666666
27;1;2015;99,76210526315792
28;1;2015;86,88125000000002
29;1;2015;92,42812499999992
30;1;2015;68,2822916666667
31;1;2015;77,10677083333337
1;2;2015;66,83854166666667
2;2;2015;85,91666666666669
3;2;2015;77,50624999999998
4;2;2015;78,71666666666668
5;2;2015;65,428125
6;2;2015;78,92499999999998
7;2;2015;62,6036458333333
8;2;2015;53,75208333333333
9;2;2015;77,5645833333333
10;2;2015;98,24843749999997
11;2;2015;107,09479166666672
12;2;2015;109,87374301675979
13;2;2015;91,01270718232044
14;2;2015;69,4536458333333
15;2;2015;60,76562499999998
16;2;2015;84,44583333333333
17;2;2015;78,18802083333338
18;2;2015;73,13333333333331
19;2;2015;90,31822916666664
20;2;2015;85,4395833333333
21;2;2015;58,29635416666661
22;2;2015;44,83645833333333
23;2;2015;84,4520833333333
24;2;2015;80,5953125
25;2;2015;62,99218749999998
26;2;2015;75,13229166666672
27;2;2015;80,4130208333333
28;2;2015;76,82135416666667
1;3;2015;74,00885416666667
2;3;2015;70,33906250000003
3;3;2015;66,50312500000001
4;3;2015;62,2010416666667
5;3;2015;45,88177083333333
6;3;2015;71,32343750000005
7;3;2015;59,88906249999997
8;3;2015;65,97500000000001
9;3;2015;72,4072916666667
10;3;2015;84,53124999999999
11;3;2015;92,26874999999997
12;3;2015;62,12447916666661
13;3;2015;76,65312500000003
14;3;2015;53,64531250000001
15;3;2015;38,46979166666665
16;3;2015;61,90052083333334
17;3;2015;78,62291666666668
18;3;2015;71,8453125
19;3;2015;73,78906250000004
20;3;2015;67,94712041884817
21;3;2015;51,29374999999998
22;3;2015;44,5614583333333
23;3;2015;64,7919786096257
24;3;2015;71,325
25;3;2015;60,1708333333333
26;3;2015;50,43385416666669
27;3;2015;46,94739583333334
28;3;2015;56,26302083333329
29;3;2015;55,88593750000001
30;3;2015;48,22395833333334
31;3;2015;48,27291666666667
1;4;2015;30,54136125654452
2;4;2015;49,50729166666668
3;4;2015;41,90260416666668
4;4;2015;33,65885416666664
5;4;2015;24,39585798816568
6;4;2015;28,99947643979059
7;4;2015;48,47656249999995
8;4;2015;71,49843750000002
9;4;2015;73,8431818181818
10;4;2015;68,15773809523809
11;4;2015;46,85714285714282
12;4;2015;48,90059523809524
13;4;2015;71,20416666666662
14;4;2015;71,15121951219511
15;4;2015;67,99382716049378
16;4;2015;50,89137931034482
17;4;2015;57,16979166666669
18;4;2015;42,833155080213935
19;4;2015;29,307407407407442
20;4;2015;64,78288770053474
21;4;2015;75,52670157068061
22;4;2015;63,040659340659325
23;4;2015;33,51249999999998
24;4;2015;41,375449101796406
25;4;2015;39,42206896551722
26;4;2015;41,945138888888884
27;4;2015;48,945138888888856
28;4;2015;43,570138888888856
29;4;2015;45,975694444444464
30;4;2015;41,58391608391611
1;5;2015;46,59583333333333
2;5;2015;31,004166666666645
3;5;2015;37,11458333333334
4;5;2015;58,87708333333332
5;5;2015;52,742361111111144
6;5;2015;59,08819444444444
7;5;2015;45,16597222222222
8;5;2015;62,125
9;5;2015;48,6465277777778
10;5;2015;46,63888888888886
11;5;2015;66,85642857142852
12;5;2015;54,809090909090884
13;5;2015;46,19700598802396
14;5;2015;32,38444444444446
15;5;2015;35,510937500000026
16;5;2015;26,034374999999965
17;5;2015;31,80468750000001
18;5;2015;41,94588235294117
19;5;2015;36,64166666666666
20;5;2015;41,61488095238095
21;5;2015;41,45833333333333
22;5;2015;37,86904761904762
23;5;2015;38,04880952380953
24;5;2015;27,486904761904768
25;5;2015;45,387709497206714
26;5;2015;39,76562500000002
27;5;2015;41,55416666666665
28;5;2015;39,96822916666667
29;5;2015;41,88697916666669
30;5;2015;24,82604166666667
31;5;2015;29,338541666666657
1;6;2015;34,26145833333333
2;6;2015;30,28072916666667
3;6;2015;45,644502617801045
4;6;2015;70,65156250000003
5;6;2015;64,36770833333333
6;6;2015;47,66162790697675
7;6;2015;32,174404761904746
8;6;2015;41,06011904761905
9;6;2015;39,50658682634732
10;6;2015;40,550837988826814
11;6;2015;52,46806282722513
12;6;2015;56,26718749999997
13;6;2015;39,18697916666667
14;6;2015;36,57291666666665
15;6;2015;32,79010416666667
16;6;2015;42,96927083333335
17;6;2015;38,40628272251306
18;6;2015;43,39270833333331
19;6;2015;45,56145833333332
20;6;2015;29,03281250000001
21;6;2015;27,098437499999992
22;6;2015;41,826562499999966
23;6;2015;39,206770833333294
24;6;2015;31,093749999999986
25;6;2015;42,20937500000001
26;6;2015;50,98125
27;6;2015;43,05520833333332
28;6;2015;29,197041420118342
29;6;2015;42,76250000000001
30;6;2015;41,90508474576272
1;7;2015;47,08333333333334
2;7;2015;46,11822916666666
3;7;2015;46,65260416666666
4;7;2015;35,33475935828878
5;7;2015;37,875000000000014
