Valore
73,974826147427
69,86750000000008
72,9604166666667
50,43749999999997
37,502785515320326
58,228969359331415
73,11388888888885
71,03499999999997
73,25668523676886
67,23685674547984
57,02624999999999
36,938611111111086
57,54152777777775
70,75716272600839
84,82166666666652
94,65368567454746
90,32914923291503
83,39833333333333
84,3808333333335
78,52930555555557
91,38077474892393
95,19151343705798
87,45736111111124
80,0645833333334
35,9898611111111
48,875138888888884
65,28375
61,95930555555555
66,92388888888891
72,9465277777777
62,526666666666706
60,526183844011065
48,38319444444448
66,0227777777778
56,59625000000005
84,90152777777773
96,94624447717233
89,93010432190773
70,04388888888882
62,27333333333332
63,97666666666668
65,88916666666661
76,42805555555566
79,00138888888907
94,81222222222205
95,9173611111111
83,47472222222234
63,789429763560506
62,794861111111146
69,66819444444441
70,97482614742694
85,97076461769082
85,63072916666626
73,89423929098947
68,03222222222215
47,01180555555558
55,48750000000002
60,70722222222221
63,22097222222222
64,14512534818945
75,88486111111098
54,50194444444445
75,42736111111115
36,00307017543859
30,75388888888892
40,51611111111112
48,363194444444474
52,94416666666666
52,276249999999955
51,38013888888892
42,07902777777781
43,202083333333285
44,20138888888889
52,44902777777778
88,0687500000002
84,00208333333336
71,18888888888895
62,372361111111076
49,61124999999997
55,39819193324064
84,89388888888894
64,10555555555551
65,18333333333327
87,5254166666664
85,04617524339359
42,87208333333334
37,32916666666664
43,721250000000005
49,726111111111074
40,50069444444444
15,990542420027813
25,54124999999999
41,684722222222256
53,32604456824508
71,82576601671296
45,564999999999976
21,082222222222217
30,097222222222204
32,21390820584143
39,04777777777779
48,32097222222218
49,37583333333332
46,85527777777775
34,822948539638375
37,783194444444455
42,98277777777771
77,74972222222229
74,64832869080774
52,12152777777782
47,440416666666714
42,524444444444434
42,029027777777756
46,903333333333315
49,6404166666667
67,0186111111112
77,03833333333333
96,5026388888889
64,58581363004144
59,991805555555516
71,03847222222204
80,00375521557713
75,09388888888893
76,90861111111107
69,67124999999993
71,15847222222224
67,85208333333338
62,69999999999997
64,63810848400551
52,72777777777787
36,913472222222204
44,799861111111106
46,362222222222215
49,339166666666664
55,62680555555551
69,22277777777778
70,1763888888888
56,98108484005557
52,31418636995825
55,906963788300814
74,55027777777785
64,62791666666672
62,467500000000015
66,23295774647897
55,30877437325909
51,28680555555552
66,74061196105694
57,27513888888877
49,374861111111095
47,77194444444448
59,319332406119656
60,325833333333364
58,066481223922096
43,9784722222222
45,37069444444443
47,02878998609183
45,43069444444448
45,691805555555625
44,2993055555556
54,10916666666663
54,71763888888889
63,33249999999986
51,62478632478634
57,85097222222224
74,75353535353524
85,43791666666652
74,90681502086204
83,38847222222195
64,82152777777773
56,58819444444445
54,357777777777834
52,708888888888914
51,946527777777774
54,32263888888888
53,02934631432551
50,61486111111117
43,82222222222221
46,5176388888889
46,69083333333334
47,697083333333325
47,06411682892907
45,29595536959557
44,56495132127952
42,91974965229487
44,368333333333325
47,68736111111106
49,18486111111112
48,462674094707545
49,55146036161333
54,78916666666668
46,6854166666667
39,473333333333365
41,35083333333333
43,90472878998613
47,05805555555559
45,695416666666674
47,804861111111144
48,5772222222222
36,83791666666663
40,105000000000004
45,61208333333335
47,702083333333285
40,18874999999996
40,756666666666646
39,502086230876216
46,20055555555554
61,525173852572955
43,47611111111109
50,458750000000016
54,59040333796935
54,09972183588318
58,55208333333336
52,22361111111108
68,69944367176632
65,52736111111085
55,25847222222224
54,17236111111108
51,90666666666669
45,817385257301794
43,687638888888905
43,076249999999995
48,213472222222215
82,13583333333334
55,52225352112665
44,37949438202248
41,61983122362871
56,346781115879864
67,7878661087866
71,30763888888886
58,15819209039549
65,24050632911407
67,26011235955053
55,22663877266385
61,15730337078644
49,50154711673701
64,130617977528
91,66624472573818
76,99268635724324
64,51265646731575
59,39340028694404
55,65381294964026
56,54388185654011
51,97100840336136
42,010085227272754
50,566342141863736
59,763994374120955
55,25133614627284
55,78152777777775
59,097499999999854
43,437499999999986
46,293055555555576
46,661196105702366
46,198888888888874
42,84916666666668
51,7875
54,7880555555556
79,77541666666654
82,64166666666668
60,69986111111109
80,13986111111092
74,07277777777784
59,76249999999998
56,132916666666695
46,44527777777777
53,530598052851154
54,93902777777775
81,29527777777774
66,06583333333312
56,4655555555556
57,67958333333328
64,31557719054238
49,26194444444446
50,44388888888891
48,86180555555556
50,90598052851181
72,01083333333327
89,81166666666654
86,97069444444445
75,89402777777781
91,96458333333315
82,4952712100139
68,01888888888892
72,13041666666663
74,0794444444444
68,54013888888895
72,50668523676879
96,8627094972067
92,23972222222218
87,35125000000002
79,35513888888883
78,06180555555555
90,21624999999975
80,49583333333338
71,18263888888887
69,62180555555554
65,58888888888893
67,94680555555557
73,1420833333334
78,55236111111105
86,17236111111121
84,29833333333359
93,07138888888878
94,47666666666672
83,68152777777779
72,58805555555551
67,97746870653678
68,95736111111107
79,27319444444451
72,65194444444438
73,51291666666671
74,74902777777791
74,52416666666682
73,50930555555568
76,18041666666672
76,11083333333347
80,09263888888901
78,31916666666682
80,47041666666682
96,54291666666666
89,98152777777777
92,37291666666673
95,78986111111111
95,25819444444451
95,0468055555557
87,56805555555553
90,40472222222229
62,50736111111107
76,7758333333334
69,80361111111112
75,52708333333341
75,85791666666665
66,26152777777783
70,2640277777778
73,16105702364386
70,4258333333334
74,54714881780258
85,14196428571422
94,775520833334
95,12881944444536
91,81406250000006
95,49756944444421
91,89305555555546
89,25796661608554
95,78583333333407
91,65847222222305
88,50847222222286
82,97680555555579
77,6191666666667
79,98191933240622
81,38984700973576
77,5238161559889
75,95333333333339
79,78277777777785
79,78430555555566
79,26750000000017
92,72375000000002
87,4494444444445
89,08358831710707
91,21742857142858
91,70555555555576
93,01307371349095
93,29833333333328
92,70986111111102
88,55444444444444
71,8127777777778
68,68484005563288
