DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;
4;3;2017;55,72783505;46,31041667;123,4982301;71,54033613;135,7933333;241,7025;6;;;;;;;
5;3;2017;46,31041667;123,4982301;71,54033613;135,7933333;241,7025;149,2099099;6;;;;;;;
6;3;2017;123,4982301;71,54033613;135,7933333;241,7025;149,2099099;73,67604167;4;;;;;;;
7;3;2017;71,54033613;135,7933333;241,7025;149,2099099;73,67604167;70,86458333;7;;;;;;;
8;3;2017;135,7933333;241,7025;149,2099099;73,67604167;70,86458333;80,85729167;3;;;;;;;
9;3;2017;241,7025;149,2099099;73,67604167;70,86458333;80,85729167;181,9263158;6;;;;;;;
10;3;2017;149,2099099;73,67604167;70,86458333;80,85729167;181,9263158;142,131068;6;;;;;;;
11;3;2017;73,67604167;70,86458333;80,85729167;181,9263158;142,131068;176,915;6;;;;;;;
12;3;2017;70,86458333;80,85729167;181,9263158;142,131068;176,915;162,0483333;4;;;;;;;
13;3;2017;80,85729167;181,9263158;142,131068;176,915;162,0483333;42,37647059;4;;;;;;;
14;3;2017;181,9263158;142,131068;176,915;162,0483333;42,37647059;43,36333333;5;;;;;;;
15;3;2017;142,131068;176,915;162,0483333;42,37647059;43,36333333;81,38916667;3;;;;;;;
16;3;2017;176,915;162,0483333;42,37647059;43,36333333;81,38916667;89,2287037;3;;;;;;;
17;3;2017;162,0483333;42,37647059;43,36333333;81,38916667;89,2287037;53,62054795;8;;;;;;;
18;3;2017;42,37647059;43,36333333;81,38916667;89,2287037;53,62054795;64,61;4;;;;;;;
19;3;2017;43,36333333;81,38916667;89,2287037;53,62054795;64,61;103,2763889;5;;;;;;;
20;3;2017;81,38916667;89,2287037;53,62054795;64,61;103,2763889;70,41666667;7;;;;;;;
21;3;2017;89,2287037;53,62054795;64,61;103,2763889;70,41666667;32,05633803;3;;;;;;;
22;3;2017;53,62054795;64,61;103,2763889;70,41666667;32,05633803;63,15875;4;;;;;;;
23;3;2017;64,61;103,2763889;70,41666667;32,05633803;63,15875;141,1869565;2;;;;;;;
24;3;2017;103,2763889;70,41666667;32,05633803;63,15875;141,1869565;223,6863248;2;;;;;;;
25;3;2017;70,41666667;32,05633803;63,15875;141,1869565;223,6863248;196,1816667;7;;;;;;;
26;3;2017;32,05633803;63,15875;141,1869565;223,6863248;196,1816667;132,25;5;;;;;;;
27;3;2017;63,15875;141,1869565;223,6863248;196,1816667;132,25;64,28108108;4;;;;;;;
28;3;2017;141,1869565;223,6863248;196,1816667;132,25;64,28108108;44,37708333;5;;;;;;;
29;3;2017;223,6863248;196,1816667;132,25;64,28108108;44,37708333;81,875;10;;;;;;;
30;3;2017;196,1816667;132,25;64,28108108;44,37708333;81,875;109,4697917;5;;;;;;;
31;3;2017;132,25;64,28108108;44,37708333;81,875;109,4697917;50,096875;7;;;;;;;
1;4;2017;64,28108108;44,37708333;81,875;109,4697917;50,096875;77,29791667;2;;;;;;;
2;4;2017;44,37708333;81,875;109,4697917;50,096875;77,29791667;69,14326923;1;;;;;;;
3;4;2017;81,875;109,4697917;50,096875;77,29791667;69,14326923;82,26333333;8;;;;;;;
4;4;2017;109,4697917;50,096875;77,29791667;69,14326923;82,26333333;72,25916667;7;;;;;;;
