DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;
3;4;2017;28;16;24;27;36;38;8;;;;;;;;
4;4;2017;16;24;27;36;38;30,5;7;;;;;;;;
5;4;2017;24;27;36;38;30,5;27;5;;;;;;;;
6;4;2017;27;36;38;30,5;27;23,5;6;;;;;;;;
7;4;2017;36;38;30,5;27;23,5;21,5;10;;;;;;;;
8;4;2017;38;30,5;27;23,5;21,5;20,5;8;;;;;;;;
9;4;2017;30,5;27;23,5;21,5;20,5;20;4;;;;;;;;
10;4;2017;27;23,5;21,5;20,5;20;11;3;;;;;;;;
11;4;2017;23,5;21,5;20,5;20;11;14;6;;;;;;;;
12;4;2017;21,5;20,5;20;11;14;17,5;6;;;;;;;;
13;4;2017;20,5;20;11;14;17,5;9;2;;;;;;;;
14;4;2017;20;11;14;17,5;9;12;1;;;;;;;;
15;4;2017;11;14;17,5;9;12;18;1;;;;;;;;
16;4;2017;14;17,5;9;12;18;18;2;;;;;;;;
17;4;2017;17,5;9;12;18;18;11,5;4;;;;;;;;
18;4;2017;9;12;18;18;11,5;16;2;;;;;;;;
19;4;2017;12;18;18;11,5;16;23,5;5;;;;;;;;
20;4;2017;18;18;11,5;16;23,5;14;8;;;;;;;;
21;4;2017;18;11,5;16;23,5;14;15;5;;;;;;;;
22;4;2017;11,5;16;23,5;14;15;6,5;2;;;;;;;;
23;4;2017;16;23,5;14;15;6,5;15,5;6;;;;;;;;
24;4;2017;23,5;14;15;6,5;15,5;15;5;;;;;;;;
25;4;2017;14;15;6,5;15,5;15;16,5;5;;;;;;;;
26;4;2017;15;6,5;15,5;15;16,5;11;6;;;;;;;;
27;4;2017;6,5;15,5;15;16,5;11;8,5;7;;;;;;;;
28;4;2017;15,5;15;16,5;11;8,5;14,5;8;;;;;;;;
29;4;2017;15;16,5;11;8,5;14,5;17,5;3;;;;;;;;
30;4;2017;16,5;11;8,5;14,5;17,5;19,5;4;;;;;;;;
1;5;2017;11;8,5;14,5;17,5;19,5;16;3;;;;;;;;
2;5;2017;8,5;14,5;17,5;19,5;16;8,5;7;;;;;;;;
3;5;2017;14,5;17,5;19,5;16;8,5;7,5;8;;;;;;;;
4;5;2017;17,5;19,5;16;8,5;7,5;14;5;;;;;;;;
5;5;2017;19,5;16;8,5;7,5;14;18;11;;;;;;;;
6;5;2017;16;8,5;7,5;14;18;13;9;;;;;;;;
7;5;2017;8,5;7,5;14;18;13;10;6;;;;;;;;
8;5;2017;7,5;14;18;13;10;11,5;7;;;;;;;;
9;5;2017;14;18;13;10;11,5;7,5;4;;;;;;;;
10;5;2017;18;13;10;11,5;7,5;9,5;2;;;;;;;;
11;5;2017;13;10;11,5;7,5;9,5;15;2;;;;;;;;
12;5;2017;10;11,5;7,5;9,5;15;13,5;10;;;;;;;;
13;5;2017;11,5;7,5;9,5;15;13,5;15;5;;;;;;;;
14;5;2017;7,5;9,5;15;13,5;15;6,5;3;;;;;;;;
15;5;2017;9,5;15;13,5;15;6,5;8;5;;;;;;;;
16;5;2017;15;13,5;15;6,5;8;12,5;6;;;;;;;;
17;5;2017;13,5;15;6,5;8;12,5;10,5;5;;;;;;;;
18;5;2017;15;6,5;8;12,5;10,5;14,5;4;;;;;;;;
19;5;2017;6,5;8;12,5;10,5;14,5;16,5;4;;;;;;;;
20;5;2017;8;12,5;10,5;14,5;16,5;8,5;2;;;;;;;;
21;5;2017;12,5;10,5;14,5;16,5;8,5;13,5;0;;;;;;;;
22;5;2017;10,5;14,5;16,5;8,5;13,5;14,5;5;;;;;;;;
23;5;2017;14,5;16,5;8,5;13,5;14,5;14,5;4;;;;;;;;
24;5;2017;16,5;8,5;13,5;14,5;14,5;14,5;3;;;;;;;;
25;5;2017;8,5;13,5;14,5;14,5;14,5;11;4;;;;;;;;
26;5;2017;13,5;14,5;14,5;14,5;11;12,5;5;;;;;;;;
27;5;2017;14,5;14,5;14,5;11;12,5;9;6;;;;;;;;
28;5;2017;14,5;14,5;11;12,5;9;14,5;5;;;;;;;;
29;5;2017;14,5;11;12,5;9;14,5;11,5;6;;;;;;;;
30;5;2017;11;12,5;9;14,5;11,5;11,5;8;;;;;;;;
31;5;2017;12,5;9;14,5;11,5;11,5;10,5;5;;;;;;;;
1;6;2017;9;14,5;11,5;11,5;10,5;6,5;2;;;;;;;;
2;6;2017;14,5;11,5;11,5;10,5;6,5;10,5;1;;;;;;;;
3;6;2017;11,5;11,5;10,5;6,5;10,5;;2;;;;;;;;
4;6;2017;11,5;10,5;6,5;10,5;;23;3;;;;;;;;
5;6;2017;10,5;6,5;10,5;;23;25;3;;;;;;;;
6;6;2017;6,5;10,5;;23;25;18;7;;;;;;;;
7;6;2017;10,5;;23;25;18;16,5;6;;;;;;;;
8;6;2017;;23;25;18;16,5;17,5;6;;;;;;;;
9;6;2017;23;25;18;16,5;17,5;21;2;;;;;;;;
10;6;2017;25;18;16,5;17,5;21;15;3;;;;;;;;
11;6;2017;18;16,5;17,5;21;15;14;7;;;;;;;;
12;6;2017;16,5;17,5;21;15;14;7;4;;;;;;;;
13;6;2017;17,5;21;15;14;7;10;3;;;;;;;;
14;6;2017;21;15;14;7;10;14,5;3;;;;;;;;
15;6;2017;15;14;7;10;14,5;10,5;5;;;;;;;;
16;6;2017;14;7;10;14,5;10,5;19;2;;;;;;;;
17;6;2017;7;10;14,5;10,5;19;17;1;;;;;;;;
18;6;2017;10;14,5;10,5;19;17;20,5;3;;;;;;;;
19;6;2017;14,5;10,5;19;17;20,5;9,5;0;;;;;;;;
20;6;2017;10,5;19;17;20,5;9,5;11;3;;;;;;;;
21;6;2017;19;17;20,5;9,5;11;11;7;;;;;;;;
22;6;2017;17;20,5;9,5;11;11;13,5;7;;;;;;;;
23;6;2017;20,5;9,5;11;11;13,5;8;8;;;;;;;;
24;6;2017;9,5;11;11;13,5;8;6,5;5;;;;;;;;
25;6;2017;11;11;13,5;8;6,5;6,5;5;;;;;;;;
26;6;2017;11;13,5;8;6,5;6,5;6;1;;;;;;;;
27;6;2017;13,5;8;6,5;6,5;6;6,5;4;;;;;;;;
28;6;2017;8;6,5;6,5;6;6,5;8,5;2;;;;;;;;
29;6;2017;6,5;6,5;6;6,5;8,5;11,5;3;;;;;;;;
30;6;2017;6,5;6;6,5;8,5;11,5;11;2;;;;;;;;
1;7;2017;6;6,5;8,5;11,5;11;11,5;4;;;;;;;;
2;7;2017;6,5;8,5;11,5;11;11,5;13;4;;;;;;;;
3;7;2017;8,5;11,5;11;11,5;13;10;6;;;;;;;;
4;7;2017;11,5;11;11,5;13;10;13;8;;;;;;;;
5;7;2017;11;11,5;13;10;13;9,5;2;;;;;;;;
6;7;2017;11,5;13;10;13;9,5;12,5;2;;;;;;;;
7;7;2017;13;10;13;9,5;12,5;15;6;;;;;;;;
8;7;2017;10;13;9,5;12,5;15;7;3;;;;;;;;
9;7;2017;13;9,5;12,5;15;7;8,5;5;;;;;;;;
10;7;2017;9,5;12,5;15;7;8,5;6;3;;;;;;;;
11;7;2017;12,5;15;7;8,5;6;7,5;4;;;;;;;;
12;7;2017;15;7;8,5;6;7,5;10;5;;;;;;;;
13;7;2017;7;8,5;6;7,5;10;12;2;;;;;;;;
14;7;2017;8,5;6;7,5;10;12;11,5;4;;;;;;;;
15;7;2017;6;7,5;10;12;11,5;14,5;5;;;;;;;;
16;7;2017;7,5;10;12;11,5;14,5;10,5;4;;;;;;;;
17;7;2017;10;12;11,5;14,5;10,5;11,5;3;;;;;;;;
18;7;2017;12;11,5;14,5;10,5;11,5;10;5;;;;;;;;
19;7;2017;11,5;14,5;10,5;11,5;10;8;6;;;;;;;;
20;7;2017;14,5;10,5;11,5;10;8;5;3;;;;;;;;
21;7;2017;10,5;11,5;10;8;5;5;4;;;;;;;;
22;7;2017;11,5;10;8;5;5;11;6;;;;;;;;
23;7;2017;10;8;5;5;11;14;2;;;;;;;;
24;7;2017;8;5;5;11;14;9;2;;;;;;;;
25;7;2017;5;5;11;14;9;;4;;;;;;;;
26;7;2017;5;11;14;9;;;3;;;;;;;;
27;7;2017;11;14;9;;;13;6;;;;;;;;
28;7;2017;14;9;;;13;21,5;4;;;;;;;;
29;7;2017;9;;;13;21,5;19,5;5;;;;;;;;
30;7;2017;;;13;21,5;19,5;22,5;7;;;;;;;;
31;7;2017;;13;21,5;19,5;22,5;16,5;2;;;;;;;;
1;8;2017;13;21,5;19,5;22,5;16,5;5;3;;;;;;;;
2;8;2017;21,5;19,5;22,5;16,5;5;10,5;3;;;;;;;;
3;8;2017;19,5;22,5;16,5;5;10,5;13;4;;;;;;;;
4;8;2017;22,5;16,5;5;10,5;13;13;2;;;;;;;;
5;8;2017;16,5;5;10,5;13;13;6;3;;;;;;;;
6;8;2017;5;10,5;13;13;6;3;1;;;;;;;;
7;8;2017;10,5;13;13;6;3;6,5;1;;;;;;;;
8;8;2017;13;13;6;3;6,5;7;4;;;;;;;;
9;8;2017;13;6;3;6,5;7;8,5;4;;;;;;;;
10;8;2017;6;3;6,5;7;8,5;12,5;1;;;;;;;;
11;8;2017;3;6,5;7;8,5;12,5;10,5;2;;;;;;;;
12;8;2017;6,5;7;8,5;12,5;10,5;15;2;;;;;;;;
13;8;2017;7;8,5;12,5;10,5;15;10;1;;;;;;;;
14;8;2017;8,5;12,5;10,5;15;10;5,5;1;;;;;;;;
15;8;2017;12,5;10,5;15;10;5,5;6,5;4;;;;;;;;
16;8;2017;10,5;15;10;5,5;6,5;9,5;2;;;;;;;;
17;8;2017;15;10;5,5;6,5;9,5;12,5;0;;;;;;;;
18;8;2017;10;5,5;6,5;9,5;12,5;14;1;;;;;;;;
19;8;2017;5,5;6,5;9,5;12,5;14;15,5;1;;;;;;;;
20;8;2017;6,5;9,5;12,5;14;15,5;19;2;;;;;;;;
21;8;2017;9,5;12,5;14;15,5;19;17,5;5;;;;;;;;
22;8;2017;12,5;14;15,5;19;17,5;18,5;1;;;;;;;;
23;8;2017;14;15,5;19;17,5;18,5;11;5;;;;;;;;
24;8;2017;15,5;19;17,5;18,5;11;15,5;4;;;;;;;;
25;8;2017;19;17,5;18,5;11;15,5;14;3;;;;;;;;
26;8;2017;17,5;18,5;11;15,5;14;11;4;;;;;;;;
27;8;2017;18,5;11;15,5;14;11;3;2;;;;;;;;
28;8;2017;11;15,5;14;11;3;7;2;;;;;;;;
29;8;2017;15,5;14;11;3;7;7,5;4;;;;;;;;
30;8;2017;14;11;3;7;7,5;13;0;;;;;;;;
31;8;2017;11;3;7;7,5;13;15;5;;;;;;;;
1;9;2017;3;7;7,5;13;15;15;3;;;;;;;;
2;9;2017;7;7,5;13;15;15;9;4;;;;;;;;
3;9;2017;7,5;13;15;15;9;13;3;;;;;;;;
4;9;2017;13;15;15;9;13;8;2;;;;;;;;
5;9;2017;15;15;9;13;8;10;7;;;;;;;;
6;9;2017;15;9;13;8;10;12;2;;;;;;;;
7;9;2017;9;13;8;10;12;10;3;;;;;;;;
8;9;2017;13;8;10;12;10;12;2;;;;;;;;
9;9;2017;8;10;12;10;12;13,5;5;;;;;;;;
10;9;2017;10;12;10;12;13,5;5;4;;;;;;;;
11;9;2017;12;10;12;13,5;5;5;4;;;;;;;;
12;9;2017;10;12;13,5;5;5;11;7;;;;;;;;
13;9;2017;12;13,5;5;5;11;12;0;;;;;;;;
14;9;2017;13,5;5;5;11;12;11;5;;;;;;;;
15;9;2017;5;5;11;12;11;9,5;7;;;;;;;;
16;9;2017;5;11;12;11;9,5;10,5;3;;;;;;;;
17;9;2017;11;12;11;9,5;10,5;13;8;;;;;;;;
18;9;2017;12;11;9,5;10,5;13;11,5;4;;;;;;;;
19;9;2017;11;9,5;10,5;13;11,5;11,5;11;;;;;;;;
20;9;2017;9,5;10,5;13;11,5;11,5;16,5;7;;;;;;;;
21;9;2017;10,5;13;11,5;11,5;16,5;26,5;5;;;;;;;;
22;9;2017;13;11,5;11,5;16,5;26,5;35;4;;;;;;;;
23;9;2017;11,5;11,5;16,5;26,5;35;30;4;;;;;;;;
24;9;2017;11,5;16,5;26,5;35;30;23,5;2;;;;;;;;
25;9;2017;16,5;26,5;35;30;23,5;20;2;;;;;;;;
26;9;2017;26,5;35;30;23,5;20;36,5;4;;;;;;;;
27;9;2017;35;30;23,5;20;36,5;45,5;1;;;;;;;;
28;9;2017;30;23,5;20;36,5;45,5;61;7;;;;;;;;
29;9;2017;23,5;20;36,5;45,5;61;16;6;;;;;;;;
30;9;2017;20;36,5;45,5;61;16;20;1;;;;;;;;
1;10;2017;36,5;45,5;61;16;20;11;3;;;;;;;;
2;10;2017;45,5;61;16;20;11;10,5;4;;;;;;;;
3;10;2017;61;16;20;11;10,5;21;7;;;;;;;;
4;10;2017;16;20;11;10,5;21;30,5;3;;;;;;;;
5;10;2017;20;11;10,5;21;30,5;39,5;3;;;;;;;;
6;10;2017;11;10,5;21;30,5;39,5;48,5;3;;;;;;;;
7;10;2017;10,5;21;30,5;39,5;48,5;50,5;5;;;;;;;;
8;10;2017;21;30,5;39,5;48,5;50,5;60,5;3;;;;;;;;
9;10;2017;30,5;39,5;48,5;50,5;60,5;59;4;;;;;;;;
10;10;2017;39,5;48,5;50,5;60,5;59;55;5;;;;;;;;
11;10;2017;48,5;50,5;60,5;59;55;62,5;3;;;;;;;;
12;10;2017;50,5;60,5;59;55;62,5;68,5;9;;;;;;;;
13;10;2017;60,5;59;55;62,5;68,5;63;3;;;;;;;;
14;10;2017;59;55;62,5;68,5;63;65;1;;;;;;;;
15;10;2017;55;62,5;68,5;63;65;90;3;;;;;;;;
16;10;2017;62,5;68,5;63;65;90;55,5;3;;;;;;;;
17;10;2017;68,5;63;65;90;55,5;;9;;;;;;;;
18;10;2017;63;65;90;55,5;;24,5;8;;;;;;;;
19;10;2017;65;90;55,5;;24,5;31,5;8;;;;;;;;
20;10;2017;90;55,5;;24,5;31,5;52,5;3;;;;;;;;
21;10;2017;55,5;;24,5;31,5;52,5;38,5;2;;;;;;;;
22;10;2017;;24,5;31,5;52,5;38,5;57,5;3;;;;;;;;
23;10;2017;24,5;31,5;52,5;38,5;57,5;32,5;4;;;;;;;;
24;10;2017;31,5;52,5;38,5;57,5;32,5;33,5;2;;;;;;;;
25;10;2017;52,5;38,5;57,5;32,5;33,5;15,5;5;;;;;;;;
26;10;2017;38,5;57,5;32,5;33,5;15,5;31,5;3;;;;;;;;
27;10;2017;57,5;32,5;33,5;15,5;31,5;60,5;9;;;;;;;;
28;10;2017;32,5;33,5;15,5;31,5;60,5;56;5;;;;;;;;
29;10;2017;33,5;15,5;31,5;60,5;56;63;1;;;;;;;;
30;10;2017;15,5;31,5;60,5;56;63;;3;;;;;;;;
31;10;2017;31,5;60,5;56;63;;;3;;;;;;;;
1;11;2017;60,5;56;63;;;;5;;;;;;;;
2;11;2017;56;63;;;;;6;;;;;;;;
3;11;2017;63;;;;;;4;;;;;;;;
4;11;2017;;;;;;23;8;;;;;;;;
5;11;2017;;;;;23;35,5;2;;;;;;;;
6;11;2017;;;;23;35,5;34;5;;;;;;;;
7;11;2017;;;23;35,5;34;10,5;2;;;;;;;;
8;11;2017;;23;35,5;34;10,5;17,5;6;;;;;;;;
9;11;2017;23;35,5;34;10,5;17,5;27;4;;;;;;;;
10;11;2017;35,5;34;10,5;17,5;27;34,5;3;;;;;;;;
11;11;2017;34;10,5;17,5;27;34,5;55,5;3;;;;;;;;
12;11;2017;10,5;17,5;27;34,5;55,5;53;6;;;;;;;;
13;11;2017;17,5;27;34,5;55,5;53;43,5;4;;;;;;;;
14;11;2017;27;34,5;55,5;53;43,5;52;2;;;;;;;;
15;11;2017;34,5;55,5;53;43,5;52;43;5;;;;;;;;
16;11;2017;55,5;53;43,5;52;43;74,5;4;;;;;;;;
17;11;2017;53;43,5;52;43;74,5;74;4;;;;;;;;
18;11;2017;43,5;52;43;74,5;74;75,5;3;;;;;;;;
19;11;2017;52;43;74,5;74;75,5;45,5;2;;;;;;;;
20;11;2017;43;74,5;74;75,5;45,5;6,5;5;;;;;;;;
21;11;2017;74,5;74;75,5;45,5;6,5;25;7;;;;;;;;
22;11;2017;74;75,5;45,5;6,5;25;36,5;4;;;;;;;;
23;11;2017;75,5;45,5;6,5;25;36,5;38,5;5;;;;;;;;
24;11;2017;45,5;6,5;25;36,5;38,5;30,5;6;;;;;;;;
25;11;2017;6,5;25;36,5;38,5;30,5;20,5;5;;;;;;;;
26;11;2017;25;36,5;38,5;30,5;20,5;17,5;6;;;;;;;;
27;11;2017;36,5;38,5;30,5;20,5;17,5;36;4;;;;;;;;
28;11;2017;38,5;30,5;20,5;17,5;36;48,5;7;;;;;;;;
29;11;2017;30,5;20,5;17,5;36;48,5;61;5;;;;;;;;
30;11;2017;20,5;17,5;36;48,5;61;50;7;;;;;;;;
1;12;2017;17,5;36;48,5;61;50;42;2;;;;;;;;
2;12;2017;36;48,5;61;50;42;55,5;3;;;;;;;;
3;12;2017;48,5;61;50;42;55,5;8,5;5;;;;;;;;
4;12;2017;61;50;42;55,5;8,5;16;5;;;;;;;;
5;12;2017;50;42;55,5;8,5;16;28,5;5;;;;;;;;
6;12;2017;42;55,5;8,5;16;28,5;38;5;;;;;;;;
7;12;2017;55,5;8,5;16;28,5;38;35;2;;;;;;;;
8;12;2017;8,5;16;28,5;38;35;29;4;;;;;;;;
9;12;2017;16;28,5;38;35;29;48,5;3;;;;;;;;
10;12;2017;28,5;38;35;29;48,5;29;1;;;;;;;;
11;12;2017;38;35;29;48,5;29;22,5;8;;;;;;;;
12;12;2017;35;29;48,5;29;22,5;25;5;;;;;;;;
13;12;2017;29;48,5;29;22,5;25;42,5;8;;;;;;;;
14;12;2017;48,5;29;22,5;25;42,5;62;1;;;;;;;;
15;12;2017;29;22,5;25;42,5;62;80,5;6;;;;;;;;
16;12;2017;22,5;25;42,5;62;80,5;85,5;6;;;;;;;;
17;12;2017;25;42,5;62;80,5;85,5;77,5;2;;;;;;;;
18;12;2017;42,5;62;80,5;85,5;77,5;;8;;;;;;;;
19;12;2017;62;80,5;85,5;77,5;;52;4;;;;;;;;
20;12;2017;80,5;85,5;77,5;;52;68;4;;;;;;;;
21;12;2017;85,5;77,5;;52;68;31,5;7;;;;;;;;
22;12;2017;77,5;;52;68;31,5;8;5;;;;;;;;
23;12;2017;;52;68;31,5;8;10;3;;;;;;;;
24;12;2017;52;68;31,5;8;10;12;4;;;;;;;;
25;12;2017;68;31,5;8;10;12;41;2;;;;;;;;
26;12;2017;31,5;8;10;12;41;35,5;7;;;;;;;;
27;12;2017;8;10;12;41;35,5;;3;;;;;;;;
28;12;2017;10;12;41;35,5;;;6;;;;;;;;
29;12;2017;12;41;35,5;;;;7;;;;;;;;
30;12;2017;41;35,5;;;;;3;;;;;;;;
31;12;2017;35,5;;;;;;6;;;;;;;;
