Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;
58,35263889;58,29597222;43,56444444;39,75888889;43,20194444;44,09819444;1;;;;;;;;
58,29597222;43,56444444;39,75888889;43,20194444;44,09819444;46,34333333;2;;;;;;;;
43,56444444;39,75888889;43,20194444;44,09819444;46,34333333;45,92513889;2;;;;;;;;
39,75888889;43,20194444;44,09819444;46,34333333;45,92513889;48,64236111;1;;;;;;;;
43,20194444;44,09819444;46,34333333;45,92513889;48,64236111;55,61125;1;;;;;;;;
44,09819444;46,34333333;45,92513889;48,64236111;55,61125;47,995;4;;;;;;;;
46,34333333;45,92513889;48,64236111;55,61125;47,995;41,89458333;2;;;;;;;;
45,92513889;48,64236111;55,61125;47,995;41,89458333;39,48819444;0;;;;;;;;
48,64236111;55,61125;47,995;41,89458333;39,48819444;45,15375;1;;;;;;;;
55,61125;47,995;41,89458333;39,48819444;45,15375;47,68;1;;;;;;;;
47,995;41,89458333;39,48819444;45,15375;47,68;52,75694444;2;;;;;;;;
41,89458333;39,48819444;45,15375;47,68;52,75694444;50,86611111;5;;;;;;;;
39,48819444;45,15375;47,68;52,75694444;50,86611111;48,82319444;1;;;;;;;;
45,15375;47,68;52,75694444;50,86611111;48,82319444;50,29472222;5;;;;;;;;
47,68;52,75694444;50,86611111;48,82319444;50,29472222;44,36458333;4;;;;;;;;
52,75694444;50,86611111;48,82319444;50,29472222;44,36458333;42,58972222;3;;;;;;;;
50,86611111;48,82319444;50,29472222;44,36458333;42,58972222;51,56875;4;;;;;;;;
48,82319444;50,29472222;44,36458333;42,58972222;51,56875;60,72069444;2;;;;;;;;
50,29472222;44,36458333;42,58972222;51,56875;60,72069444;74,66737288;2;;;;;;;;
44,36458333;42,58972222;51,56875;60,72069444;74,66737288;55,57027778;4;;;;;;;;
42,58972222;51,56875;60,72069444;74,66737288;55,57027778;48,18930556;0;;;;;;;;
51,56875;60,72069444;74,66737288;55,57027778;48,18930556;53,89277778;5;;;;;;;;
60,72069444;74,66737288;55,57027778;48,18930556;53,89277778;56,48763889;3;;;;;;;;
74,66737288;55,57027778;48,18930556;53,89277778;56,48763889;62,04222222;4;;;;;;;;
55,57027778;48,18930556;53,89277778;56,48763889;62,04222222;65,32555556;3;;;;;;;;
48,18930556;53,89277778;56,48763889;62,04222222;65,32555556;72,1379562;2;;;;;;;;
53,89277778;56,48763889;62,04222222;65,32555556;72,1379562;91,97018519;7;;;;;;;;
56,48763889;62,04222222;65,32555556;72,1379562;91,97018519;77,77875569;2;;;;;;;;
62,04222222;65,32555556;72,1379562;91,97018519;77,77875569;65,11375;3;;;;;;;;
65,32555556;72,1379562;91,97018519;77,77875569;65,11375;61,33736111;2;;;;;;;;
72,1379562;91,97018519;77,77875569;65,11375;61,33736111;72,81017699;5;;;;;;;;
91,97018519;77,77875569;65,11375;61,33736111;72,81017699;65,328734;4;;;;;;;;
77,77875569;65,11375;61,33736111;72,81017699;65,328734;74,09320883;4;;;;;;;;
65,11375;61,33736111;72,81017699;65,328734;74,09320883;74,75069552;7;;;;;;;;
61,33736111;72,81017699;65,328734;74,09320883;74,75069552;77,12240602;0;;;;;;;;
72,81017699;65,328734;74,09320883;74,75069552;77,12240602;63,30292479;5;;;;;;;;
65,328734;74,09320883;74,75069552;77,12240602;63,30292479;52,81128134;7;;;;;;;;
74,09320883;74,75069552;77,12240602;63,30292479;52,81128134;47,63805556;3;;;;;;;;
74,75069552;77,12240602;63,30292479;52,81128134;47,63805556;59,54916667;8;;;;;;;;
77,12240602;63,30292479;52,81128134;47,63805556;59,54916667;65,39583333;4;;;;;;;;
63,30292479;52,81128134;47,63805556;59,54916667;65,39583333;66,36152778;11;;;;;;;;
52,81128134;47,63805556;59,54916667;65,39583333;66,36152778;60,44152778;7;;;;;;;;
47,63805556;59,54916667;65,39583333;66,36152778;60,44152778;60,57097222;5;;;;;;;;
59,54916667;65,39583333;66,36152778;60,44152778;60,57097222;56,55430556;4;;;;;;;;
65,39583333;66,36152778;60,44152778;60,57097222;56,55430556;63,14875;4;;;;;;;;
66,36152778;60,44152778;60,57097222;56,55430556;63,14875;60,63305556;2;;;;;;;;
60,44152778;60,57097222;56,55430556;63,14875;60,63305556;54,79055556;2;;;;;;;;
60,57097222;56,55430556;63,14875;60,63305556;54,79055556;65,89482517;4;;;;;;;;
56,55430556;63,14875;60,63305556;54,79055556;65,89482517;67,27880056;1;;;;;;;;
63,14875;60,63305556;54,79055556;65,89482517;67,27880056;74,56472222;7;;;;;;;;
60,63305556;54,79055556;65,89482517;67,27880056;74,56472222;77,75486111;6;;;;;;;;
54,79055556;65,89482517;67,27880056;74,56472222;77,75486111;71,69486111;1;;;;;;;;
65,89482517;67,27880056;74,56472222;77,75486111;71,69486111;55,30536232;3;;;;;;;;
67,27880056;74,56472222;77,75486111;71,69486111;55,30536232;41,86484594;4;;;;;;;;
74,56472222;77,75486111;71,69486111;55,30536232;41,86484594;47,75944444;7;;;;;;;;
77,75486111;71,69486111;55,30536232;41,86484594;47,75944444;60,22638889;3;;;;;;;;
71,69486111;55,30536232;41,86484594;47,75944444;60,22638889;61,78722222;3;;;;;;;;
55,30536232;41,86484594;47,75944444;60,22638889;61,78722222;65,45555556;3;;;;;;;;
41,86484594;47,75944444;60,22638889;61,78722222;65,45555556;65,70291667;5;;;;;;;;
47,75944444;60,22638889;61,78722222;65,45555556;65,70291667;82,08018018;3;;;;;;;;
60,22638889;61,78722222;65,45555556;65,70291667;82,08018018;40,50864;4;;;;;;;;
61,78722222;65,45555556;65,70291667;82,08018018;40,50864;54,54603616;5;;;;;;;;
65,45555556;65,70291667;82,08018018;40,50864;54,54603616;62,04569444;3;;;;;;;;
65,70291667;82,08018018;40,50864;54,54603616;62,04569444;61,05805556;9;;;;;;;;
82,08018018;40,50864;54,54603616;62,04569444;61,05805556;62,19347222;3;;;;;;;;
40,50864;54,54603616;62,04569444;61,05805556;62,19347222;52,85361111;1;;;;;;;;
54,54603616;62,04569444;61,05805556;62,19347222;52,85361111;64,6;3;;;;;;;;
62,04569444;61,05805556;62,19347222;52,85361111;64,6;62,23713491;3;;;;;;;;
61,05805556;62,19347222;52,85361111;64,6;62,23713491;68,72736111;9;;;;;;;;
62,19347222;52,85361111;64,6;62,23713491;68,72736111;71,05777778;8;;;;;;;;
52,85361111;64,6;62,23713491;68,72736111;71,05777778;67,66805556;8;;;;;;;;
64,6;62,23713491;68,72736111;71,05777778;67,66805556;73,04680556;3;;;;;;;;
62,23713491;68,72736111;71,05777778;67,66805556;73,04680556;94,19375;2;;;;;;;;
68,72736111;71,05777778;67,66805556;73,04680556;94,19375;89,47013889;3;;;;;;;;
71,05777778;67,66805556;73,04680556;94,19375;89,47013889;86,05638889;4;;;;;;;;
67,66805556;73,04680556;94,19375;89,47013889;86,05638889;87,72236111;2;;;;;;;;
73,04680556;94,19375;89,47013889;86,05638889;87,72236111;91,73944444;5;;;;;;;;
94,19375;89,47013889;86,05638889;87,72236111;91,73944444;84,86347222;3;;;;;;;;
89,47013889;86,05638889;87,72236111;91,73944444;84,86347222;88,64194444;9;;;;;;;;
86,05638889;87,72236111;91,73944444;84,86347222;88,64194444;92,78916667;5;;;;;;;;
87,72236111;91,73944444;84,86347222;88,64194444;92,78916667;66,66055556;1;;;;;;;;
91,73944444;84,86347222;88,64194444;92,78916667;66,66055556;61,72041667;3;;;;;;;;
84,86347222;88,64194444;92,78916667;66,66055556;61,72041667;62,8525;3;;;;;;;;
88,64194444;92,78916667;66,66055556;61,72041667;62,8525;61,88972222;5;;;;;;;;
92,78916667;66,66055556;61,72041667;62,8525;61,88972222;69,07236111;6;;;;;;;;
