Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;
66,66055556;61,72041667;62,8525;61,88972222;69,07236111;75,03597222;4;;;;;;;;
61,72041667;62,8525;61,88972222;69,07236111;75,03597222;74,3975;8;;;;;;;;
62,8525;61,88972222;69,07236111;75,03597222;74,3975;69,81375;2;;;;;;;;
61,88972222;69,07236111;75,03597222;74,3975;69,81375;68,55375;5;;;;;;;;
69,07236111;75,03597222;74,3975;69,81375;68,55375;77,54347222;2;;;;;;;;
75,03597222;74,3975;69,81375;68,55375;77,54347222;84,7075;6;;;;;;;;
74,3975;69,81375;68,55375;77,54347222;84,7075;88,32541667;4;;;;;;;;
69,81375;68,55375;77,54347222;84,7075;88,32541667;95,17555556;3;;;;;;;;
68,55375;77,54347222;84,7075;88,32541667;95,17555556;41,96652778;3;;;;;;;;
77,54347222;84,7075;88,32541667;95,17555556;41,96652778;61,19625;6;;;;;;;;
84,7075;88,32541667;95,17555556;41,96652778;61,19625;73,815;4;;;;;;;;
88,32541667;95,17555556;41,96652778;61,19625;73,815;79,06680556;2;;;;;;;;
95,17555556;41,96652778;61,19625;73,815;79,06680556;57,29402778;5;;;;;;;;
41,96652778;61,19625;73,815;79,06680556;57,29402778;70,87319444;4;;;;;;;;
61,19625;73,815;79,06680556;57,29402778;70,87319444;64,57;4;;;;;;;;
73,815;79,06680556;57,29402778;70,87319444;64,57;69,96513889;3;;;;;;;;
79,06680556;57,29402778;70,87319444;64,57;69,96513889;76,97291667;2;;;;;;;;
57,29402778;70,87319444;64,57;69,96513889;76,97291667;75,35194444;5;;;;;;;;
70,87319444;64,57;69,96513889;76,97291667;75,35194444;71,84569444;7;;;;;;;;
64,57;69,96513889;76,97291667;75,35194444;71,84569444;75,59222222;4;;;;;;;;
69,96513889;76,97291667;75,35194444;71,84569444;75,59222222;79,46083333;5;;;;;;;;
76,97291667;75,35194444;71,84569444;75,59222222;79,46083333;24,595;6;;;;;;;;
75,35194444;71,84569444;75,59222222;79,46083333;24,595;57,98430556;5;;;;;;;;
71,84569444;75,59222222;79,46083333;24,595;57,98430556;93,41652778;6;;;;;;;;
75,59222222;79,46083333;24,595;57,98430556;93,41652778;91,19680556;4;;;;;;;;
79,46083333;24,595;57,98430556;93,41652778;91,19680556;86,29386332;7;;;;;;;;
24,595;57,98430556;93,41652778;91,19680556;86,29386332;79,38537604;5;;;;;;;;
57,98430556;93,41652778;91,19680556;86,29386332;79,38537604;88,32541667;7;;;;;;;;
93,41652778;91,19680556;86,29386332;79,38537604;88,32541667;85,58583333;2;;;;;;;;
91,19680556;86,29386332;79,38537604;88,32541667;85,58583333;62,23194444;3;;;;;;;;
86,29386332;79,38537604;88,32541667;85,58583333;62,23194444;52,11069444;5;;;;;;;;
79,38537604;88,32541667;85,58583333;62,23194444;52,11069444;64,43763889;5;;;;;;;;
88,32541667;85,58583333;62,23194444;52,11069444;64,43763889;75,63138889;5;;;;;;;;
85,58583333;62,23194444;52,11069444;64,43763889;75,63138889;75,37472222;5;;;;;;;;
62,23194444;52,11069444;64,43763889;75,63138889;75,37472222;78,35869263;2;;;;;;;;
52,11069444;64,43763889;75,63138889;75,37472222;78,35869263;74,09;4;;;;;;;;
64,43763889;75,63138889;75,37472222;78,35869263;74,09;74,34458333;3;;;;;;;;
75,63138889;75,37472222;78,35869263;74,09;74,34458333;79,93736111;1;;;;;;;;
75,37472222;78,35869263;74,09;74,34458333;79,93736111;93,51041667;8;;;;;;;;
78,35869263;74,09;74,34458333;79,93736111;93,51041667;96,55375;5;;;;;;;;
74,09;74,34458333;79,93736111;93,51041667;96,55375;65,25194444;8;;;;;;;;
74,34458333;79,93736111;93,51041667;96,55375;65,25194444;47,39902778;1;;;;;;;;
79,93736111;93,51041667;96,55375;65,25194444;47,39902778;71,67138889;6;;;;;;;;
93,51041667;96,55375;65,25194444;47,39902778;71,67138889;83,6025;6;;;;;;;;
96,55375;65,25194444;47,39902778;71,67138889;83,6025;;2;;;;;;;;
65,25194444;47,39902778;71,67138889;83,6025;;;8;;;;;;;;
47,39902778;71,67138889;83,6025;;;;4;;;;;;;;
71,67138889;83,6025;;;;;4;;;;;;;;
83,6025;;;;;;7;;;;;;;;
;;;;;;5;;;;;;;;
;;;;;;3;;;;;;;;
;;;;;;4;;;;;;;;
;;;;;;2;;;;;;;;
;;;;;;7;;;;;;;;
;;;;;;3;;;;;;;;
;;;;;;6;;;;;;;;
;;;;;;7;;;;;;;;
;;;;;;3;;;;;;;;
;;;;;;6;;;;;;;;
