;IdSensore;NomeTipoSensore_x;UnitaMisura_x;Idstazione_x;NomeStazione_x;Quota_x;Provincia_x;Comune_x;Storico_x;DataStart_x;DataStop_x;Utm_Nord_x;UTM_Est_x;lat_x;lng_x;location_x;Valore;DATE_TIME;NomeTipoSensore_y;UnitaMisura_y;Idstazione_y;NomeStazione_y;Quota_y;Provincia_y;Comune_y;Storico_y;DataStart_y;DataStop_y;Utm_Nord_y;UTM_Est_y;lat_y;lng_y;location_y
22;6955;PM10 (SM2005);µg/m³;663;Mantova - via Ariosto;18.0;MN;Mantova;N;01/01/2003;;5000669;641770;45.145260125788965;10.80332595007927;(45.14526012578896, 10.80332595007927);38.0;2016-11-14;PM10 (SM2005);µg/m³;663.0;Mantova - via Ariosto;18.0;MN;Mantova;N;01/01/2003;;5000669.0;641770.0;45.145260125788965;10.80332595007927;(45.14526012578896, 10.80332595007927)
83;6956;PM10 (SM2005);µg/m³;528;Milano - Verziere;116.0;MI;Milano;N;01/11/2001;;5034443;515270;45.46334674066655;9.195324807668856;(45.463346740666545, 9.195324807668857);36.0;2016-11-14;PM10 (SM2005);µg/m³;528.0;Milano - Verziere;116.0;MI;Milano;N;01/11/2001;;5034443.0;515270.0;45.46334674066655;9.195324807668856;(45.463346740666545, 9.195324807668857)
53;6958;PM10 (SM2005);µg/m³;569;Sondrio - via Mazzini;307.0;SO;Sondrio;N;08/12/1999;;5113078;567173;46.16796681227828;9.87014407497457;(46.16796681227828, 9.87014407497457);36.0;2016-11-14;PM10 (SM2005);µg/m³;569.0;Sondrio - via Mazzini;307.0;SO;Sondrio;N;08/12/1999;;5113078.0;567173.0;46.16796681227828;9.87014407497457;(46.16796681227828, 9.87014407497457)
35;6959;PM10 (SM2005);µg/m³;565;Cantù - via Meucci;369.0;CO;Cantù;N;01/01/1999;;5064150;509783;45.730836722674276;9.125734327022926;(45.73083672267427, 9.125734327022926);49.0;2016-11-14;PM10 (SM2005);µg/m³;565.0;Cantù - via Meucci;369.0;CO;Cantù;N;01/01/1999;;5064150.0;509783.0;45.73083672267428;9.125734327022926;(45.73083672267427, 9.125734327022926)
23;6962;PM10 (SM2005);µg/m³;595;Filago - via Don Milani;190.0;BG;Filago;N;14/10/2004;;5053519;543342;45.63386450908066;9.556084255790863;(45.63386450908066, 9.556084255790864);46.0;2016-11-14;PM10 (SM2005);µg/m³;595.0;Filago - via Don Milani;190.0;BG;Filago;N;14/10/2004;;5053519.0;543342.0;45.63386450908066;9.556084255790863;(45.63386450908066, 9.556084255790864)
62;9739;PM10 (SM2005);µg/m³;608;Codogno - via Trento;59.0;LO;Codogno;N;09/04/2005;;5000892;554872;45.15937280234111;9.698148249352538;(45.15937280234111, 9.69814824935254);33.0;2016-11-14;PM10 (SM2005);µg/m³;608.0;Codogno - via Trento;59.0;LO;Codogno;N;09/04/2005;;5000892.0;554872.0;45.15937280234111;9.698148249352537;(45.15937280234111, 9.69814824935254)
0;9740;PM10 (SM2005);µg/m³;604;Tavazzano;85.0;LO;Tavazzano con Villavesco;N;05/04/2005;;5019734;532492;45.33036100181228;9.414644726627262;(45.33036100181227, 9.414644726627262);39.0;2016-11-14;PM10 (SM2005);µg/m³;604.0;Tavazzano;85.0;LO;Tavazzano con Villavesco;N;05/04/2005;;5019734.0;532492.0;45.33036100181228;9.414644726627262;(45.33036100181227, 9.414644726627262)
31;9831;PM10 (SM2005);µg/m³;670;Mantova - S.Agnese;22.0;MN;Mantova;N;30/12/2004;;5002356;641122;45.16056833010576;10.795564113707881;(45.16056833010576, 10.79556411370788);31.0;2016-11-14;PM10 (SM2005);µg/m³;670.0;Mantova - S.Agnese;22.0;MN;Mantova;N;30/12/2004;;5002356.0;641122.0;45.16056833010576;10.795564113707881;(45.16056833010576, 10.79556411370788)
26;9832;PM10 (SM2005);µg/m³;671;Mantova - Tridolino;22.0;MN;Mantova;S;28/12/2004;01/01/2017;5001664;646147;45.15331958578557;10.859263911962307;(45.153319585785574, 10.859263911962309);33.0;2016-11-14;PM10 (SM2005);µg/m³;671.0;Mantova - Tridolino;22.0;MN;Mantova;S;28/12/2004;01/01/2017;5001664.0;646147.0;45.15331958578557;10.859263911962307;(45.153319585785574, 10.859263911962309)
12;9835;PM10 (SM2005);µg/m³;664;Mantova - p.zza Gramsci;18.0;MN;Mantova;N;28/12/2004;;5001351;640031;45.151743379576594;10.78140770009565;(45.151743379576594, 10.78140770009565);39.0;2016-11-14;PM10 (SM2005);µg/m³;664.0;Mantova - p.zza Gramsci;18.0;MN;Mantova;N;28/12/2004;;5001351.0;640031.0;45.151743379576594;10.78140770009565;(45.151743379576594, 10.78140770009565)
7;9872;PM10 (SM2005);µg/m³;673;Voghera - via Pozzoni;90.0;PV;Voghera;N;05/07/2005;;4982900;500665;44.99954598914025;9.008437381815693;(44.99954598914026, 9.008437381815693);32.0;2016-11-14;PM10 (SM2005);µg/m³;673.0;Voghera - via Pozzoni;90.0;PV;Voghera;N;05/07/2005;;4982900.0;500665.0;44.99954598914025;9.008437381815693;(44.99954598914026, 9.008437381815693)
58;9890;PM10 (SM2005);µg/m³;674;Monza - via Machiavelli;162.0;MB;Monza;N;18/11/2005;;5047450;521343;45.580263484422424;9.273573092713274;(45.58026348442243, 9.273573092713274);43.0;2016-11-14;PM10 (SM2005);µg/m³;674.0;Monza - via Machiavelli;162.0;MB;Monza;N;18/11/2005;;5047450.0;521343.0;45.580263484422424;9.273573092713274;(45.58026348442243, 9.273573092713274)
74;9927;PM10 (SM2005);µg/m³;677;Cremona - Via Fatebenefratelli;43.0;CR;Cremona;N;08/04/2006;;4999315;582066;45.14254063221695;10.043836158369393;(45.14254063221695, 10.043836158369393);44.0;2016-11-14;PM10 (SM2005);µg/m³;677.0;Cremona - Via Fatebenefratelli;43.0;CR;Cremona;N;08/04/2006;;4999315.0;582066.0;45.14254063221695;10.043836158369393;(45.14254063221695, 10.043836158369393)
